PCA,video,event_index,within_mean,across_mean,z,p,n_pairs
Mean_PCA_2,pulp_fiction_6m.mp4,2,-0.022221898606796686,0.1512697124715452,-0.9601520160401991,0.12,3
Mean_PCA_2,pulp_fiction_6m.mp4,3,-0.13965846905150997,-0.09721248904399687,-0.3961039946158429,0.682,21
Mean_PCA_2,pulp_fiction_6m.mp4,4,-0.05277969946029001,-0.08973273986505673,0.46579591830592504,0.6540000000000001,21
Mean_PCA_2,pulp_fiction_6m.mp4,5,-0.04514650757964498,-0.23820849692898974,0.9135278790240151,0.4079999999999999,6
Mean_PCA_2,pulp_fiction_6m.mp4,6,1.0,-0.5897983227430388,4.173892408929486,0.0,1
Mean_PCA_2,shawshank clip_6m.mp4,2,-0.026545794401648365,-0.005987605326126484,-1.9693650834264986,0.054000000000000006,6
Mean_PCA_2,shawshank clip_6m.mp4,3,0.08203001735320946,-0.15557225926013774,3.3679472584476953,0.0,15
Mean_PCA_2,shawshank clip_6m.mp4,4,1.0,-0.541880042467194,67.70630075338521,0.0,1
Mean_PCA_2,shawshank clip_6m.mp4,5,-0.09560120696420489,-0.2816068626783716,1.008607259861097,0.32799999999999985,6
Mean_PCA_2,shawshank clip_6m.mp4,6,-0.10220385281050992,-0.07168083830895443,-0.21332417994037273,0.8080000000000002,10
Mean_PCA_2,shawshank clip_6m.mp4,7,1.0,-0.48034055507312245,2.6451247837859517,0.0,1
Mean_PCA_2,the_prestige_6m.mp4,1,0.11398261601498909,0.03271171592679667,2.0584723295411917,0.0,3
Mean_PCA_2,the_prestige_6m.mp4,2,-0.1863487830727281,0.29666330571044913,-1.9061543724334575,0.0,3
Mean_PCA_2,the_prestige_6m.mp4,4,-0.2120667764957317,-0.12863384617599394,-0.6737498576163902,0.926,1
Mean_PCA_2,the_prestige_6m.mp4,5,-0.041774956443715615,0.021992492283764677,-0.9251253055544061,0.332,28
Mean_PCA_2,the_prestige_6m.mp4,6,-0.04783606557000447,-0.1581143618321352,1.052475554456518,0.2779999999999998,28
Mean_PCA_3,12 years_6m.mp4,2,0.333304959378053,-0.34350024756393716,2.8058730581378004,0.0,3
Mean_PCA_3,12 years_6m.mp4,3,-0.09290975465942637,-0.09216175185201902,-0.007588837215287854,0.99,21
Mean_PCA_3,12 years_6m.mp4,4,-1.0,-0.9455509261898294,-0.9285458485845793,0.538,1
Mean_PCA_3,12 years_6m.mp4,5,0.063806250427997,-0.46841791572322417,1.0782535630221382,0.0,1
Mean_PCA_3,12 years_6m.mp4,6,0.2203600226413493,-0.1303459336289232,3.2970941066736144,0.0,15
Mean_PCA_3,12 years_6m.mp4,7,0.002982666902780091,-0.15643229942238768,0.9869173795006929,0.34399999999999986,6
Mean_PCA_3,back to the future_6m.mp4,2,-0.056794853692682445,-0.21262853626542472,1.5729468909354485,0.07799999999999985,10
Mean_PCA_3,back to the future_6m.mp4,3,-0.006169149982112303,-0.22396517764370014,1.3238576039440733,0.18999999999999995,15
Mean_PCA_3,back to the future_6m.mp4,4,-0.0130134249308231,-0.210809687559153,1.7262120196291224,0.08199999999999985,28
Mean_PCA_3,back to the future_6m.mp4,6,-1.0,-0.012506255868011268,-1.0769527444706637,0.4640000000000001,1
Mean_PCA_3,back to the future_6m.mp4,7,0.7815956921537178,0.26670346289689906,0.9690841231166399,0.9259999999999999,1
Mean_PCA_3,Movie Task-c4,4,-0.0789728226355975,0.5140604621491067,-1.1331833525928832,0.0,1
Mean_PCA_3,Movie Task-c4,5,0.025737344330685686,0.19642266756434387,-0.9959617151154524,0.29,6
Mean_PCA_3,Movie Task-c4,6,-0.13199871623678378,-0.19981813652333733,0.552693536036128,0.5679999999999998,15
Mean_PCA_3,Movie Task-c4,7,0.07582147904251416,-0.2509369309506418,1.166633318586574,0.1499999999999999,3
Mean_PCA_3,Movie Task-c4,9,0.12889872030252614,0.041426855270000604,1.4765679988248166,0.1319999999999999,36
Mean_PCA_3,Movie Task-c4,10,-0.025718447817067707,0.06818259492274739,-1.7220414080483255,0.09600000000000002,45
Mean_PCA_3,Movie Task-c4,11,-0.2354913724638128,0.328267931966912,-2.225443832770236,0.0,1
Mean_PCA_3,Movie Task-lms,2,0.08566304174299676,0.5090200197312874,-2.2749309626917986,0.022000000000000002,15
Mean_PCA_3,Movie Task-lms,3,1.0,0.6750883651249617,1.0476833585271328,0.24399999999999977,3
Mean_PCA_3,Movie Task-lms,4,-0.2703006493072295,0.316728161735345,-0.9252573481460787,0.9259999999999999,1
Mean_PCA_3,Movie Task-lms,5,0.6239408206764233,0.27157900689490805,0.6976116017585023,0.926,1
Mean_PCA_3,Movie Task-lms,6,0.3483606009667098,0.3229425252120999,0.06554424138505159,0.9259999999999999,1
Mean_PCA_3,Movie Task-lms,7,-0.12507109555023488,0.06358605213843269,-1.436717111044772,0.17800000000000002,6
Mean_PCA_3,Movie Task-lms,8,0.147389534039338,0.05549304401217516,0.5916708525413005,0.5759999999999998,6
Mean_PCA_3,Movie Task-lms,10,-0.21603211625021737,-0.0016519755827649311,-0.7933100154361996,0.606,3
Mean_PCA_3,Movie Task-lms,11,-0.07649857543471358,0.11315495229523023,-1.3492900817480298,0.18600000000000003,15
Mean_PCA_3,Movie Task-lms,12,-0.10674612109348085,-0.04947350728058751,-0.2833212290346471,0.8659999999999999,3
Mean_PCA_3,Movie Task-lms,13,0.2961730598721081,0.4227369382703434,-0.399405984347368,0.586,3
Mean_PCA_3,Movie Task-summer,1,-0.08831126653944286,0.0029689012131661743,-1.6248525191555712,0.15200000000000002,10
Mean_PCA_3,Movie Task-summer,2,-0.2358887763276593,-0.1793613488347675,-0.8622983521929941,0.9259999999999999,1
Mean_PCA_3,Movie Task-summer,3,-0.30398939296872735,-0.07830101963558078,-1.2402117412988818,0.37200000000000005,3
Mean_PCA_3,Movie Task-summer,4,0.056596924896944324,-0.10839447973778212,1.6823379238155511,0.0,3
Mean_PCA_3,Movie Task-summer,5,-0.019669549264636946,0.0011633387489937978,-0.4595482271726867,0.638,6
Mean_PCA_3,Movie Task-summer,6,-0.3214051550701503,0.507791062098767,-1.564268028933539,0.0,1
Mean_PCA_3,Movie Task-summer,7,-0.04246681340342723,0.3761341453141646,-3.502626600203294,0.0,6
Mean_PCA_3,Movie Task-summer,8,-0.007133814217579104,0.008306839443703954,-0.22208494916805785,0.8240000000000001,66
Mean_PCA_3,Movie Task-summer,11,-0.038556531953441,-0.1446866659214325,0.47640057124158947,0.926,1
Mean_PCA_3,pulp_fiction_6m.mp4,1,0.4476778901206091,-0.048442721261923984,3.574925760885118e+16,0.0,1
Mean_PCA_3,pulp_fiction_6m.mp4,2,0.19155766474236233,0.44780238165101083,-0.8857130515412072,0.322,3
Mean_PCA_3,pulp_fiction_6m.mp4,3,-0.08157081663133758,0.45157440053591147,-5.73811413769386,0.0,21
Mean_PCA_3,pulp_fiction_6m.mp4,4,0.11922849841128516,0.29192626130132343,-1.545538939317388,0.13,21
Mean_PCA_3,pulp_fiction_6m.mp4,5,-0.1155193651778272,0.18530386253534203,-1.0742279859025106,0.276,6
Mean_PCA_3,pulp_fiction_6m.mp4,6,-0.6033383221056644,-0.07260767662699186,-2.1611479320299676,0.0,1
Mean_PCA_3,shawshank clip_6m.mp4,2,0.0,-0.35775966697508543,2.712097697137059,0.0039999999999997815,6
Mean_PCA_3,shawshank clip_6m.mp4,3,0.12210252495392966,-0.285387604438196,3.8456196730482937,0.0,15
Mean_PCA_3,shawshank clip_6m.mp4,4,0.0576501506223068,-0.16673736411979562,0.710397336050421,0.9259999999999999,1
Mean_PCA_3,shawshank clip_6m.mp4,5,0.16931136469034982,-0.293731858857859,4.3796640869029355,0.0,6
Mean_PCA_3,shawshank clip_6m.mp4,6,-0.04778573018781106,-0.15561796913378523,0.7791861458485172,0.43999999999999995,10
Mean_PCA_3,shawshank clip_6m.mp4,7,-0.8126419355474351,-0.3085563200104689,-0.7851346433724563,0.926,1
Mean_PCA_3,the_prestige_6m.mp4,1,-0.2870082633759662,0.5912472180930419,-3.5488342297708444,0.0,3
Mean_PCA_3,the_prestige_6m.mp4,2,0.9079892596531066,-0.04605157275228193,2.426273266767152,0.0,3
Mean_PCA_3,the_prestige_6m.mp4,4,0.7050290146634723,0.671416101033814,0.353868450371123,0.9259999999999999,1
Mean_PCA_3,the_prestige_6m.mp4,5,-0.0889128691605683,0.1588939763382417,-2.7040465076268214,0.008,28
Mean_PCA_3,the_prestige_6m.mp4,6,-0.014176636605375001,-0.14167601286761106,1.4331765319555845,0.14399999999999968,28
Mean_PCA_4,12 years_6m.mp4,2,-0.03801873974546123,0.03008405359320729,-0.46827986419487344,0.54,3
Mean_PCA_4,12 years_6m.mp4,3,0.029427336475901594,-0.01352084218287734,0.5535215706687892,0.5759999999999998,21
Mean_PCA_4,12 years_6m.mp4,4,-0.0345260833215286,-0.15097021646881184,0.5487835110928875,0.926,1
Mean_PCA_4,12 years_6m.mp4,5,-0.5846034444594228,-0.5156769346039971,-0.13214614202061412,0.9259999999999999,1
Mean_PCA_4,12 years_6m.mp4,6,-0.18205460989270436,0.007554439590222647,-1.073868819155967,0.29400000000000004,15
Mean_PCA_4,12 years_6m.mp4,7,-0.0193409143317657,0.13283126771810583,-0.5838634957963377,0.5940000000000001,6
Mean_PCA_4,back to the future_6m.mp4,2,-0.0026340624824317703,-0.00974183361232123,0.06989367184373561,0.964,10
Mean_PCA_4,back to the future_6m.mp4,3,-0.0321128844006953,-0.10276973173826974,0.5024601063422952,0.6279999999999999,15
Mean_PCA_4,back to the future_6m.mp4,4,-0.06368034849300784,-0.006131942606183467,-0.4209493533748968,0.654,28
Mean_PCA_4,back to the future_6m.mp4,6,-0.3898165641628393,0.37113541821805107,-1.1235786283428768,0.0,1
Mean_PCA_4,back to the future_6m.mp4,7,-0.5407632067724466,0.6295173282395536,-3.401877955567925,0.0,1
Mean_PCA_4,Movie Task-c4,4,-0.257031334737417,-0.17870096448912504,-0.10357420492898094,0.9259999999999999,1
Mean_PCA_4,Movie Task-c4,5,-0.2100755235787067,-0.22616558559005542,0.08770360643571234,0.9299999999999999,6
Mean_PCA_4,Movie Task-c4,6,0.30254140671922186,-0.09049522435424426,2.767325756852346,0.0039999999999997815,15
Mean_PCA_4,Movie Task-c4,7,-0.391293639569296,-0.25654255137891363,-0.4444900655373649,0.9520000000000001,3
Mean_PCA_4,Movie Task-c4,9,-0.021493868538407606,0.0885357134549916,-1.4941991817148261,0.138,36
Mean_PCA_4,Movie Task-c4,10,-0.02368868537700627,-0.1297497048849738,1.7077376285179,0.08799999999999986,45
Mean_PCA_4,Movie Task-c4,11,0.5116713748104368,-0.061113008364678784,1.27266039661709,0.0,1
Mean_PCA_4,Movie Task-lms,2,-0.11038299805779532,0.5429276782241266,-8.568443911622934,0.0,15
Mean_PCA_4,Movie Task-lms,3,1.0,-0.008512580620087199,2.190566231707414,0.0,3
Mean_PCA_4,Movie Task-lms,4,0.262772160785393,-0.5752733170439891,5.326760246357879,0.0,1
Mean_PCA_4,Movie Task-lms,5,-1.0,-0.2414326157402041,-4.3511029971604245,0.0,1
Mean_PCA_4,Movie Task-lms,6,0.0204749367951726,-0.21396725641388384,1.878364516412937,0.0,1
Mean_PCA_4,Movie Task-lms,7,-0.21410309377702794,0.15329082921473042,-1.583786093295472,0.114,6
Mean_PCA_4,Movie Task-lms,8,-0.18966682860362602,0.2337644138286116,-2.1174901737624077,0.026000000000000002,6
Mean_PCA_4,Movie Task-lms,10,0.18305602824717115,-0.16505060118452922,2.3759124802550984,0.0,3
Mean_PCA_4,Movie Task-lms,11,0.03390611883302651,-0.3154197189903801,4.050728017390818,0.0,15
Mean_PCA_4,Movie Task-lms,12,0.6954767985654388,-0.29090191091331574,6.91618122398729,0.0,3
Mean_PCA_4,Movie Task-lms,13,0.2697400370415787,0.2282204967088058,0.1690728162074333,0.8959999999999999,3
Mean_PCA_4,Movie Task-summer,1,0.6166829310909239,0.2591904012151681,14.754639349842265,0.0,10
Mean_PCA_4,Movie Task-summer,2,0.1862795386380689,0.3051774922274233,-0.7529163891847122,0.926,1
Mean_PCA_4,Movie Task-summer,3,0.06453732399826477,0.28903483994070495,-1.3886482320511302,0.306,3
Mean_PCA_4,Movie Task-summer,4,-0.21311091788264866,-0.018683944636399233,-0.8242068109467122,0.47600000000000003,3
Mean_PCA_4,Movie Task-summer,5,-0.13933599535025515,-0.041438135264134035,-0.7161724294236562,0.45,6
Mean_PCA_4,Movie Task-summer,6,0.0049346301384863,0.05516146418206511,-4.063257267808247,0.0,1
Mean_PCA_4,Movie Task-summer,7,-0.2725705490595595,-0.06841573196351435,-1.0624102732130338,0.3,6
Mean_PCA_4,Movie Task-summer,8,-0.04319696019064349,-0.005958262461575557,-0.5406616067003063,0.602,66
Mean_PCA_4,Movie Task-summer,11,-1.0,0.5775425352441982,-6.7186552610866865,0.0,1
Mean_PCA_4,pulp_fiction_6m.mp4,1,-1.0,,,,1
Mean_PCA_4,pulp_fiction_6m.mp4,2,-0.004064384323055707,-0.21479266990915544,1.636206369468194,0.11199999999999988,3
Mean_PCA_4,pulp_fiction_6m.mp4,3,-0.08130502065440295,-0.11586862602929787,0.41109911167674834,0.6719999999999999,21
Mean_PCA_4,pulp_fiction_6m.mp4,4,-0.0706226503824196,0.04550136492299655,-0.8842468876260263,0.386,21
Mean_PCA_4,pulp_fiction_6m.mp4,5,-0.16155414776388052,0.1738954850070793,-1.6549020367652483,0.09,6
Mean_PCA_4,pulp_fiction_6m.mp4,6,-0.300701699540423,0.41350733509371596,-1.3682310575021994,0.0,1
Mean_PCA_4,shawshank clip_6m.mp4,2,0.04238703015223553,-0.38203683559168744,1.7852453087359743,0.041999999999999815,6
Mean_PCA_4,shawshank clip_6m.mp4,3,-0.08221065004322782,-0.03696466170512474,-0.41369343430319105,0.664,15
Mean_PCA_4,shawshank clip_6m.mp4,4,-0.8631735915184571,-0.2562909035275798,-3.193329004824258,0.0,1
Mean_PCA_4,shawshank clip_6m.mp4,5,0.002976461699380572,-0.14138277168162378,0.8138228583527779,0.42999999999999994,6
Mean_PCA_4,shawshank clip_6m.mp4,6,-0.09809326961450424,-0.07450368545278421,-0.18634762666492444,0.8780000000000001,10
Mean_PCA_4,shawshank clip_6m.mp4,7,0.2149175458234413,-0.0991868772203918,2.0083657016919907,0.0,1
Mean_PCA_4,the_prestige_6m.mp4,1,-0.29084655763743716,0.5519396973891207,-3.6817677916352807,0.0,3
Mean_PCA_4,the_prestige_6m.mp4,2,-0.2296056901898972,0.5600828072942459,-4.493100196689158,0.0,3
Mean_PCA_4,the_prestige_6m.mp4,4,0.0040086306187085,-0.0133654774361943,0.26130949702826906,0.9259999999999999,1
Mean_PCA_4,the_prestige_6m.mp4,5,-0.09208056914464935,-0.021113864812069973,-0.7956391178289499,0.4040000000000001,28
Mean_PCA_4,the_prestige_6m.mp4,6,-0.05221885948060594,0.02167240162851779,-0.8538586227350858,0.43200000000000005,28
Mean_PCA_5,12 years_6m.mp4,2,0.5289166751887117,-0.1290135806066059,1.2810566571095103,0.2919999999999998,3
Mean_PCA_5,12 years_6m.mp4,3,0.4146040941265698,-0.2583313343432804,5.311299025598253,0.0,21
Mean_PCA_5,12 years_6m.mp4,4,-0.3781669719803131,-0.22135178580710332,-0.27225064240354513,0.9259999999999999,1
Mean_PCA_5,12 years_6m.mp4,5,0.6949286015220835,-0.45576639397284274,4.124987055987689,0.0,1
Mean_PCA_5,12 years_6m.mp4,6,-0.019378558746725626,-0.013958365061684479,-0.03672402303645281,0.9880000000000001,15
Mean_PCA_5,12 years_6m.mp4,7,0.004104006411372462,0.31452929831365534,-1.609093228033286,0.128,6
Mean_PCA_5,back to the future_6m.mp4,2,0.1464297145689672,0.12847462351045508,0.1571734031395358,0.8919999999999999,10
Mean_PCA_5,back to the future_6m.mp4,3,-0.08383850766165857,0.3193045005237067,-2.671570200392075,0.014000000000000002,15
Mean_PCA_5,back to the future_6m.mp4,4,-0.02185192777636093,0.07953149372722075,-0.7851434701699124,0.43400000000000005,28
Mean_PCA_5,back to the future_6m.mp4,6,-0.2593597351669958,-0.4017047327653285,0.25622605462641146,0.926,1
Mean_PCA_5,back to the future_6m.mp4,7,0.8161748472665021,-0.15493079218747102,3.8867829828855873,0.0,1
Mean_PCA_5,Movie Task-c4,4,-0.0256674529419361,0.550672517810629,-1.1910201544051238,0.0,1
Mean_PCA_5,Movie Task-c4,5,0.12731579096075743,0.24825954888521273,-0.5852821274597846,0.602,6
Mean_PCA_5,Movie Task-c4,6,-0.06083296569803787,-0.03042349949231462,-0.50735263392609,0.5980000000000001,15
Mean_PCA_5,Movie Task-c4,7,-0.044247984918673204,-0.18897506213672732,1.123279804853,0.34199999999999986,3
Mean_PCA_5,Movie Task-c4,9,-0.08976110416360947,0.042285145509915835,-1.425730091953844,0.16,36
