Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5,Video,time,SemanticChange
60.0,2.715843685106732,-2.5747575644551497,-0.2058840953330063,0.45461044026160313,0.49453551991684136,12 years_6m.mp4,60.0,2.887176982551659
70.0,0.6220142516566822,1.1046550378032785,-2.1530951434204892,-0.9637100535611528,2.3854483603017194,12 years_6m.mp4,70.0,-0.8763931172615813
80.0,-0.6362960432008198,-1.9874647866139554,1.3642088614557633,-0.04312970166235465,1.5071995610017885,12 years_6m.mp4,80.0,-0.9994233410722451
90.0,-1.2570635281798315,0.6478583129619603,0.184849960493205,-0.5839680799178226,0.18511625899889833,12 years_6m.mp4,90.0,-0.0456074680654481
100.0,1.4665126261090775,-0.04106052758918681,0.5275499762955997,0.2054884695001626,1.4115299509947565,12 years_6m.mp4,100.0,-0.32429330354746466
110.0,-0.03982878688269241,1.176771559219784,-0.26459913362400644,-1.4571931208000168,-1.2086087600952629,12 years_6m.mp4,110.0,-0.5861580490893943
120.0,-1.413178034776253,-0.15215381197352795,1.1057513248412087,-0.3376413410492766,-1.153372225743867,12 years_6m.mp4,120.0,-0.978312827565271
130.0,0.74080020042593,-0.2081382668755319,0.2668670624900078,0.9687267832446427,-0.115350808641481,12 years_6m.mp4,130.0,-0.4437040913521269
140.0,-0.2841429623635476,0.5883306403764451,-1.4098237389142787,-0.29620550454805017,-0.06106915510129276,12 years_6m.mp4,140.0,0.3009905720907408
150.0,-0.8593928837385505,1.2369592666315523,0.5265298685459101,0.36617786309082057,-0.6971878806033851,12 years_6m.mp4,150.0,-0.23670826700738518
160.0,-0.9902793511742554,1.1272827186121517,-0.893623127044826,-1.1459413962635983,-0.7739649454488102,12 years_6m.mp4,160.0,-9.528821335168579e-05
170.0,0.28518574026832855,1.0722164313382168,0.48057099877351894,-2.0467011919155844,-0.976099150710176,12 years_6m.mp4,170.0,-0.9994233410722451
180.0,0.6640211389786094,0.6417786440504648,-1.9276347915082894,0.17517434182658692,-0.4478423123069286,12 years_6m.mp4,180.0,0.6892400424643237
190.0,0.7322073642366809,-0.013859234726724446,1.0458387769807949,-0.20210626204741913,0.8881579627493728,12 years_6m.mp4,185.0,0.28423417245601235
200.0,0.5170448847283444,-0.44289330812988753,-1.906335605159383,-0.2744721882106087,-0.8765009806481336,12 years_6m.mp4,200.0,2.6093903020504423
210.0,-0.039613508121353995,0.12452956742502566,-0.02663912711679984,2.326065921635945,-0.8527055133882554,12 years_6m.mp4,210.0,-0.49017588880445007
220.0,-0.7823133345612857,-0.1889109956575119,0.3106060236918648,-0.8307031612591145,0.22374138082688302,12 years_6m.mp4,220.0,-0.8128763638332022
230.0,1.1028405619200414,-1.2215001542974517,1.188669678489575,1.1275871552480445,0.8435009976089671,12 years_6m.mp4,230.0,-0.6854643784264256
240.0,-0.5282663198104627,0.05136636752071437,0.672449644031409,-0.8919751105821678,0.7427720066165094,12 years_6m.mp4,240.0,-0.37555352571879336
250.0,-0.32831271135549517,0.018800248861167306,1.1831526325353054,-0.9269025940624115,0.8504438490408844,12 years_6m.mp4,250.0,0.21827475604523844
260.0,-0.008862242411681324,1.3162354319555383,-0.7253189069893298,-0.1642360478207484,0.6003591296937492,12 years_6m.mp4,260.0,-0.6599721033233392
270.0,-1.0303272423908294,-0.8078259605335544,1.1765166277500876,1.6807204094893506,-2.3008597498761962,12 years_6m.mp4,270.0,-0.1631921639723922
280.0,-1.4655199394438976,-1.2760361373916798,0.054867052579663234,1.2617932523805833,-0.9106714186365926,12 years_6m.mp4,280.0,0.018256358246033447
290.0,0.3423089331733682,-0.13407739770175808,-0.9111848964377061,0.2784375281126589,-0.34858482401417185,12 years_6m.mp4,280.0,0.018256358246033447
300.0,-0.5229349744302992,-1.3485508997731939,0.34069517228920637,0.08393190830743695,-0.4723041155708797,12 years_6m.mp4,280.0,0.018256358246033447
310.0,-0.7490527077256731,0.956723644341565,-0.6445679455044905,-0.4098643614629605,0.471921765472123,12 years_6m.mp4,310.0,2.1253958244408095
320.0,1.7466051839631336,0.33372117462125095,0.6395828498094869,1.6460360420654532,0.5903950975629483,12 years_6m.mp4,320.0,-0.4921182085122097
75.0,-1.262742933351883,-1.2714875323212789,0.3560280585420689,-1.2802972295100687,-0.28154893417453764,Movie Task-summer,75.0,0.23510481053809543
90.0,0.9416100025962614,1.8386908949365182,-0.3679226913977243,-0.6553731121186304,0.1516188467642306,Movie Task-summer,90.0,0.2532371035860646
105.0,-0.7517239643499085,1.3323100586422336,0.1394947606086401,-1.3329347231596596,-0.19089370036430509,Movie Task-summer,105.0,-0.7346245710429992
120.0,-1.6657185861235178,-1.0716910929534869,0.5383178244489407,-0.6757448301723001,-0.06946161978069046,Movie Task-summer,120.0,-0.5039446225483479
135.0,-0.2680373651025655,-1.3874265031264132,-1.2588749401290704,-0.8971740052801073,-0.01591844962871635,Movie Task-summer,135.0,0.5042127387547803
150.0,0.550339887932301,1.0321768494024504,0.33384159391771273,-0.3452699303375841,0.0025153236418629676,Movie Task-summer,150.0,-0.11453459389649931
165.0,0.332770130466903,0.03365197662084849,-0.33313314959831153,-0.3200187654112663,0.805192124978043,Movie Task-summer,165.0,2.187417856524102
180.0,-1.2603058525462791,0.8159752455291505,0.7344542638110377,-0.4881587853256429,0.5625514635660787,Movie Task-summer,180.0,2.7085513909780334
195.0,-0.43020590771221917,1.1618036106537457,-0.3391024073706085,-0.8218117400088062,1.3339274205592226,Movie Task-summer,195.0,-0.8534211406929129
210.0,0.946503112995316,-0.8355153945891078,1.2821240061178951,-1.1643673309361118,1.5188617882576227,Movie Task-summer,210.0,-0.4973066628774216
225.0,-1.594848140388675,0.5550749386798085,-1.5723246029977995,0.41864237108025437,0.36673427248989154,Movie Task-summer,225.0,-0.7046889276259413
240.0,-0.07528009037734852,-0.09884416003458919,0.07697752809506138,-0.28636782470710787,0.7933587708053543,Movie Task-summer,240.0,-0.4240572750827482
255.0,1.3506735209056167,-1.200627939121398,0.3747482768331732,2.4965309762450465,0.7124887984245518,Movie Task-summer,255.0,-0.5846326673755606
270.0,-0.4303027119854659,0.5011653851599407,0.2904151753097116,0.10478033987684367,0.3236597265632347,Movie Task-summer,270.0,0.03134669707229513
285.0,-1.2814713988617898,1.9899374871094846,-0.31936978566051805,-0.36969489305679815,1.5074113080079543,Movie Task-summer,285.0,2.4055017230594014
300.0,2.106170932511054,1.253504867268354,0.4919274425555777,-0.28258137207238276,1.3894024544961523,Movie Task-summer,300.0,-0.8534211406929129
315.0,1.3096308314462355,1.4749499152190426,-0.04087420541623562,2.1100926510678697,1.4016064646133966,Movie Task-summer,315.0,0.9264777286827703
