Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5,Mean_gradient_1,Mean_gradient_2,Mean_gradient_3,Mean_gradient_4,Mean_gradient_5,Time_rounded,BoundaryDensity,VideoName,Within_or_Across
200.0,-0.0436311060833333,0.0170519015,-0.3995969709166667,-0.158750301,-1.0146282575833332,0.17,-0.08,-0.18,-0.05,-0.24,200.0,0.0045871798852322,12 years_6m.mp4,0
210.0,-0.2504336384166666,0.15367797125,0.1094922234166666,0.67752794825,-1.0073950821666666,0.01,-0.06,0.36,-0.3499999999999999,-0.02,210.0,0.0070017127636984,12 years_6m.mp4,0
220.0,-0.5263518799166667,0.0782066533333333,0.2008303006666667,-0.3376224592499999,-0.6801844782500001,0.18,-0.06,-0.06,-0.02,0.01,220.0,0.0017126596712517,12 years_6m.mp4,1
230.0,0.1739961335833333,-0.17042378525,0.4386414174166666,0.2921224351666666,-0.4917943964166666,-0.12,-0.09,-0.51,0.18,0.01,230.0,0.001062613615192,12 years_6m.mp4,1
240.0,-0.4319716160833333,0.1360614794166667,0.2988305253333333,-0.3573262268333333,-0.5224132724166667,-0.21,0.02,-0.14,0.29,0.0,240.0,0.0013742285876428,12 years_6m.mp4,1
250.0,-0.3576874355,0.1282200951666666,0.4371472035833333,-0.3685581694166666,-0.48968395825,0.19,-0.09,-0.02,0.14,0.03,250.0,0.00055616921247,12 years_6m.mp4,1
260.0,-0.2390093255833333,0.4406210882499999,-0.079735309,-0.1233006815,-0.565702917,0.34,-0.08,0.3699999999999999,-0.06,0.25,260.0,0.0003031374645566,12 years_6m.mp4,1
270.0,-0.6184908018333334,-0.07081786225,0.4353499355833333,0.4699984323333333,-1.4475946171666667,-0.27,-0.24,-0.13,0.04,0.2,270.0,0.0043442709584981,12 years_6m.mp4,0
280.0,-0.7801679685833333,-0.1835551504999999,0.1315670189166666,0.3352802875833333,-1.025015142166667,-0.38,0.02,-0.08,-0.23,-0.19,280.0,0.0025719073376804,12 years_6m.mp4,1
290.0,-0.1085467486666666,0.0914096793333333,-0.1300744823333333,0.0190538110833333,-0.8541560918333334,0.42,0.03,0.03,-0.03,0.0,290.0,0.0006996342588101,12 years_6m.mp4,1
300.0,-0.4299909835454545,-0.2010155092727273,0.2089795208181818,-0.0434950969999999,-0.8917633944545454,0.31,-0.14,0.28,0.0,0.17,300.0,0.0041936914592754,12 years_6m.mp4,1
310.0,-0.5139953216666666,0.3540565793333333,-0.0578650536666666,-0.2022895704999999,-0.6047443855,-0.26,0.3,-0.13,0.16,-0.02,310.0,0.0010018313546338,12 years_6m.mp4,1
320.0,0.4131592465,0.20404786,0.2899290191666666,0.45884467075,-0.5687317120000001,-0.36,0.07,-0.02,0.13,-0.05,320.0,0.0016882326513779,12 years_6m.mp4,1
60.0,-0.0848291413333333,0.0716303713333333,0.21453687025,-0.01556642925,0.3629523554166667,0.049902499,-0.1842047139999999,0.036507416,-0.097956987,0.096980669,60.0,0.0055009162118898,back to the future_6m.mp4,0
70.0,-0.3845153428333333,0.0328709787499999,0.2883353736666666,-0.0003060844166666,0.2912459435833334,0.149219058,-0.006374102,0.264400465,-0.185573847,0.016022163,70.0,0.0032196925403684,back to the future_6m.mp4,1
80.0,-0.5727210900833334,-0.1243795687499999,0.4095311155833334,0.11910710775,0.771363714,0.223005644,0.4238021489999999,0.262283202,0.126877168,0.149980875,80.0,0.0028924268934415,back to the future_6m.mp4,1
90.0,0.0212276735833333,-0.4515176319166666,0.1788142938333333,-0.0281488604999999,0.4185891655,-0.351113944,0.137710236,0.329329308,-0.0909905689999999,-0.13127707,90.0,0.0045867166692597,back to the future_6m.mp4,1
100.0,0.0858129957499999,-0.4567614438333333,0.0256493015,0.17152768975,0.58356621325,-0.185783661,-0.293738586,-0.3624018899999999,-0.056033788,0.111849699,100.0,0.0008565567004963,back to the future_6m.mp4,1
110.0,0.0650566240833333,-0.0563232208333333,0.1576920146666666,0.1313289580833333,0.71385105,0.151185382,-0.020135938,-0.2390358689999999,0.05127707,0.042726642,110.0,0.0018400708182567,back to the future_6m.mp4,1
120.0,-0.251450894,-0.4032687298333333,0.5470528845833333,0.19486707725,0.4517701999999999,-0.183006581,0.457650985,0.27847149,-0.258625991,-0.347927737,120.0,0.0057761543852199,back to the future_6m.mp4,0
130.0,-0.42191132875,0.03478692375,0.25518793,-0.499734617,0.2919064495,0.153000394,0.362438453,-0.17161701,0.166293664,0.000426753,130.0,0.0015548681176099,back to the future_6m.mp4,1
140.0,0.0586886395454545,-0.0427733924545454,0.3388520249090909,0.3641613458181819,0.7406191821818182,-0.336979356,-0.259288621,0.038207114,-0.009757748,0.137912174,140.0,0.0003827628832097,back to the future_6m.mp4,1
150.0,-0.2576885233333333,-0.0530750173333333,0.0010541371666666,-0.34399587025,0.6174085024166667,0.172083701,-0.334770217,-0.013850712,-0.008841243,0.106930981,150.0,0.0025873482459734,back to the future_6m.mp4,1
160.0,0.1453120215,-0.2371744539999999,0.0702695715833333,-0.3465917479166666,0.3370216155,0.132600266,0.03167026,-0.260301877,-0.045231095,0.084504716,160.0,0.001990840550166,back to the future_6m.mp4,1
170.0,-0.2370300895833333,0.1587425655,0.5140440768333333,-0.0866690121666666,-0.0299685647499999,-0.041495697,-0.175594847,-0.0621330129999999,-0.154131963,-0.203867212,170.0,0.0006707081741854,back to the future_6m.mp4,1
180.0,0.12224150025,0.21029994675,-0.23056951525,0.2439078643333333,0.0916242754166666,0.07125907,0.080977444,0.004492341,0.26685148,0.127145857,180.0,0.0051550256455696,back to the future_6m.mp4,0
190.0,-0.5617554249166666,0.2743483049166667,-0.0540110623333333,-0.5346932325833333,0.1905279276666666,-0.088880056,-0.029959875,0.165183657,-0.091053007,-0.053623648,190.0,0.003790067319117,back to the future_6m.mp4,1
200.0,-0.45898018325,-0.1311596845,-0.0897857509166666,0.4035458735,0.2188245205833333,-0.054670654,-0.2256248479999999,0.189457184,-0.280117001,-0.226597416,200.0,0.0036597481427193,back to the future_6m.mp4,1
210.0,-0.2000687036666666,-0.2924828271666667,0.5386913204166667,0.4277777895833334,0.1053444600833333,0.199763749,0.373811524,-0.354811655,0.075126095,0.067591735,210.0,0.0010561190908055,back to the future_6m.mp4,1
220.0,-0.1267068375454545,-0.4025628595454545,0.1403871409090909,-0.1482544284545454,0.4107866221818181,-0.068888306,-0.125714473,-0.014791592,-0.031080944,0.116340727,220.0,0.0014589627241693,back to the future_6m.mp4,1
230.0,0.1122255857499999,-0.6377724805833332,0.09710592025,0.1832362039999999,0.88378237825,0.28316052,-0.303521272,-0.2217716989999999,0.062501078,0.197643673,230.0,0.0031261499880798,back to the future_6m.mp4,1
240.0,-0.0451788934999999,-0.03304516525,0.155451919,-0.3208292775833333,0.3229843572499999,0.060637879,-0.033501022,-0.214679654,-0.0300646879999999,-0.04155476,240.0,0.0012765299841972,back to the future_6m.mp4,1
250.0,-0.6028359000833333,-0.1016384224166666,0.3250805851666666,0.60819958025,0.6368058195,-0.307641235,-0.224086588,0.350851068,-0.177714548,0.07162526,250.0,0.0035042564715663,back to the future_6m.mp4,0
260.0,0.3463226775,-0.2504745933333333,-0.08026656225,0.3260048783333333,0.0871337548333333,0.037721486,0.219330433,0.041841262,-0.056780605,-0.213311271,260.0,0.0044159043571364,back to the future_6m.mp4,1
270.0,-0.5302936865833333,-0.0419206758333333,0.61382529625,-0.0690359359166666,0.7014378405,0.167735361,-0.014756905,-0.250461628,0.273339583,0.152091763,270.0,0.0022488246149653,back to the future_6m.mp4,0
280.0,-0.6346390978333334,-0.2873036815,-0.0874187615,0.350983647,0.3517889875833333,-0.15367146,0.150212439,0.009057432,-0.123163707,-0.517808299,280.0,0.004790365695557,back to the future_6m.mp4,0
290.0,-0.2415212426666666,-0.5263738453333334,0.01649383875,0.3386139485,0.2752823116666666,0.004604466,0.117201545,-0.248906868,-0.145999287,0.040167626,290.0,0.0014319846688577,back to the future_6m.mp4,1
300.0,-0.3762696723333333,0.6031365539166667,-0.0694844990833333,-0.1187490918333333,0.0213413388333333,0.218048675,-0.283955712,-0.234175464,0.049650123,0.222094576,300.0,0.0035528509840389,back to the future_6m.mp4,0
310.0,-0.2662280515454545,-0.0652734248181818,0.2210835881818181,-0.1270966642727272,0.4672574076363636,-0.128334052,0.247713048,0.373363584,0.14800405,0.18114882,310.0,0.0037015246406566,back to the future_6m.mp4,1
320.0,0.1018746556666666,0.0624339065833333,0.2693399596666666,-0.1308023454166666,0.5911410036666667,0.21887743,-0.102957081,-0.208590179,0.146256164,-0.137275608,320.0,0.0007803678421128,back to the future_6m.mp4,1
75.0,0.5577471070666667,0.1896886398666666,-0.6939162051333334,0.6830118982666666,-0.1452204022666666,0.37079688,-0.169648248,-0.355098344,-0.056981981,0.150970319,75.0,0.0017392836074094,Movie Task-c4,1
90.0,0.908588897125,-0.064607310625,-0.7021441738749999,-0.0284958613749999,0.239674598625,-0.203530272,0.430745317,0.050293627,-0.181941387,-0.206408228,90.0,0.0021495099317058,Movie Task-c4,0
105.0,0.2305088307857143,0.3195555613571428,-0.3823713625714285,-0.2237779335,-0.6732723223571428,-0.265143157,0.229814749,0.104946843,0.081679823,-0.15318152,105.0,0.0018444783447252,Movie Task-c4,1
120.0,0.2601718550666667,-0.0880685932,-0.0960410969333333,-0.1337249387999999,-0.2794838791333333,0.100896631,0.133394334,-0.239750436,0.284219714,0.048211051,120.0,0.0022943556208676,Movie Task-c4,1
135.0,0.0208550079999999,-0.0274248140666666,-0.5427236848,0.1743760598666666,0.0699006159333333,0.051935575,-0.266047288,-0.157887612,-0.098687867,0.024504716,135.0,0.0045793270796909,Movie Task-c4,1
150.0,0.237457786,0.1571100495714286,-0.9796754812857144,-0.6033558231428572,-0.0673694985714285,0.109089869,0.28313127,-0.049179307,0.011767011,0.026296477,150.0,0.0005436956934626,Movie Task-c4,1
165.0,0.4894975696,-0.2221071580666666,0.0005098012666666,0.2414939008666666,-0.144638585,0.156561979,-0.557723923,-0.164990156,-0.109190557,0.109169557,165.0,9.782619120991228e-05,Movie Task-c4,1
180.0,0.1599170370666666,-0.1750140417333333,-0.196800522,0.2254757918666666,-0.3091696809333333,-0.324217839,0.353595335,-0.034218401,-0.004464778,-0.077869049,180.0,0.0002239952457336,Movie Task-c4,1
195.0,-0.0745918813333333,0.0296105965999999,-0.1591222103333333,-0.0916073068666666,-0.1999226912666666,0.13041944,-0.290589504,-0.474599779,0.304856468,0.165654098,195.0,0.0036563121986797,Movie Task-c4,0
210.0,0.5733136891428572,0.0891645807142857,-0.0277794931428571,0.3766803596428572,-0.4404123675,0.149483434,0.397329233,0.392289389,-0.117499859,0.111412446,210.0,0.0019921347106173,Movie Task-c4,1
225.0,0.1138403102666666,-0.0596314385999999,0.28407203,0.4041712873999999,-0.0981284984,-0.128314177,0.275238408,0.424747905,-0.487775674,-0.043436334,225.0,0.0019882948834576,Movie Task-c4,1
240.0,-0.1749876702,-0.0422682606,-0.4834387886666667,0.8369708544666667,-0.1502902558666666,-0.217216358,-0.296032288,-0.357268483,0.194302214,0.047595297,240.0,0.001935493505709,Movie Task-c4,1
255.0,0.0075999917999999,-0.2381238698666666,-0.5045896400000001,-0.0928240352,-0.3293877062,-0.178078675,-0.322124388,-0.456074288,0.218843118,0.043758273,255.0,0.0003988844880671,Movie Task-c4,1
270.0,0.4815883405,-0.26164843375,0.1209065964375,0.2636505065625,0.0027902036874999,-0.085217783,-0.24555266,0.11712992,0.036404665,0.055414471,270.0,0.0033656827768812,Movie Task-c4,1
285.0,-0.1772278596666666,-0.0381482324666666,-0.3595500068666667,0.1469225753333333,-0.3726082746,0.357895112,0.2161852889999999,0.195112969,-0.120565316,0.203503272,285.0,0.0078631468339391,Movie Task-c4,0
300.0,0.1068573653571428,-0.4558146537857143,0.2387622277142857,0.1590949708571428,-0.2072716995,0.268991619,0.2390966189999999,-0.022863705,0.188045675,-0.174369527,300.0,0.0029879334564295,Movie Task-c4,1
315.0,0.3730784244666666,0.4968445088,-0.0274677247999999,-0.4153256016,-0.3545708406,-0.068946056,-0.109453997,-0.198973056,-0.285981287,-0.0190289309999999,315.0,0.0018728215138965,Movie Task-c4,1
330.0,0.4697817178,-0.3883641579999999,-0.1343012882,0.2037064881333333,-0.1422087560666666,0.112535203,0.08127332,0.015891474,0.176131288,-0.147861549,330.0,0.0044437270018284,Movie Task-c4,0
345.0,0.3625961137142856,-0.1769862752857142,-0.1481723840714285,-0.4566186312857142,-0.4984276094285714,-0.160968444,-0.2931037069999999,0.194695779,-0.239484934,0.075112219,345.0,0.0042497969540371,Movie Task-c4,0
360.0,0.6086925416666666,-0.077543971,0.2308085178666666,-0.2284307068666667,-0.3350705664,0.23481278,-0.092377702,-0.181862262,-0.122613204,0.14875368,360.0,0.0003863783646414,Movie Task-c4,1
375.0,0.0837892321333333,-0.4212827777333333,-0.0766526745333333,0.5508377149333333,0.1803097308666666,0.080605441,0.26959256,0.119553747,0.212110513,-0.069454747,375.0,0.0003423968806954,Movie Task-c4,1
390.0,0.1116241194666666,0.0050075493333333,-0.3759606248666666,-0.0298769297999999,-0.0368008219999999,0.28795005,0.122893706,0.282223576,-0.13073388,-0.052788705,390.0,0.0009073828306871,Movie Task-c4,1
405.0,0.1501926719285714,-0.0038606465,0.0100143480714285,-0.0272633406428571,-0.5189021085,0.411115819,-0.313339583,-0.092670017,0.0739454,0.258157613,405.0,0.0003074453304226,Movie Task-c4,1
420.0,0.3932373531249999,-0.14700016225,0.326613450625,-0.1748648455624999,-0.6455039045625,-0.375770536,0.173441022,-0.191767199,-0.211069694,-0.350590816,420.0,0.0002368802818422,Movie Task-c4,1
435.0,0.2513601169333333,-0.2752400238,0.4932910218666667,0.1794340601333333,-0.5704844591999999,-0.494665217,-0.088189114,-0.093658148,0.110690567,-0.118053925,435.0,0.0003332035468557,Movie Task-c4,1
450.0,1.0082893522,0.2150034076,-0.0994280351333333,-0.0291342200666666,-0.2229180417333333,0.449492622,0.208394615,0.214258152,-0.152651079,0.176451353,450.0,0.00013507033372,Movie Task-c4,1
465.0,0.2233154157857143,-0.4629615742857143,-0.0587952662142857,0.0651776769285714,-0.3960284625714285,-0.14638704,0.140483191,0.062529203,0.060791067,-0.155291096,465.0,0.0013924257257667,Movie Task-c4,1
480.0,0.6229008789999999,-0.0969291013333333,-0.0047285227999999,-0.1348954387333333,0.0412063886,0.166762605,-0.294967281,-0.32047044,0.294085463,0.132932706,480.0,0.003946457873084,Movie Task-c4,0
495.0,0.5639834138666667,0.2176879585999999,0.1424542856666666,0.1032927496666666,-0.1243995771333333,-0.061612698,0.209265745,0.186763167,-0.025706973,-0.270825943,495.0,0.0012929660397812,Movie Task-c4,1
510.0,0.774461488,-0.1057413959999999,-0.0849342923333333,0.0599017757333333,-0.3134716598666667,-0.084352277,0.3759781,-0.0790960569999999,0.186701104,0.011927137,510.0,0.0008938366684242,Movie Task-c4,1
525.0,0.5430762851428571,0.0090169788571428,-0.4333851489999999,-0.0932995765,-0.4954203342857143,-0.014330715,0.057651173,0.503002269,-0.069945437,0.092600641,525.0,0.0005320432289204,Movie Task-c4,1
540.0,0.277321389875,-0.1838482658125,-0.2902249690625,0.1257025238125,-0.0878257790625,-0.066213601,-0.187571485,-0.030394315,0.154907843,-0.07313952,540.0,0.0001340352271984,Movie Task-c4,1
555.0,0.5408884138571428,-0.5602708476428572,0.0489723615,0.4730986229285714,-0.5363372384285714,0.069768811,0.553338458,-0.062980706,0.095636098,-0.108880243,555.0,0.0006017080394142,Movie Task-c4,1
570.0,0.7518754039333333,-0.2928894822,0.0844518235333333,0.6317347618000001,-0.5894314398,0.097831549,0.110792942,-0.268585679,0.158652804,0.148829805,570.0,1.2752763007894111e-05,Movie Task-c4,1
585.0,0.3106096116666667,-0.1362303476666666,0.1330328864666666,-0.1097295198666666,-0.3726732205333333,0.484318339,0.007208483,0.332650329,-0.128674367,0.075217033,585.0,1.2429038426645528e-05,Movie Task-c4,1
600.0,0.5214717984,-0.3073452200666666,-0.0472798106666666,0.2148278678,-0.3905062478,-0.142867643,-0.050454503,-0.437902799,0.131095569,-0.094670279,600.0,0.0005611966134369,Movie Task-c4,1
615.0,0.8468332561333334,0.0013937792,0.3540359749333334,-0.2093990579333332,-0.2067967851333333,-0.501501322,-0.352934018,-0.335487784,0.100930568,-0.286713667,615.0,0.0005876857111406,Movie Task-c4,1
630.0,0.3241721637333333,0.1069345579333333,-0.4412665155999999,0.414804457,-0.1006146734,0.274747905,0.135551722,0.403330021,0.093048207,0.055117094,630.0,0.0051411859025398,Movie Task-c4,0
645.0,0.1820388276,-0.2287524838666667,-0.2752596206,-0.0728893174666666,-0.6755233621333333,0.085096094,0.544862093,0.084805843,0.0193885589999999,0.062707142,645.0,0.0002009577228872,Movie Task-c4,1
660.0,0.8963134834,0.4492747488,0.016450368,-0.2730932334666666,-0.2241165837333333,0.133494834,-0.191899574,-0.3774160459999999,-0.028231676,0.039108807,,,Movie Task-c4,1
675.0,0.2025080111008403,-0.229026050420168,-0.0480445294621848,-0.0327413624285714,-0.451159723605042,-0.018105301,-0.3449834059999999,-0.156390602,0.0424862659999999,0.253323833,,,Movie Task-c4,1
75.0,-0.2477869480625,-0.237793512,0.5914755645,-0.29425843475,0.4772268455625,0.453610335,0.173742148,0.164864343,-0.242142576,0.273508522,75.0,0.0029453662873795,Movie Task-lms,0
90.0,-0.1383385515333333,-0.3516081530666667,-0.0268925311333333,-0.5324633002,0.5172312694,-0.144264152,-0.452384077,0.085742036,-0.164545966,0.210598504,90.0,0.0017283628777362,Movie Task-lms,1
105.0,-0.4928030117857143,-0.0578923110714285,0.1878322270714285,0.0387381569999999,-0.2935318932142858,-0.152853393,-0.051740948,0.233264395,-0.215585847,-0.060071625,105.0,0.0004402241348436,Movie Task-lms,1
120.0,-0.3529199091333333,0.306560087,0.2028141805333333,0.0666152862,-0.1906914914666666,-0.424195151,0.141315883,-0.188176739,0.105160032,-0.12446009,120.0,7.338613406991475e-05,Movie Task-lms,1
135.0,-0.1341942911999999,-0.0332795809333333,0.2257151481333333,-0.0667113120666666,-0.8883038834,0.450468565,0.125145595,-0.120247877,0.180049688,0.396789605,135.0,0.0004835000202526,Movie Task-lms,1
150.0,-0.1485517922666667,-0.1586951713333333,-0.1242307587333333,0.0569115578666666,-0.5506857493333333,-0.142734142,-0.141580635,0.220635816,0.105566535,-0.040567004,150.0,0.0008208394277091,Movie Task-lms,1
165.0,-0.5873139834285714,0.1991895985,0.398953787,0.1950677783571428,-0.6750328732857144,0.051033881,0.051398384,0.240889318,-0.1741216509999999,-0.130047438,165.0,0.0056469592392841,Movie Task-lms,0
180.0,-0.0572543178666666,0.0538308118666666,0.3071534476666666,0.2694354482,-0.9090138628,0.016597229,0.139622748,0.012992894,-0.214928468,-0.174280839,180.0,0.0014506168784765,Movie Task-lms,1
195.0,0.1447711859333333,0.2602104782666667,0.398445705,0.2470536131333333,-0.4804578719999999,0.375361596,-0.157894924,0.070711004,-0.114199089,0.420203439,195.0,0.0009162227991613,Movie Task-lms,1
210.0,-0.3322430336428571,0.2391553085,0.4769408019285714,0.4656110310714286,-0.56244823,0.241842012,0.249717811,-0.088903493,0.11672323,0.233834586,210.0,0.0035009246864548,Movie Task-lms,1
225.0,-0.0643122526666666,0.091612782,0.1675432144,-0.1360686695333333,-0.757623779,-0.43756961,-0.089794499,-0.090263627,0.279467122,-0.089488497,225.0,0.0004989338415604,Movie Task-lms,1
240.0,-0.2944290370666666,0.1727641724666666,-0.0682547289999999,-0.1993420825333333,-0.0021584016666666,0.312192639,0.113688898,-0.236528978,0.24280333,-0.171146945,240.0,0.0007070872905349,Movie Task-lms,1
255.0,-0.4343368149333333,0.4064468098,0.1685813760666666,0.1540177980666666,-0.1804592991999999,0.287758236,0.086951981,-0.214483716,-0.075524722,0.085579097,255.0,0.005488222370759,Movie Task-lms,0
270.0,-0.2244107051428571,-0.0946531789999999,0.2650854824285714,-0.6508277565714286,0.1576589545,-0.179951062,-0.263560647,0.424089588,-0.370125438,0.043019706,270.0,0.0013217999966474,Movie Task-lms,1
285.0,0.226607755875,-0.0057236688124999,0.193919632625,-0.016652624125,0.2756307819375,-0.039001181,-0.253483397,-0.064354715,0.19681173,0.361004819,285.0,0.0043264996131599,Movie Task-lms,0
300.0,-0.0772497543999999,-0.0379096208666666,0.1421933826,0.1349349217999999,-0.0968515218666666,-0.257339358,-0.291507884,-0.033784524,-0.007458047,-0.150886881,300.0,0.0006123015382406,Movie Task-lms,1
315.0,0.4487113129999999,-0.3483144338,0.0158896854666666,-0.1750189393333333,-0.1229755215333333,-0.191726136,0.165438284,-0.037224045,0.137331296,-0.077320796,315.0,0.0021655655044401,Movie Task-lms,1
330.0,0.0219680933333333,-0.2795490865333333,0.1974264422666666,0.1183086356666666,-0.0206295511333333,-0.014761967,-0.067436296,0.014285714,-0.133388896,0.120694504,330.0,0.0007931369147133,Movie Task-lms,1
345.0,0.1390800212307692,-0.203911349,-0.1940414437692308,-0.1914784611538461,0.017471384076923,-0.109417809,-0.114707967,-0.212525453,0.1075990469999999,0.04438584,345.0,0.0002477338240606,Movie Task-lms,1
360.0,-0.0718550729333333,-0.3229204020666666,0.0527352417333333,0.6883664421333333,-0.2612400327333333,0.143578835,0.00164551,0.032536141,-0.259300996,0.056076913,360.0,0.0003187992436788,Movie Task-lms,1
375.0,0.0801176666875,0.336049037125,-0.19474066975,0.173329734125,0.3464364835,0.005688598,0.17955881,0.071288883,0.069906624,0.015518534,375.0,0.0009139355580961,Movie Task-lms,1
390.0,0.136294487375,-0.1401115626875,-0.091605307625,-0.096485044125,0.1824524482499999,-0.325796786,-0.020302252,-0.219261245,0.31319127,-0.129499372,390.0,0.000303403759673,Movie Task-lms,1
405.0,-0.1726709249285714,-0.2464344097857142,-0.1228628202857142,0.3107822722857142,0.3400784427142857,-0.278384115,-0.175487972,-0.018561679,-0.281207883,-0.1528040799999999,405.0,7.760379646000545e-05,Movie Task-lms,1
420.0,-0.1149783456666666,-0.2292426758666667,0.109303144,-0.4993872014666666,0.1849831511333333,-0.231685261,-0.18442859,-0.017924175,0.196090788,0.014828905,420.0,0.0009616777980483,Movie Task-lms,1
435.0,-0.0169779479375,0.0573763945624999,0.1379676791875,-0.0199567859374999,0.7300587273125,0.033698461,-0.237955675,-0.240252002,0.148630491,0.218509366,435.0,0.0018245481662256,Movie Task-lms,1
450.0,0.085169242,-0.0629676133125,-0.128888008,-0.0982803246875,0.5898575551875,0.320147001,0.199084807,0.106407103,0.02478428,-0.154699342,450.0,0.0036797719727582,Movie Task-lms,0
465.0,-0.1064278849999999,-0.0216113502307692,0.2347802434615385,-0.0744175682307692,0.7157064269230768,0.088745992,0.019651248,0.045393659,0.218431928,-0.125465284,465.0,0.0006945863608052,Movie Task-lms,1
480.0,0.0835242121875,0.18024414475,-0.29385515575,-0.32717851725,0.81636748175,-0.210133501,0.097848049,0.021487259,-0.079323496,-0.108199989,480.0,0.0011085550729501,Movie Task-lms,1
495.0,0.0790484590714286,0.0807950792857142,-0.0559865345714285,0.1010608714285714,0.6194868026428572,-0.148969306,0.209046182,-0.004541466,0.050452628,-0.286476103,495.0,0.004043449987491,Movie Task-lms,0
510.0,0.0216620165999999,0.1265138547333333,0.2851907148666666,0.0002659770666666,0.6235315554666666,0.219335683,-0.303874149,-0.231067632,0.076394915,0.275406971,510.0,0.0005862799387365,Movie Task-lms,1
525.0,0.0045792670714285,0.0238646666428571,0.0424266497857142,-0.0584145105714285,0.6246618710714286,-0.146228226,0.195526222,0.074757655,-0.045253595,-0.121809011,525.0,0.0010585479469954,Movie Task-lms,1
540.0,0.2763095401333333,-0.3412596847333333,-0.4084541510666666,-0.4580844425333333,0.1361784016,-0.213091144,-0.415422534,0.0659976,-0.192824518,-0.008605179,540.0,0.0013301679779693,Movie Task-lms,1
555.0,0.3524751036153846,-0.1275580616153846,-0.4786026275384615,-0.1887279076153846,-0.0787744506923077,0.1039889,-0.056015975,-0.237528547,0.158805993,0.140464253,555.0,0.0005848717634723,Movie Task-lms,1
570.0,0.2293018297999999,-0.1620475428666666,0.1130200633333333,-0.1103271862666666,0.2728908926666667,-0.058617929,0.124536591,0.070962256,0.2119741999999999,0.074169839,570.0,0.0032795135849032,Movie Task-lms,1
585.0,-0.1577248617142857,-0.0147080125714285,-0.0922533753571428,0.357179881,0.200563906,-0.22523072,0.057254983,0.063890087,-0.247166482,-0.263023081,585.0,0.0036448088715917,Movie Task-lms,0
600.0,0.0966063141875,0.0285110032499999,-0.2143781743749999,0.1988617811875,0.1357773454375,-0.160936381,-0.595920537,-0.052739392,0.044630904,0.128695179,600.0,0.0007508627846767,Movie Task-lms,1
