Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5,Video,VisualChange
60.0,0.40104068910496865,0.7058865959995568,0.17364839166916335,-0.192013692647415,-0.16860788925904777,back to the future_6m,0.5669605463836236
70.0,-0.7158272366089371,0.5605007737733713,0.5110321663545626,-0.1397261948971951,-0.46357898060646036,back to the future_6m,0.3916836952188037
80.0,-1.4172307763329481,-0.029343354837561023,1.0651013546249584,0.2694268802759619,1.5114307722767124,back to the future_6m,1.1766064391166922
90.0,0.7962923032631235,-1.2564326646793018,0.010335897310087064,-0.23512568342232834,0.06025937895002269,back to the future_6m,-0.7387176597804027
100.0,1.03698831942538,-1.2761021139738162,-0.6898867477389709,0.4490388807468254,0.7389080322280561,back to the future_6m,-0.777267273441583
110.0,0.9596336542700782,0.22593484845994227,-0.08622858496638386,0.311303389541454,1.274847001974446,back to the future_6m,-0.5569118586540103
120.0,-0.21992380758586572,-1.075451853749038,1.693808054335011,0.529008120284068,0.19675269535316386,back to the future_6m,-0.7263783851098532
130.0,-0.8551942712328985,0.5676874508753479,0.35949237695951153,-1.8509501914091062,-0.4608619271924168,back to the future_6m,-0.2016363093313224
140.0,0.9359015049545585,0.2767600242063977,0.7419785635248048,1.1090719251037622,1.3849602395654568,back to the future_6m,-0.5712441206917562
150.0,-0.2431701502603789,0.23811880453175485,-0.8023281794430411,-1.3173325399569975,0.8781214820990192,back to the future_6m,-0.6799686081302955
160.0,1.2587287703997332,-0.45243505060451167,-0.48589676892868017,-1.3262269620122051,-0.27527643475039365,back to the future_6m,-0.7594587815152872
170.0,-0.1661804792799462,1.0326429544130238,1.5429020651758245,-0.43563703044835617,-1.7849251706784204,back to the future_6m,-0.5842138692505818
180.0,1.1727497527317274,1.22603381441539,-1.8612393841532633,0.6970397127738878,-1.2847415490609133,back to the future_6m,-0.6408920026172125
190.0,-1.3763640308923233,1.466278116342405,-1.0540691227006909,-1.9707311369662237,-0.8778920429074644,back to the future_6m,-0.6858651678695841
200.0,-0.9933421553422895,-0.054775453676136295,-1.217619857656568,1.2440176570021881,-0.7614913378569487,back to the future_6m,-0.7272611763090404
210.0,-0.0284331081509531,-0.6598958174764419,1.6555815869919472,1.327045024439078,-1.2283022747876269,back to the future_6m,0.6225712817084014
220.0,0.24497125558415672,-1.0728041463070896,-0.16534107856021274,-0.6466510901414899,0.028162880756820666,back to the future_6m,-0.7211340177109185
230.0,1.135422529804038,-1.955071433560861,-0.36320934042062847,0.4891565136831422,1.9738755555788663,back to the future_6m,0.025165653055524526
240.0,0.5488088874070762,0.3132504389592891,-0.09646960472540654,-1.2379553584340293,-0.33302002112802365,back to the future_6m,-0.5449322159987586
250.0,-1.5294623879641174,0.055958298198646686,0.6790198298372282,1.9452357715424842,0.9579141762667519,back to the future_6m,0.20150862470619443
260.0,2.0078535325323386,-0.5023236469890426,-1.1741010916164272,0.9783339745816731,-1.303213729209357,back to the future_6m,1.183584450013885
270.0,-1.259112698479197,0.27995854974660866,1.9990707256625666,-0.37521969094385055,1.2237840933764037,back to the future_6m,1.03067760448983
280.0,-1.6479862683574285,-0.64046893018561,-1.2067987191908383,1.0639203309010083,-0.21452945622525638,back to the future_6m,1.9008439952394824
290.0,-0.18291806947642406,-1.5372170477916587,-0.7317426721626221,1.0215372399844207,-0.5292468868359931,back to the future_6m,-0.7911236458676093
300.0,-0.6850973436029846,2.6995572451729064,-1.1248088566570271,-0.5455550638687917,-1.5738570406472547,back to the future_6m,3.399900743597684
310.0,-0.27499518962859004,0.19236278556882222,0.20357794722080827,-0.5741568864299181,0.2604607853499161,back to the future_6m,-0.1011150089983993
