term,estimate,se,t,p
Intercept,0.008855760756245128,0.1971375020455999,0.04492174580865238,0.9641696836902867
ΔPCA5,-0.4284294836916804,0.27141082392105054,-1.5785276265043293,0.11444444653212191
Group Var,0.05132819153689083,,,
