term,estimate,se,t,p
Intercept,0.0964960779915825,0.22127916375502363,0.43608298383851685,0.6627765225824982
ΔPCA1,-0.08925418319471776,0.33304482454264817,-0.26799450589657275,0.7887035477640065
Group Var,0.025376909406191712,,,
