VideoName,Run_time,BoundaryDensity,GradSpeed,Speed_z
12 years_6m.mp4,290.0,0.0006996342588101,0.8534049449118515,1.248370233770443
12 years_6m.mp4,300.0,0.0041936914592754,0.3651027252705737,-1.1584827745182193
12 years_6m.mp4,310.0,0.0010018313546338,0.8650433515148244,1.305736210858629
12 years_6m.mp4,320.0,0.0016882326513779,0.2771281292110203,-1.592111606544558
Movie Task-c4,75.0,0.0017392836074094,,
Movie Task-c4,90.0,0.0021495099317058,0.9990000198062106,1.090414337106767
Movie Task-c4,105.0,0.0018444783447252,0.34566665963084997,-1.481059973402469
Movie Task-c4,120.0,0.0022943556208676,0.586241939883307,-0.5341725333569975
Movie Task-c4,135.0,0.0045793270796909,0.5619897883861279,-0.6296273017050199
Movie Task-c4,150.0,0.0005436956934626,0.5734846885027068,-0.5843841805765986
Movie Task-c4,165.0,9.782619120991228e-05,0.8626713686069457,0.5538343218888258
Movie Task-c4,180.0,0.0002239952457336,1.0605207231474283,1.3325555131886666
Movie Task-c4,195.0,0.0036563121986797,0.9851842856516413,1.0360365758827508
Movie Task-c4,210.0,0.0019921347106173,1.185925578587147,1.8261402339961357
Movie Task-c4,225.0,0.0019882948834576,0.5041959552880336,-0.857099777743467
Movie Task-c4,240.0,0.001935493505709,1.1913523576744658,1.8474996560959096
Movie Task-c4,255.0,0.0003988844880671,0.11221462354359303,-2.3999108237146682
Movie Task-c4,270.0,0.0033656827768812,0.6135707741945482,-0.4266081571116798
Movie Task-c4,285.0,0.0078631468339391,0.6798545396701429,-0.1657199023338109
Movie Task-c4,300.0,0.0029879334564295,0.5421910977765761,-0.7075535601629036
Movie Task-c4,315.0,0.0018728215138965,0.7180084742373247,-0.015548690262190428
Movie Task-c4,330.0,0.0044437270018284,0.5878987995431093,-0.5276512498729318
Movie Task-c4,345.0,0.0042497969540371,0.685118623276191,-0.14500083824424367
Movie Task-c4,360.0,0.0003863783646414,0.5981736626159357,-0.48721010903071094
Movie Task-c4,375.0,0.0003423968806954,0.6366387270590818,-0.33581431157582
Movie Task-c4,390.0,0.0009073828306871,0.4569396554039162,-1.043097261675884
Movie Task-c4,405.0,0.0003074453304226,0.6961290939880648,-0.1016643972968562
Movie Task-c4,420.0,0.0002368802818422,1.147943377605137,1.676644953278155
Movie Task-c4,435.0,0.0003332035468557,0.4998146960187594,-0.8743441071247116
Movie Task-c4,450.0,0.00013507033372,1.1091846385278838,1.5240932730484242
Movie Task-c4,465.0,0.0013924257257667,0.7337007627208721,0.046215057264357436
Movie Task-c4,480.0,0.003946457873084,0.7562193964129169,0.13484682104160944
Movie Task-c4,495.0,0.0012929660397812,0.9104836101571563,0.7420199532504761
Movie Task-c4,510.0,0.0008938366684242,0.4733473567824687,-0.9785176991411773
Movie Task-c4,525.0,0.0005320432289204,0.7193394011070768,-0.010310255393633559
Movie Task-c4,540.0,0.0001340352271984,0.6522014260749568,-0.27456061911050866
Movie Task-c4,555.0,0.0006017080394142,0.7571599381398316,0.13854872735184898
Movie Task-c4,570.0,1.2752763007894111e-05,0.5561411960944328,-0.6526469510103907
Movie Task-c4,585.0,1.2429038426645528e-05,0.7807446827888039,0.231376629126946
Movie Task-c4,600.0,0.0005611966134369,1.042488137807982,1.2615805212794744
Movie Task-c4,615.0,0.0005876857111406,0.5180650520591107,-0.8025119850013075
Movie Task-c4,630.0,0.0051411859025398,1.2263536726276139,1.9852623783483059
Movie Task-c4,645.0,0.0002009577228872,0.5571748323160688,-0.6485786312943497
Movie Task-c4,660.0,,0.8727163541845439,0.5933706810229993
Movie Task-c4,675.0,,0.38230696061164715,-1.3368463170293168
Movie Task-lms,75.0,0.0029453662873795,,
Movie Task-lms,90.0,0.0017283628777362,0.8750583955094189,1.207557266488326
Movie Task-lms,105.0,0.0004402241348436,0.5081524638001497,-0.3825642891787626
Movie Task-lms,120.0,7.338613406991475e-05,0.6289147099393033,0.14080323939202627
Movie Task-lms,135.0,0.0004835000202526,1.0233387169979145,1.8501844771787601
Movie Task-lms,150.0,0.0008208394277091,0.8579408890082458,1.133372267788565
Movie Task-lms,165.0,0.0056469592392841,0.4017827551197211,-0.8435564728014648
Movie Task-lms,180.0,0.0014506168784765,0.25402360432420384,-1.4839249989587107
Movie Task-lms,195.0,0.0009162227991613,0.7642761156716134,0.72744158578676
Movie Task-lms,210.0,0.0035009246864548,0.5454455751760662,-0.22094089977080053
Movie Task-lms,225.0,0.0004989338415604,0.8413643688073779,1.0615318318311617
Movie Task-lms,240.0,0.0007070872905349,0.795584572221545,0.8631282763855946
Movie Task-lms,255.0,0.005488222370759,0.41114341255622766,-0.8029886272622468
Movie Task-lms,270.0,0.0013217999966474,0.9154167564746666,1.3824650403236225
Movie Task-lms,285.0,0.0043264996131599,0.8252748279234714,0.9918018995264444
Movie Task-lms,300.0,0.0006123015382406,0.594820319129729,-0.006957320109095559
Movie Task-lms,315.0,0.0021655655044401,0.48937986101229564,-0.46392225526527453
Movie Task-lms,330.0,0.0007931369147133,0.44799511580248497,-0.6432782420364411
Movie Task-lms,345.0,0.0002477338240606,0.3557187732642167,-1.0431916494448759
Movie Task-lms,360.0,0.0003187992436788,0.5218744495377852,-0.3230950262908022
Movie Task-lms,375.0,0.0009139355580961,0.40272977784427216,-0.8394522021482216
Movie Task-lms,390.0,0.000303403759673,0.5607708915681893,-0.15452301486769457
Movie Task-lms,405.0,7.760379646000545e-05,0.6484322226400718,0.22538954606174244
Movie Task-lms,420.0,0.0009616777980483,0.5081101878774541,-0.38274750741034247
Movie Task-lms,435.0,0.0018245481662256,0.4079969869670769,-0.8166248176865967
Movie Task-lms,450.0,0.0036797719727582,0.7401704585839742,0.6229708709907208
Movie Task-lms,465.0,0.0006945863608052,0.35751854655869947,-1.035391671130165
Movie Task-lms,480.0,0.0011085550729501,0.4300832360327329,-0.7209059489304489
Movie Task-lms,495.0,0.004043449987491,0.2557494735893189,-1.4764453108873352
Movie Task-lms,510.0,0.0005862799387365,0.8754630351194613,1.2093109207920538
Movie Task-lms,525.0,0.0010585479469954,0.8056957891340718,0.9069489469638357
Movie Task-lms,540.0,0.0013301679779693,0.6421822605145532,0.19830304066895152
Movie Task-lms,555.0,0.0005848717634723,0.6838908265877324,0.37906242403449375
Movie Task-lms,570.0,0.0032795135849032,0.40178177288847067,-0.843560729661191
Movie Task-lms,585.0,0.0036448088715917,0.5973657871353124,0.004074399999878766
Movie Task-lms,600.0,0.0007508627846767,0.826415976987612,0.9967474879410716
Movie Task-lms,615.0,0.0014316328741424,0.4885447263672536,-0.4675416178489734
Movie Task-lms,630.0,0.0010718101408878,0.28107183908469885,-1.3667015435213987
Movie Task-lms,645.0,0.001938995739466,0.39819855314776065,-0.8590899278996911
Movie Task-lms,660.0,0.0027080532873865,0.24401207659725138,-1.5273136298528012
Movie Task-lms,675.0,,1.2433361640751113,2.8036241808093205
Movie Task-summer,75.0,0.002476511999309,,
Movie Task-summer,90.0,0.0009731041400832,0.5513988888741153,-0.7056610777494499
Movie Task-summer,105.0,0.0001340236042467,0.6230144273535599,-0.44198808602899775
Movie Task-summer,120.0,0.0001776793608279,0.5912516448749223,-0.5589318116411727
Movie Task-summer,135.0,0.0004757647544574,0.37249596882708036,-1.3643431062294278
Movie Task-summer,150.0,0.0010845203799767,0.6259132642624637,-0.4313151927364378
Movie Task-summer,165.0,0.0007890424075143,0.9330679467733437,0.6995622087067543
Movie Task-summer,180.0,0.0009492282806752,1.0242527035279831,1.0352848482802648
Movie Task-summer,195.0,0.0010505440421273,0.8018191330927724,0.216332338518047
Movie Task-summer,210.0,0.0016457588330732,0.8708085346613305,0.4703364596181974
Movie Task-summer,225.0,0.0051316649415737,0.6061289668221048,-0.5041567157626733
Movie Task-summer,240.0,0.0015393464218601,0.38480476170636796,-1.3190247812980207
Movie Task-summer,255.0,0.0002526445932561,0.6337848513937935,-0.4023337039063057
Movie Task-summer,270.0,0.0010441626587781,0.4091748913297977,-1.2292992116401278
Movie Task-summer,285.0,0.0018313714296316,0.4034800634544468,-1.2502663416109199
Movie Task-summer,300.0,0.0016830494194204,0.5331597675199619,-0.7728135951487619
Movie Task-summer,315.0,0.0007464398782932,0.6906158610701518,-0.19309416368892185
Movie Task-summer,330.0,0.0002217978174651,0.4756771127928153,-0.9844523521245376
Movie Task-summer,345.0,0.0027595657888777,1.2079292300527977,1.7115422679116137
Movie Task-summer,360.0,0.0022295639648647,0.4796348428294909,-0.9698808423467864
Movie Task-summer,375.0,0.0009596646961019,0.6262945643561414,-0.4299113278967965
Movie Task-summer,390.0,0.0016192883992505,0.8577663837696577,0.4223180683990357
Movie Task-summer,405.0,0.0011053411077705,0.7578736324231397,0.05453446782911811
Movie Task-summer,420.0,0.0022609480785988,0.36038079283985985,-1.4089485754557338
Movie Task-summer,435.0,0.0017860849615473,0.48016769913005597,-0.9679189801879561
Movie Task-summer,450.0,0.0015287609104721,0.8165914761194569,0.2707209246163647
Movie Task-summer,465.0,0.0010575438200202,1.3819899794041866,2.352396466553957
Movie Task-summer,480.0,0.0008373944276136,1.2289711067407976,1.7890139269333527
Movie Task-summer,495.0,0.0004951014029011,0.713507648903258,-0.10881153017193151
Movie Task-summer,510.0,0.0012707922448851,0.6643383831273636,-0.2898421791497265
Movie Task-summer,525.0,0.0001353075479742,0.7225585964291175,-0.07548789032060008
Movie Task-summer,540.0,0.0011808070230999,0.9347556501260961,0.7057759690387329
Movie Task-summer,555.0,0.0007297652469582,0.39153592896005573,-1.2942420728909616
Movie Task-summer,570.0,0.003063681100408,0.6710834423577744,-0.26500832347573006
Movie Task-summer,585.0,0.0008752496201988,1.1058893307629414,1.3358533309593006
Movie Task-summer,600.0,0.0024896692727145,0.5070887116097091,-0.8688016091345895
Movie Task-summer,615.0,0.0015498341112817,1.0015364648548615,0.9516485489693689
Movie Task-summer,630.0,0.0029271182340754,1.1928335032058546,1.655963052221283
Movie Task-summer,645.0,0.0015556436498275,0.8839750150591554,0.5188126053071619
Movie Task-summer,660.0,,1.1258011453568395,1.4091643446866218
Movie Task-summer,675.0,,1.079114356737356,1.2372736420473778
back to the future_6m.mp4,60.0,0.0055009162118898,,
back to the future_6m.mp4,70.0,0.0032196925403684,0.3281062954111411,-1.6705421544094896
back to the future_6m.mp4,80.0,0.0028924268934415,0.5532369504071385,-0.476717683908618
back to the future_6m.mp4,90.0,0.0045867166692597,0.7365659826452595,0.4954408381860441
back to the future_6m.mp4,100.0,0.0008565567004963,0.8673562365665125,1.1889963454846413
back to the future_6m.mp4,110.0,0.0018400708182567,0.4689555813976859,-0.9236455389028089
back to the future_6m.mp4,120.0,0.0057761543852199,0.9254346165947118,1.4969748004220471
back to the future_6m.mp4,130.0,0.0015548681176099,0.7914880512296006,0.7866819819018092
back to the future_6m.mp4,140.0,0.0003827628832097,0.8488505248992737,1.09086412340775
back to the future_6m.mp4,150.0,0.0025873482459734,0.5181827466115183,-0.6626033700932913
back to the future_6m.mp4,160.0,0.001990840550166,0.4454244046341378,-1.048426833749149
back to the future_6m.mp4,170.0,0.0006707081741854,0.4555841255808415,-0.9945517918102766
back to the future_6m.mp4,180.0,0.0051550256455696,0.6080942582484817,-0.1858199539306225
back to the future_6m.mp4,190.0,0.003790067319117,0.473863443634811,-0.8976200914281802
back to the future_6m.mp4,200.0,0.0036597481427193,0.3251298005422725,-1.6863259329928144
back to the future_6m.mp4,210.0,0.0010561190908055,0.9659370126642123,1.7117512001200252
back to the future_6m.mp4,220.0,0.0014589627241693,0.6715431415264805,0.1506372445996054
back to the future_6m.mp4,230.0,0.0031261499880798,0.462344203188732,-0.9587044032308397
back to the future_6m.mp4,240.0,0.0012765299841972,0.43389154134965763,-1.1095833848381078
back to the future_6m.mp4,250.0,0.0035042564715663,0.725525712423224,0.43689641316208416
back to the future_6m.mp4,260.0,0.0044159043571364,0.7121762204967511,0.3661066305318136
back to the future_6m.mp4,270.0,0.0022488246149653,0.632171009133094,-0.05814558467728982
back to the future_6m.mp4,280.0,0.004790365695557,0.8965758883646313,1.343942527010783
back to the future_6m.mp4,290.0,0.0014319846688577,0.6360386501949931,-0.0376362295968314
back to the future_6m.mp4,300.0,0.0035528509840389,0.5273316757344105,-0.6140883623704159
back to the future_6m.mp4,310.0,0.0037015246406566,0.8849329967061762,1.2822025166621198
back to the future_6m.mp4,320.0,0.0007803678421128,0.8267966535539251,0.9739166944500043
pulp_fiction_6m.mp4,60.0,0.001761860154635,,
pulp_fiction_6m.mp4,70.0,0.0005996844452625,0.5269305038765013,-0.3852647117570115
pulp_fiction_6m.mp4,80.0,0.0016423313702626,0.3376041219514871,-1.1775593295544702
pulp_fiction_6m.mp4,90.0,0.0066403087997513,0.6186277828417582,-0.0015291760532768928
pulp_fiction_6m.mp4,100.0,0.0054539858234438,0.42388918605112186,-0.8164728756363591
pulp_fiction_6m.mp4,110.0,0.0019703247988561,0.8756586504465005,1.0740957365471502
pulp_fiction_6m.mp4,120.0,0.0104115704659683,0.8036841002991085,0.7728960404437426
pulp_fiction_6m.mp4,130.0,0.003771803105241,0.5632860901075365,-0.23312355211065539
pulp_fiction_6m.mp4,140.0,0.001039487129233,0.44112079778086416,-0.7443618835462146
pulp_fiction_6m.mp4,150.0,0.0009172649996849,0.5477662744024118,-0.29807100595915775
pulp_fiction_6m.mp4,160.0,0.0017363171936949,0.7056615706805481,0.36269054319594246
pulp_fiction_6m.mp4,170.0,0.0005937819777737,1.1564582376138168,2.249188184468794
pulp_fiction_6m.mp4,180.0,0.0030858932137943,0.2631735340030823,-1.489037073075592
pulp_fiction_6m.mp4,190.0,0.0056802666507285,0.8283942843225696,0.8763034240714878
pulp_fiction_6m.mp4,200.0,0.003090648711769,1.0183821129518171,1.6713660695383894
pulp_fiction_6m.mp4,210.0,0.0007348552024063,0.31426978777275455,-1.2752090453083973
pulp_fiction_6m.mp4,220.0,0.0014648292620916,0.566668187757016,-0.21897012173659716
pulp_fiction_6m.mp4,230.0,0.0025199471390771,0.8672728686236935,1.0390028470265273
pulp_fiction_6m.mp4,240.0,0.0019537432836666,0.7104391059692953,0.3826836126093271
pulp_fiction_6m.mp4,250.0,0.0071302618999107,0.10708724947997457,-2.142228254791836
pulp_fiction_6m.mp4,260.0,0.0020023769188529,0.7153779816848049,0.40335186078257274
pulp_fiction_6m.mp4,270.0,0.0010835798417556,0.4524008249838579,-0.6971571318857694
pulp_fiction_6m.mp4,280.0,0.0035505886975296,0.690769134789321,0.30036855361085535
pulp_fiction_6m.mp4,290.0,0.0011001061436956,0.3460287874875942,-1.142303719147015
pulp_fiction_6m.mp4,300.0,0.0070503440131652,0.7051031065834406,0.36035347799735484
pulp_fiction_6m.mp4,310.0,0.0028086964840242,0.7058543015931191,0.3634970851219043
pulp_fiction_6m.mp4,320.0,0.0029841102224422,0.8019144624247734,0.7654904451483041
shawshank clip_6m.mp4,60.0,0.0056027561233697,,
shawshank clip_6m.mp4,70.0,0.005727565467779,0.8300641022310561,0.19608733621170085
shawshank clip_6m.mp4,80.0,0.0020798070819555,0.7844169598628493,0.041024215203387185
shawshank clip_6m.mp4,90.0,9.958716166728911e-05,0.7149999245335193,-0.19478511679123547
shawshank clip_6m.mp4,100.0,0.0009214498592582,0.34215365545809123,-1.4613420826750259
shawshank clip_6m.mp4,110.0,0.0026107025814311,0.5530396351657669,-0.7449634334576745
shawshank clip_6m.mp4,120.0,0.0053898450277912,0.5971920060533624,-0.5949780439118946
shawshank clip_6m.mp4,130.0,3.588262496616354e-05,0.7672220347710806,-0.017386861852137142
shawshank clip_6m.mp4,140.0,0.0006040544368723,0.4570274787809608,-1.071116262558665
shawshank clip_6m.mp4,150.0,0.0002059693795548,0.6240365024075922,-0.5037874201263756
shawshank clip_6m.mp4,160.0,0.0010867546330411,1.0160899072783514,0.8280160928036746
shawshank clip_6m.mp4,170.0,0.0010509017375116,1.1482471570785049,1.2769536287524816
shawshank clip_6m.mp4,180.0,0.00647696153264,1.0111429462722235,0.8112112902833114
shawshank clip_6m.mp4,190.0,0.0034978551762522,1.082963415758864,1.0551850764416655
shawshank clip_6m.mp4,200.0,0.009037937257451,1.1833182506178297,1.3960899632357098
shawshank clip_6m.mp4,210.0,0.0025102508531266,0.6390309204345168,-0.45285145488668366
shawshank clip_6m.mp4,220.0,0.0011213253466958,0.4061749541481707,-1.243862041847682
shawshank clip_6m.mp4,230.0,0.001466220019518,1.053998184421067,0.9567903262131194
shawshank clip_6m.mp4,240.0,0.0043195325943091,0.4301404159160948,-1.1624514845741551
shawshank clip_6m.mp4,250.0,0.0010821788747789,0.3679622028517787,-1.3736705724789458
shawshank clip_6m.mp4,260.0,0.0017334375669161,1.187681268875591,1.4109111150749083
shawshank clip_6m.mp4,270.0,0.0004380685226303,0.20434601169542493,-1.9294739794818747
shawshank clip_6m.mp4,280.0,0.0021930160866,0.9348598913366347,0.552078123020694
shawshank clip_6m.mp4,290.0,0.0063486110076635,0.677653025196108,-0.32165235252154567
shawshank clip_6m.mp4,300.0,0.0068316337901613,0.8042095575224811,0.10825957336026457
shawshank clip_6m.mp4,310.0,0.0012486289339932,0.9959485591819133,0.7595960311061467
shawshank clip_6m.mp4,320.0,0.0019601131769683,1.2669299015318645,1.6801183354568376
the_prestige_6m.mp4,60.0,0.0017315979435456,,
the_prestige_6m.mp4,70.0,0.0010806001233105,0.5813876226585517,-0.5002309550267787
the_prestige_6m.mp4,80.0,0.0023912340611471,0.3390798878957012,-1.5548941487822288
the_prestige_6m.mp4,90.0,0.002662929779433,0.6452614877640597,-0.22221500710166947
the_prestige_6m.mp4,100.0,0.0020440240045328,0.7617833018077785,0.2849552186519671
the_prestige_6m.mp4,110.0,0.0036128628905635,0.5050146778140346,-0.8326501161611116
the_prestige_6m.mp4,120.0,0.0030179962300907,0.9421696575526959,1.0701008114909172
the_prestige_6m.mp4,130.0,0.0083297806824151,0.3154366947563895,-1.6578029792051956
the_prestige_6m.mp4,140.0,0.0097627861146008,0.7556716661450308,0.2583538507944707
the_prestige_6m.mp4,150.0,0.0016944133449541,0.7147324829256414,0.08016288315508177
the_prestige_6m.mp4,160.0,0.0085242098756004,0.8256054572263988,0.5627460961575353
the_prestige_6m.mp4,170.0,0.0007883134145632,1.0007727894298444,1.3251754845718902
the_prestige_6m.mp4,180.0,0.0023161518426777,0.4509844139473716,-1.0678210268414299
the_prestige_6m.mp4,190.0,0.0025913722039025,1.0957411146333629,1.7385324798109256
the_prestige_6m.mp4,200.0,0.0007154694088376,0.6851314878019109,-0.04867774211875684
the_prestige_6m.mp4,210.0,0.0021025480184427,0.8492011349349193,0.6654481119856652
the_prestige_6m.mp4,220.0,0.0002317950021314,0.38739611874055996,-1.3445940096515614
the_prestige_6m.mp4,230.0,0.0002273520120123,0.8285719679689606,0.575658064061169
the_prestige_6m.mp4,240.0,0.0073979324371975,1.2209090853652382,2.283335772603738
the_prestige_6m.mp4,250.0,0.0007515437036515,0.7201067050735289,0.10355460154157761
the_prestige_6m.mp4,260.0,0.0045774771293134,0.5423176005037426,-0.6702862542776084
the_prestige_6m.mp4,270.0,0.0011061565028385,0.6430524549490791,-0.23182999362299594
the_prestige_6m.mp4,280.0,0.0027993856091827,0.47217414425836335,-0.9755910835155203
the_prestige_6m.mp4,290.0,0.0032107606540533,0.7046944576719874,0.03647160031849381
the_prestige_6m.mp4,300.0,0.0011380880472304,0.4544712675255333,-1.0526442264206723
the_prestige_6m.mp4,310.0,0.0013636786167667,1.0123877061099946,1.375730309547163
the_prestige_6m.mp4,320.0,0.0047147788724718,0.6501384291050611,-0.20098774196507516
