video,component,coef,pval,r2
Movie Task-lms,Mean_PCA_1,-23.017456216156972,0.3598128768737662,0.022110588264928288
Movie Task-lms,Mean_PCA_2,24.5078878672007,0.32259950924107117,0.025749687350972272
Movie Task-lms,Mean_PCA_3,36.52171003207903,0.15366926222406407,0.05282406796410899
Movie Task-lms,Mean_PCA_4,18.3237732818793,0.5427363239310472,0.009830159820573225
Movie Task-lms,Mean_PCA_5,18.810247367574842,0.708055961876825,0.0037320436604281193
