video,component,coef,pval,r2
Movie Task-summer,Mean_PCA_1,-49.73851482660929,0.15765618644001272,0.05322315369643493
Movie Task-summer,Mean_PCA_2,25.409446955172488,0.5329890120659441,0.010591413726781074
Movie Task-summer,Mean_PCA_3,-18.090810305407445,0.6545713108652775,0.005468970820930785
Movie Task-summer,Mean_PCA_4,10.85899493554389,0.7695455037783799,0.0023485479376601504
Movie Task-summer,Mean_PCA_5,-61.34831515731112,0.5192097226194918,0.011316806172207983
