Gradient,Intercept,Beta_BoundaryDensity,p_value
Mean_gradient_1_z,0.44820355336534545,33.83672112062107,0.2891346217533546
Mean_gradient_2_z,-0.8865815607425223,25.518538579940515,0.4204447089769223
Mean_gradient_3_z,0.24802160707861406,59.01721454601662,0.06281503976202223
Mean_gradient_4_z,0.5905820077658185,-12.023559162471548,0.7071180889031656
Mean_gradient_5_z,-0.34692820061170065,35.98570470199712,0.2318808365179278
