participant_id,VideoName,CueWord,Response,RT (s)
020,500Days.mp4,ROMANCE,love,3.502732199965976
020,500Days.mp4,LOVE,movies,1.3180015999823809
020,500Days.mp4,MOVIES,books,1.535211399954278
020,500Days.mp4,BOOKS,dream,1.5681250999914482
020,500Days.mp4,DREAM,wedding,1.0007007999811321
020,500Days.mp4,WEDDING,husband,1.835473099956289
020,500Days.mp4,HUSBAND,wife,0.4504822000162676
020,500Days.mp4,WIFE,boyfriend,5.4549109999788925
020,500Days.mp4,BOYFRIEND,girlfriend,2.2026785000343807
020,500Days.mp4,GIRLFRIEND,heart,1.934931299998425
020,500Days.mp4,HEART,flower,1.6687367999693379
020,500Days.mp4,FLOWER,dates,2.8858391000539996
020,500Days.mp4,DATES,love,1.0344384999480098
020,500Days.mp4,LOVE,amusement,5.02170159999514
020,500Days.mp4,AMUSEMENT,books,30.324202899995726
020,500Days.mp4,BOOKS,shakespeare,2.93623310001567
020,500Days.mp4,SHAKESPEARE,romeo,1.6184399000485428
020,500Days.mp4,ROMEO,juliet,2.5189948999905027
020,500Days.mp4,JULIET,disney,5.12155929999426
020,500Days.mp4,DISNEY,princess,3.186146899999585
020,500Days.mp4,PRINCESS,prince,0.851420400023926
020,500Days.mp4,PRINCE,celebrity,2.852637899981346
020,500Days.mp4,CELEBRITY,magazine,2.035438199993223
020,500Days.mp4,MAGAZINE,tv,0.7006595000275411
020,500Days.mp4,TV,marriage,11.626266200037207
020,500Days.mp4,MARRIAGE,vows,2.852745899988804
020,500Days.mp4,VOWS,date,3.570358600001782
020,500Days.mp4,DATE,family,2.4689332999987528
020,500Days.mp4,FAMILY,girlfrend,7.789781800005585
020,500Days.mp4,GIRLFREND,friends,5.272186999965925
020,500Days.mp4,FRIENDS,trust,1.5854224999784492
020,500Days.mp4,TRUST,loyalty,4.871119599964004
020,500Days.mp4,LOYALTY,honesty,3.136168800003361
020,500Days.mp4,HONESTY,respect,2.568927300046198
020,500Days.mp4,RESPECT,beautiful,2.819383700028993
020,500Days.mp4,BEAUTIFUL,chocolate,6.972064999979921
020,500Days.mp4,CHOCOLATE,valentine,6.221997799992096
020,500Days.mp4,VALENTINE,gift,5.771928900037892
020,500Days.mp4,GIFT,comfortable,6.572247200005222
020,500Days.mp4,COMFORTABLE,red,5.0542818999965675
020,500Days.mp4,RED,fun,6.606033299991395
020,500Days.mp4,FUN,good,3.619901600002777
020,500Days.mp4,GOOD,jealous,16.613878999953158
020,500Days.mp4,JEALOUS,people,1.4511826999951154
020,500Days.mp4,PEOPLE,women,57.67990519996965
020,500Days.mp4,WOMEN,authors,1.718491899955552
020,500Days.mp4,AUTHORS,producers,5.704928999999538
020,500Days.mp4,PRODUCERS,directors,1.718368300003931
