participant_id,VideoName,CueWord,Response,RT (s)
015,pulpFiction.mp4,ROBBERY,stealing,5.021622000000207
015,pulpFiction.mp4,STEALING,theft,1.9689992999774404
015,pulpFiction.mp4,THEFT,buglary,2.4694607999990694
015,pulpFiction.mp4,BUGLARY,rob,2.2029558000213
015,pulpFiction.mp4,ROB,crime,4.004053800017573
015,pulpFiction.mp4,CRIME,carjacking,3.0858337999961805
015,pulpFiction.mp4,CARJACKING,mugging,3.8535443999862764
015,pulpFiction.mp4,MUGGING,thievery,5.655345300008776
015,pulpFiction.mp4,THIEVERY,stealing,3.704385099990759
015,pulpFiction.mp4,STEALING,shoplifting,3.1528354000183754
015,pulpFiction.mp4,SHOPLIFTING,raiding,2.3691260000050534
015,pulpFiction.mp4,RAIDING,looting,3.2526921999815386
015,pulpFiction.mp4,LOOTING,burning,3.236690499994438
015,pulpFiction.mp4,BURNING,destroying,8.256702499988023
015,pulpFiction.mp4,DESTROYING,arson,2.4690919000131544
015,pulpFiction.mp4,ARSON,fire,2.1023408999899402
015,pulpFiction.mp4,FIRE,smoke,3.0358926000189967
015,pulpFiction.mp4,SMOKE,wood,2.936868400021922
015,pulpFiction.mp4,WOOD,newspaper,3.603412800002843
015,pulpFiction.mp4,NEWSPAPER,magazine,2.835551399999531
015,pulpFiction.mp4,MAGAZINE,lighter,2.885575599997537
015,pulpFiction.mp4,LIGHTER,firestarter,5.738204299996141
015,pulpFiction.mp4,FIRESTARTER,oxygen,6.2053313000069465
015,pulpFiction.mp4,OXYGEN,heat,4.737861400004476
015,pulpFiction.mp4,HEAT,flame,3.4372758000099566
015,pulpFiction.mp4,FLAME,water,1.735231600003317
015,pulpFiction.mp4,WATER,gas,4.020703799993498
015,pulpFiction.mp4,GAS,gasoline,2.1022499999962747
015,pulpFiction.mp4,GASOLINE,kerosol,2.4022521000006236
015,pulpFiction.mp4,KEROSOL,home,5.521875700011151
015,pulpFiction.mp4,HOME,alone,2.586196199990809
015,pulpFiction.mp4,ALONE,solo,2.568853599979775
015,pulpFiction.mp4,SOLO,only,2.0523453000059817
015,pulpFiction.mp4,ONLY,nobody,2.402801200019894
015,pulpFiction.mp4,NOBODY,somebody,9.507972499995958
015,pulpFiction.mp4,SOMEBODY,anybody,4.186537000001408
015,pulpFiction.mp4,ANYBODY,everybody,2.7531517999887
015,pulpFiction.mp4,EVERYBODY,everyone,2.769517000007909
015,pulpFiction.mp4,EVERYONE,someone,1.9189708000048995
015,pulpFiction.mp4,SOMEONE,anyone,1.6179605000070296
015,pulpFiction.mp4,ANYONE,something,7.4057945999957155
015,pulpFiction.mp4,SOMETHING,somewhere,3.1357129999960307
015,pulpFiction.mp4,SOMEWHERE,somehow,3.5202600000193343
015,pulpFiction.mp4,SOMEHOW,somewhat,5.587814800004708
015,pulpFiction.mp4,SOMEWHAT,kinda,7.2059996999742
015,pulpFiction.mp4,KINDA,little,12.277126299974043
015,pulpFiction.mp4,LITTLE,lack,3.320066099986434
015,pulpFiction.mp4,LACK,missing,2.4354134000022896
015,pulpFiction.mp4,MISSING,lack,10.108670599991456
015,pulpFiction.mp4,LACK,cant,7.538909599999897
015,pulpFiction.mp4,CANT,wont,3.6202193000062834
015,pulpFiction.mp4,WONT,dont,1.985131299996283
015,pulpFiction.mp4,DONT,shouldnt,3.137011899991194
015,pulpFiction.mp4,SHOULDNT,couldnt,5.020970400015358
015,pulpFiction.mp4,COULDNT,wouldnt,2.55259350000415
015,pulpFiction.mp4,WOULDNT,bad,8.122997400001623
015,pulpFiction.mp4,BAD,idea,1.3852498999913223
015,pulpFiction.mp4,IDEA,thought,4.353495300019858
015,pulpFiction.mp4,THOUGHT,theory,1.9851183000137098
015,pulpFiction.mp4,THEORY,hypothesis,3.403484100010246
015,pulpFiction.mp4,HYPOTHESIS,experiment,5.8054685999813955
