Component 1,Component 2,Component 3,Component 4,Component 5
-30.74643388252475,3.486421096644389,-7.543326357244137,8.873675732798329,-2.977282951659591
-250.72872053472142,6.294079438397154,-4.881293658244315,5.973872520507314,1.9836066173330777
-150.71842421999213,3.7454651207406164,-5.006854506217404,0.6621983664873067,6.080930660451187
-70.72720029093794,1.314762152811125,-5.870152679580761,5.631973819158987,1.977074183853287
-220.71776422656524,0.2566623066016225,-2.991858982130479,3.0735144496707614,3.8434075150746874
-90.72718913534085,5.9203245482446505,-4.329218801499756,3.286225275747184,-2.533200469049753
-0.7346603794976008,6.250379747629537,-5.685996007393995,7.219490411430798,-4.83801953063978
-230.70402613503416,1.0938844308903217,-0.3706619932576739,1.536148203538696,-1.0540647331152746
-160.70112812064102,4.318684079521867,-1.8335075396750804,5.174512144925037,6.24502947310035
-80.70631094485975,5.6539309059509595,-2.682343663597466,6.839061113175399,3.2115017662200853
-200.69920483723575,8.765936172168685,-0.40513427221251275,2.5120689284600064,1.5263011128481105
-110.6964007529462,7.746933316571791,-0.3383073716941839,-0.9349447351861929,-0.32294227823513466
-40.69703732229498,9.039393054859874,-1.2443656838053982,-0.7685964599426226,-0.6750402661493132
-220.71419128950933,9.650648683393515,-3.2545595977529,-3.3171112036212502,-3.7491373512272537
-90.71677389948151,1.6917286745365776,-3.8369583523822133,-2.6458277543824504,-5.20524040744373
-0.7156165264525346,7.651455890357735,-4.957864423548124,-4.393206242220559,-4.100565802781312
-210.6804137916006,-9.180204950607767,3.158871076758945,-1.1487333885568627,-2.0691966136565823
-140.68063899903908,-8.21292734031352,2.4421792526009685,-0.8021499928379497,-3.356370350731944
-60.68400909902117,-5.916144026541574,1.3368288568984998,2.6649032011824567,-1.2105534551213257
-190.70453675396513,3.7494785342991253,-1.1501122586237742,-2.1525483355719706,-2.8159833694076477
-130.69814696444863,-5.592471096106036,-0.8528629288815397,-1.1610346966553524,-0.11498114950382043
-20.703004969109745,-7.744480979009221,-1.6041586336540379,0.9806220709088007,-0.23964173559184843
-230.69277516086098,-9.342343025308102,1.2576867994755603,-0.2467101500789656,-2.1008678206813034
-160.69379775903207,-0.06170456782725395,0.0012212043392704054,-2.2394161434053412,-2.374887775666473
-80.69131703857477,-8.04644790043275,-0.28185441872958517,0.1773103420921006,-1.6883851466069961
-260.7194611393691,-9.479222963999675,-2.867700238208993,-1.7407737441656193,-1.3438579580984176
-120.72193690404474,-10.265482787776804,-4.130205942004654,-1.0769191805530673,-1.1608523175782595
-30.723169708293543,-8.4901650126943,-5.09773010828923,-1.2529735422101784,-1.5880693543565094
-180.70872610752411,-0.860317673937358,-1.6335625680370012,-3.866261366370912,-2.7103758718836066
-100.71849330278464,-1.2638793176614547,-3.148371755490624,3.1573986747574647,3.088736986104243
-10.705590853457322,-8.800534052965762,-2.888035038659027,-0.5892987454685851,-1.1739441512058355
-190.70916596533618,-3.928072704558331,-0.7671693933413186,4.201721564714608,-3.0991698717317884
-130.7040236742255,-7.579623667342713,-0.7654461313198093,0.5021949100533677,-3.8027995974027884
-20.705227298826888,-5.354664334583971,-2.1659429823747174,2.28482015566615,-1.6964357635911012
-260.72038287561287,-5.454996867749531,-3.1708695549147894,-0.6265549822353899,-4.155857360962644
-120.72297148046195,-8.194124817960518,-4.642124948256951,0.7843159351078006,-3.282821929731074
-30.710267959484543,-10.978939361850438,-4.594033221345573,-4.5624028238521666,-1.2215185327375333
-210.68149336574345,-6.8547687428518955,2.4609869638861213,-0.3741783554446409,-4.236838888997355
-140.68650776135584,-7.1650673582566275,1.2685201126069232,3.72637928248351,-3.861557168978348
-60.68002211885556,-6.6906996379757215,0.9418756033853628,0.5075512697278667,-2.1337181412609754
-240.7263726330523,-8.234582768402992,-4.871290885317587,1.2962790588091118,-2.018431696818746
-170.721302250835,-11.497270088532101,-4.90778788587892,-1.334382430330309,-1.7326772231252614
-50.71581592670944,-4.9104540333307085,-5.770586444446613,-8.184742437268161,0.18006385297656868
-260.7387090144915,0.2432665919487073,-5.173130442723353,5.773417384642066,4.024822725261794
-120.72960824510267,-1.1596672661079497,-6.069749943220962,0.694901565816052,8.741731324923629
-30.741631109503487,3.9036344784998613,-6.926387718398974,2.0058072439560966,-1.9359060748822905
-220.72210666726855,-3.832983306660319,-3.1191733919029274,2.1722123350357228,6.829197320991345
-90.7342456789365,-0.6106677502465973,-4.640786344045837,8.265205968177316,4.068231870618292
-0.7314660640883297,-2.573123854156036,-4.907787730113059,4.849516598793787,6.041495522069556
-230.69821291358795,-3.1456741003757176,-0.08394767549716982,0.07557664402527765,5.1884533399906525
-160.7171994792378,2.3440584026334985,-1.2721154648813753,7.150698437471109,0.8741900838185523
-80.70977282364026,-1.8928129960993987,-1.5475252258873369,6.549107321739966,3.735817221661139
-180.71727053501593,-1.2611502071046667,-3.106595814853724,2.7118075899137875,5.744544789288494
-100.725426055422,6.853429672326246,-4.804820549134664,3.8007067333300033,3.715663122385446
-10.724918559187085,2.0500740237151103,-5.143064878790054,6.0399997081242,5.74757043613076
-250.73131846166905,1.3991967812717918,-4.001681265679589,3.918219461999035,-2.151446589498979
-150.735376235054,5.385694645936911,-5.1900055517967125,3.7233341782567844,-0.4411855978464569
-70.73095679471722,8.37800604247059,-6.093224609021606,0.7970448443928603,-0.9963005810982632
-190.69104282077808,-0.41711161853896206,-0.6096879019668222,2.8058304667934078,0.6982637961077114
-130.69113451628448,3.6239543746135277,-1.757389439755696,1.5500575867925923,-2.6002878450410276
-20.697276900336085,3.7356605901399624,-2.7048805884851794,3.493597537173683,-4.451353243830729
-250.69131782775983,0.41685603135910626,-2.521284939383814,-6.963611830854924,4.646100717811911
-150.706971119081,3.5219176315153966,-4.411438712860421,-0.135077644608695,0.909798000541423
-70.70555633930924,3.42857526510318,-4.908997120843485,0.1205317751916309,0.9388672761814121
-230.6816130340635,1.6411058068295326,0.7728800933009901,-1.1642180938173965,-2.104601328110736
-160.68843344025964,4.134738060195292,-0.651970005373927,2.83702177263313,-1.9598300615732596
-80.68283192121868,3.722217184813778,-1.2330737441048611,0.890094369513932,-0.983818638670541
-240.7179815242331,4.977407111298887,-4.877509689576893,0.7584584126146089,-2.0018397229264235
-170.70748884336155,3.1550418700089655,-5.3334308964826125,-1.9112913518589558,-2.2724409655582747
-50.72270548834589,6.10997162836447,-6.941265605457218,2.917451271691788,-0.5870800955625716
-210.66572177361684,4.606403626251815,2.3751056284827383,-4.693504736835236,-1.5728476246957022
-140.68010636262312,4.717240119844654,1.1783509277988449,4.058135994731069,-2.6971549885995
-60.681049474462355,4.7435245351752195,0.5106203525722008,3.6412907511509207,-3.444373475086696
-200.70385357677264,2.238949949293971,1.1465589811519186,-2.713348870303147,0.46954805204662503
-110.71077637587857,-0.7111234747914942,-1.049924404706568,7.2835796671006054,3.5162294300827677
-40.70548805587151,1.2335025861771056,-1.590941648641359,4.929073714148642,7.808916040450689
-190.71648594289277,2.8801129029950117,-2.003583311390693,0.696692767680632,4.110817167178821
-130.718386767624,-0.09935135219153256,-2.5204074279288236,4.382924482247403,7.0826640216480135
-20.716348784655025,4.411965271206343,-3.1142558767096298,-0.4029445772102765,3.396793801021449
-240.7373082223199,1.0343037212303383,-5.980383326286507,0.6901154642918981,7.673468243812894
-170.73657583420362,0.49753750346718256,-6.747445354461771,1.651928650015559,8.953507291904227
-50.74329139343173,1.5661497344444635,-7.868710789414444,3.7675036509977318,8.756781857729266
-230.70691830639726,4.251876432172953,-0.42045346856355414,-0.753679580082236,2.0386138027106657
-160.7056767982958,-2.4381111051901314,-1.3662297786847184,3.808356384597056,5.597203177153865
-80.70679582985183,5.714212382258205,-2.1082822716169147,0.46912901370668186,-1.8718519591810474
-180.72008496920537,0.5087507358264919,-2.3253063035894512,-0.6427875914976084,2.9694409349112165
-100.72371842178968,-1.1402046636376706,-3.283730784099821,3.5730680938559543,7.410671468334114
-10.723279379582804,-2.3275034533995926,-3.902850198415738,3.367078416233241,7.097934192292073
-190.67584222164518,6.995956301873258,-0.2716819542427402,0.4407302401098587,1.8561872863618216
-130.66867403667482,5.965817798595485,0.05494647808837855,-4.853596426162967,-2.4835710797197317
-20.670098960709012,6.820226069891227,-1.0230401475554163,-5.956747940795484,-1.2355145410380206
-260.6826118428819,8.034709133493136,-3.469774318112033,-4.256093351667077,5.9000532360096996
-120.69736893789896,-2.3592035922920482,-4.054008270949204,2.5376110135424685,5.003380919772232
-30.695931271276983,0.5103926361486286,-4.0520056149552035,-3.0026614138838306,4.496256503884079
-220.6779660405267,2.080058310329741,-1.1328361446768096,-3.4875766942875717,2.5815029947204047
-90.68011642839625,0.3068399285506902,-2.171207389327301,-2.9540420232183546,0.2405798664036659
-0.6849068453236824,6.045516878069615,-3.717110175148154,-0.3405596380462926,1.3482276085949743
-210.6521914729317,5.189181856598806,2.9775689387795476,-4.644579018106931,1.915880390527165
-140.64928443452976,1.2843296015804262,2.8762942780294454,-3.6275328221644956,0.16563162126465436
-60.65814516002387,-2.8933789071497045,2.1133490215490465,2.528706789715634,-1.2545293996453448
-230.66253711097923,-3.7763840296503015,2.518290419012954,-0.3131155920112541,3.5850353650611604
-160.6660207505357,4.683229507225566,0.14642774397771746,0.4594395192030054,-1.9179360493751934
-80.65700429212788,2.3532662800819435,0.5278520595749412,-3.9259158264385543,0.6232781924046595
-250.70060900199084,-3.041913113589826,-2.08390651799557,-0.7529584011826901,-1.3924295487814873
-150.70655973496255,2.30211949440379,-4.005712232525989,1.1500889017571934,9.510953062146474
-70.71831167226097,4.650536618513329,-5.450125159541046,6.360956172094762,-0.06689577549275638
-260.71454935040396,3.161928077712312,-4.18455311375887,4.184237919910955,12.75017599857912
-120.71868852470432,1.0099634860250517,-5.3222522266940375,3.3934315590269004,9.767003071721687
-30.71992389283754,2.9716672099194086,-5.778838872633344,4.183071226905151,11.229160908377802
-220.69932893474106,1.8387094725963375,-2.499762663575042,0.8794877378047575,2.387437629647691
-90.7066526168781,0.6986409241989754,-3.116339539539715,1.1968752541410328,2.822905135388142
-0.6933741902628391,-5.739340440542206,-3.124975875866519,-2.4504232910197135,2.6993896444972396
-230.67780248671556,-4.0809297137426634,0.6232749454246582,1.6155480500480361,7.6408612792671455
-160.67493784666726,-2.223474862645183,0.523329740901199,0.8887913402381935,9.79809377651794
-80.68055871226294,0.9195281723478205,-0.4985561141914615,-0.4167739843301685,-2.8431268849387616
-180.6874103037423,-10.613183832484628,-0.08660205467155598,-2.0604442117521873,6.1592250798480634
-100.68919509416467,-11.546362312265563,-0.8977562848797088,0.9027380547294414,-0.7711354843316799
-10.700385564315763,-1.6575651908789837,-2.899884606039516,2.292651929116736,-3.791059890907905
-200.71130005798454,-0.17696555960570615,-0.1128955628979851,6.006250633700214,-4.183679162398843
-110.71024792263358,0.6462092981988113,-1.055379899326644,5.7557719867176065,-5.493519292654043
-40.70724107233271,2.57637863394155,-1.8712354572725656,3.9129638589541815,-5.297862861624098
-210.6955134484584,-3.8806570195269576,1.439050154307695,4.097710728065356,1.446194303263384
-140.69088406652781,-7.0242439583078395,1.381827768620974,2.4692801513011613,-0.013366610355514397
-60.70257919994393,-3.0899787907486203,0.0648803274548837,5.658152291110634,-0.8705449721722933
-180.71930538096566,-5.37307861549022,-2.129450371862717,3.167908781362436,-0.21924456456031655
-100.72091660183276,-2.6030282425394433,-3.2158120395344083,3.552285445962537,-4.41273913800553
-10.725368056190604,-2.4347434692619023,-3.8651679390054157,3.9935068360100696,-5.338632105453673
-250.7297500208118,-1.9307574987462564,-3.651347653198341,3.5648824397773202,-5.0502534455943335
-150.7273404059265,3.1605147910764306,-4.83747540977222,0.7810643582669493,-6.944006402342143
-70.72945617315055,-1.694123344702676,-5.353554993268239,3.662061204955827,-6.466365967026468
-220.71980764884768,-3.0088586499723196,-2.518847562794816,-0.6179844556212926,-1.9601282581407924
-90.72820877139573,-3.3777527199401702,-4.100545084412371,4.204234197536964,-3.1136391065257194
-0.7263066582989041,-5.8234579713992645,-4.536552180320753,2.8370294952748365,-3.421471520030328
-240.7447870369771,-2.0391306306352788,-5.5466318812334485,3.9933367670557662,-1.21417801433646
-170.74038179018913,-5.0575113488732795,-6.040912838971153,3.4978789595934097,-2.5460095765962873
-50.74220227984685,-5.377412063009405,-7.1543641033502805,4.546666274786782,-2.9213123680506095
-210.69969656008033,-3.7909388239437245,1.8077563793177576,3.453806424526084,-6.1217451722812255
-140.70255323437723,-3.764543586654317,0.8191002838380238,6.059599755312055,-1.827735949848939
-60.70289027158561,-0.7569637277632483,0.3971254616320831,4.5804629542125435,-6.758664813325251
-260.7330226665338,-4.810696626381249,-3.870965024448164,2.5106296439549385,-4.659130700591941
-120.73934149286974,-2.6998110653330687,-5.184158155376386,2.352627156453338,-7.361133911449457
-30.737479966718286,-4.512218255478837,-6.14345854895444,3.1328017585425885,-6.2501827387607705
-220.72243719180486,-4.376593072157586,-2.2891798947555833,0.5386422703861078,-3.035099629352176
-90.72704755728891,-6.640297354120761,-3.8167224240162407,4.195070085808917,-2.3718649992081455
-0.7265520306707723,-8.664137571245492,-4.217684238843431,3.2396135665569026,-2.6949128072118116
-200.709213106649,-2.0951040983898874,1.01139311948552,4.304365309589218,-7.6053448542022775
-110.70594348010202,-2.1664555372581984,0.29056000276293065,2.679327014754149,-8.045375059685016
-40.707093089245355,-3.7994963708442864,-0.4542948274499244,5.3225252128427165,-4.561940399677816
-180.69181742507715,-1.1286347901224716,-0.7871147176616122,-3.053957442972335,-0.594027471503645
-100.68871627841621,-2.5768669382699017,-1.1731550901528498,-4.599730967065018,0.3307544904284043
-10.682209111081262,2.7655877338134203,-2.7839013043686385,-6.417425224448845,2.8243937636424263
-190.68061647046306,-1.6788994447698338,-0.3453833374453107,-1.5956877422534845,1.8753854006100577
-130.68057482063705,-7.045162779657456,0.09115159775811466,-2.210901508133348,1.4826741193981312
-20.690744211755103,-3.106721927804273,-1.2565599725086114,-0.9637766932510693,0.7965271643861083
-230.6827234483902,-4.211875719518876,1.2710715448300243,1.7453493763701735,-2.0168020501305226
-160.677176134808,-2.5231003748600718,0.5598481359984528,-0.7152847580329859,-2.138532146244295
-80.67767218338032,-0.009602310125052584,-0.63138178581824,-0.3852970556784509,-1.7851266260018004
-200.67694413174158,3.3861753694237926,1.2600698656510447,-0.6393654061628159,-3.900459213796038
-110.67352610247293,1.985401668142532,0.7457659156363754,-1.8865132499315014,-0.9702771132620596
-40.6711091432261,-5.518198329866696,0.685559260228086,-1.294767517255513,0.970732318401909
-240.70797091087607,-2.6945107935718413,-4.1658165295916545,-3.7223415851258896,0.49170286977881533
-170.7070706568433,-6.842499302850035,-4.3468085297631935,-1.305816970832008,0.46953008031236476
-50.70678909798608,-5.141847738505444,-5.483172784931783,-3.204122429852967,2.170147791798001
-260.71675108215203,1.0844961927338252,-4.062864766834633,-2.5595687072513003,-1.88204468932711
-120.71569121487462,-0.8337187304024101,-4.71378027772739,-3.83555267385528,-0.9255168280486009
-30.722978325283496,1.0018119481454222,-5.56002884246943,-4.454154944354705,-6.479311043582872
-210.68367146689596,-1.0861320916977857,1.400290835454001,-0.7398893940920613,-3.526417723955269
-140.68840753542148,-0.07538728855743851,0.892873965461866,-0.08284926460253554,3.771970906654628
-60.68760337092864,-1.8881802653467588,0.4148737283094513,1.6823070937890408,-1.7590114371384353
-180.70235600914654,-3.8188896233344645,-1.237811506980569,-4.8074840578597255,-1.4178109577211526
-100.71096563849044,0.5350095668187957,-2.9854793789834497,-0.17201823255460724,1.5907306825375616
-10.714766355168646,-0.9596304638360776,-3.4253970475920243,0.4699560387722136,-3.2471830243349116
-190.70487682261842,-2.0129726074933245,-0.48325272207404696,-0.2799114855818289,-3.5085475974099274
-130.70176375862795,-1.1020563372881396,-1.6692398219124642,0.017004294552082192,-1.917758795641138
-20.70251168873102,-1.5630834572114618,-2.499906151912743,-1.3905216089768553,-5.495362907116144
-240.72056168624744,1.2308651194587799,-5.831543419151902,-3.840439667579381,-3.337496048929882
-170.7184062078648,-3.2187386907987956,-5.505535752188371,-5.772656721387475,-0.7770699879136963
-50.727504905523745,-4.900957182141135,-5.782156770188799,-2.2767940164458156,-0.09149288828784372
-240.7273333660907,1.3676846728266274,-4.891593836372581,0.8283442251785607,-1.968167520617738
-170.72068385194652,1.1631660361208098,-5.743476607651497,1.7834613245223525,-3.3122355204923006
-50.72670926942305,1.5074578075120382,-7.1499167952760825,3.38529886174492,-4.246146313364646
-200.68571761258676,1.5715245020640025,0.8904817843896914,0.5170532401046641,-4.184626277874745
-110.68658395551172,-1.993078058375978,0.23861717445095776,3.9176876109708707,-0.629196093615446
-40.68391029947032,1.7171176684414486,-0.883486895010909,2.687431159702775,-1.492465233482101
-250.7153803517787,-3.7507194387589124,-2.8281070394072607,3.749496630726082,-2.6624016162072186
-150.71216679411145,1.2913270904626248,-4.320448875296619,1.3765326199011634,3.4530938178177393
-70.72010978963861,-2.9522282584218438,-4.5170714140923485,5.163937711639258,1.884943315726712
-180.70625727339262,1.252197525764874,-1.395545424595228,0.04672802106901186,-6.2851447254432
-100.70054122071,0.8737014710054594,-2.690334676779862,-0.23357520406729404,-2.3795537101194295
-10.712400214683923,0.0009490903117094118,-3.624670238070503,5.2996391051359675,-3.884847436579395
-190.69710363195517,2.1284934927697434,-1.1437870573017284,2.021547622441316,1.7169314288165536
-130.69011078678298,1.4502028051627778,-1.9140981228882914,-0.7037280055827084,-1.8370185599154962
-20.68775756758153,-1.0006698290289269,-2.028782100260152,-4.8187940387909824,-2.572405562878447
-230.69274725460912,-2.804646148237121,0.8869384217964154,0.18602447414430434,-0.33154375371481526
-160.70152253086073,-0.5656878543127317,-0.20211158337256124,2.053443139995835,-2.5170052765096846
-80.7085122620927,2.95883103070366,-1.5881713153546293,6.225530805552982,-1.938385945408441
-240.72731432907702,-7.350549217027494,-4.1367447083521744,0.08394858538409607,-0.19359757641560538
-170.73003818323212,-0.8403230827217336,-5.69677134983906,0.7740116526170736,3.9647203731502416
-50.739239626697746,-0.34614317564111685,-6.703132229424902,3.444116381275592,1.9076579614544729
-250.71442000885054,-1.1042089835413111,-2.8728498786963343,-1.365997021503106,0.8763565042134402
-150.7226712887699,8.822415167317692,-5.5409242994385135,0.9596989945236555,0.9185723983745724
-70.72187080453999,9.450270647659103,-6.234018614532089,0.25922842943293267,0.2934251903887747
-210.6789785097227,1.8760200323489657,1.8311995165329897,-3.173270585210406,4.4862218676702454
-140.69503760062818,-2.0166761987952273,1.239589871820544,5.972083674370536,2.3634564630388946
-60.69634020097158,2.9845458003986267,0.028642251186475343,5.859531615325066,5.054925564592245
-190.7083758733044,0.5369210372720319,-0.9057142104275903,1.3284207833928876,0.01919823848488866
-130.71379194916915,4.584349055528955,-2.065226064514691,3.857281296615464,2.927673606870765
-20.717709817503902,1.504765508595492,-3.15930190230076,7.650664878428794,4.55667104039139
-220.71417561564326,-1.4536349606327175,-1.8077977038463584,-2.189439149067707,-7.699803904829911
-90.7135213676496,-0.15563528196629658,-4.0110743612652895,-2.1713653734145812,-7.342399872761546
-0.7170964635881296,-3.642224235133299,-3.6343935806631857,-2.689616349720128,-9.83247058284362
-260.7141841512715,-3.6977787323419413,-3.087771503570083,-4.791568028826971,5.520806525518692
-120.72727928477438,-3.4876966684269064,-5.159557178292791,0.48484854070233857,4.778164004423906
-30.72539515723205,-2.243797101768759,-6.4402273147805875,1.8701041348848249,-0.02680982167384971
-250.72457243650342,-2.1881250357269892,-3.4051769474487803,3.064724117308965,0.17367350166041307
-150.71222239556482,-5.069529233944142,-3.620296950990368,-1.8687108902643566,-0.19780542827926628
-70.71399322519544,-9.097403134966338,-3.6358927440681184,-2.116189285851795,1.724854474241896
-200.68683899498987,-7.604028812872916,1.726661268424899,-1.85122978533474,-1.4313190753889902
-110.68960870736139,-7.227752515946526,0.7446646721378862,0.43527231027344276,-1.5711881714658662
-40.68814683658134,-3.441480814742174,-0.21108797768762436,-0.9479230901772232,-0.9310566657731164
-230.69210440367354,-8.01396093716666,1.0597951407022743,-2.0913283969991587,-1.469739717519253
-160.69096895688017,-6.920715162235428,0.07186441843453084,-0.3533426295116601,-1.3456981001841235
-80.69032124214351,-6.786690301017472,-0.3856805111090663,-1.6504527914021594,-3.4847318694852194
-180.7156280701358,2.4398073733225254,-2.3716608951089477,0.4981122770893988,-2.2519494514406975
-100.71846512402759,2.574517163448145,-3.5163941170463127,2.152757640509853,-2.0438536661354356
-10.713205906381836,-1.1257392295434239,-4.004401384995926,1.6426709715526968,1.8539425591170775
-230.71099731245062,5.817843089697684,-1.3559485224164232,7.920281736044389,-2.018726092002152
-160.70419191657567,3.0385076425434656,-1.849338544085812,6.040627350906592,-3.240515924995607
-80.6880275606941,-4.069767075316659,-0.989674214554612,-1.5643530273767938,-0.13903618800772144
-200.70257711352994,3.4213418230944574,0.10672512832723863,4.796275896327234,-6.185285780895783
-110.70642790301518,3.8071725859136705,-0.6372427525014328,6.753089428846072,-5.917449743175548
-40.70613171949714,3.382215308706933,-1.2583034152251762,8.6339609856428,-5.6885062475565515
-240.73917622364718,3.8664407729574948,-6.144058175311466,4.890047985313392,-5.200571002560644
-170.7337473020053,2.5576215432331875,-6.565601139570834,2.728204638224762,-3.9892397117973832
-50.73333342252875,2.8510577548643328,-7.6801682918526275,1.3978387830558263,-2.9224767427153724
-190.70982584256424,-3.2473217218057653,-1.0662093564601103,1.9971127694912332,-4.276165719040905
-130.7036802558268,-1.6933847265111877,-2.100454689250781,2.2972832054081955,-2.141806936278563
-20.712401567982774,-1.411559818877221,-2.9163507823879824,3.7235595571529303,-2.139488233927297
-210.6239539638383,-3.521871574270558,5.051722129427208,2.079137240880319,-1.5219577843660625
-140.61897965085666,-6.531903774618053,5.020845183084499,0.856461726795135,1.6049120405952189
-60.61942776281514,-4.555599944213126,4.093564142170916,1.3656417955563565,-0.20681021052521475
-240.65409381716688,-8.138375677663511,-1.082310943361766,-3.7625533438999925,3.430208301529921
-170.65941072981641,-9.368135696226783,-1.9194804880066243,-0.576670535603425,3.8681522999066953
-50.664010130646034,-7.0586375088037645,-3.1951747964604147,-2.579964551139138,-0.1417456213959356
-190.6373664543143,-6.136365394160822,2.9520465192241123,-1.341189028480399,-4.481093173256254
-130.6387551648687,-3.1991754476680567,1.6035579876554351,-0.2537987490949032,-2.3120213517294905
-20.638638040624276,-5.342474164026275,1.4721154564704144,0.08024342870553637,0.87862833272083
-260.6586429154268,-2.9003917357109077,-0.7785152160879505,-0.6678468710619022,4.306606198338146
-120.65732993245278,-5.545881684166844,-1.6601936639270287,-1.6434351600082444,1.844264161375089
-30.658716488599378,-4.854423267787223,-2.0834075282146722,-3.94549016200328,2.7892339699386866
-180.63802979065383,-4.999621066659482,1.8109523886455245,-4.532512476803805,1.8150738848597332
-100.62892845259567,-1.5065404344529647,0.5668108663596361,-8.405981831042492,5.764121514623454
-10.63784332325457,-7.081468909123444,0.6189275362429213,-3.236640329505847,1.5125738362996979
-240.68806288995225,2.7268686641857753,-3.8877254919500346,-0.6426175669477211,2.3681629688016033
-170.6834543702418,4.490403002336721,-4.5550168328468175,-2.5338033850926434,0.1486045552394417
-50.69450015744777,5.553483633525449,-5.128965863225791,-0.3185098792410511,4.982472447706288
-250.68000322451428,9.121756349380155,-2.693461487115425,-0.418710507771885,2.565817275045979
-150.68497940585576,4.435544790358499,-3.155440486463373,1.8553102690597878,-0.901414149197823
-70.68144366861051,3.7737572185925004,-3.572088393664962,1.02380473931511,0.07161813315878705
-190.65781961048825,3.5145368537626993,0.2692640004368684,-2.078053722552042,4.88322016991864
-130.6654806921066,2.6699351877737114,0.2755868458027699,-1.2079661978794498,3.1967600673763177
-20.658325380146405,1.584080086998025,-0.9536282996799067,-3.076361956024674,1.5745044381794553
-180.67128177892934,5.628112449316566,-0.794200400469451,-0.4123354274815833,2.9279083917368007
-100.66438969155593,0.6288431666149868,-0.6125947251666454,-3.93719097823301,0.7395803048786181
-10.66696801008741,3.1848929613888277,-1.5706990665162102,-2.951905718161121,1.201001685722259
-200.65747788143736,6.248968857047643,2.445327518392374,-1.9580945345643739,-2.9429876860806803
-110.64716520617489,0.0557986191260772,2.4679426513716116,-2.1721588734317225,3.3426959488966723
-40.653602240670146,5.178181986974165,1.2315753797318278,-1.5516796815057035,-1.0094434007847335
-240.71649994637812,-2.078549309746173,-3.8049132058975825,-1.7379862595718014,-5.733396667828729
-170.72344836991962,4.896380350943435,-5.122540937387818,-0.3701261071719379,-3.15552930259991
-50.724500328304636,3.946684486631369,-7.01365240539493,3.6558117915574355,1.0403128056753272
-200.6852076299045,3.458813963306365,0.9140482245096604,1.7582647125641875,-0.17273741362398942
-110.6770478218195,-7.085684726441111,1.4934629388631184,2.1262579756611104,-2.401738562710114
-40.67643543627828,-6.688305263005614,0.7786631949300675,2.1791601299085173,-2.706485311611115
