0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1.0,-1.0,0.4318337187101595,-0.364151621257768,1.0,-1.0,-0.5142484876456227,0.2791048648155543,0.6236493208960888,0.34601984365116195,1.0,-1.0,0.2329437370444465,1.0,-0.7116952531027538,0.297788043434505,-1.0,-0.9360540050977686,1.0,1.0,1.0,-1.0,-0.6829941903004778,0.8191775630844083,-1.0,-1.0
-1.0,1.0,-0.15183977125279363,0.12804164306174778,-0.5785375925418712,0.4649660536666013,0.18081814677286664,-0.0981378178520144,-0.21928526218301164,-0.12166621463893525,-1.0,1.0,-0.08190681323646147,-0.5642088966964085,0.25024364645631564,-0.1047071278546004,0.6438286238179972,0.3291318390764716,-0.7217483265760601,-0.4672381950623378,-0.6265614740728922,0.5636052690860199,0.24015188515609479,-0.2880361778271466,0.4857796782911121,0.860370911208209
0.4318337187101595,-0.15183977125279363,1.0,-0.04178171667603482,0.18878462662621961,-0.15172470029069585,-0.0590034023126856,0.032023694812474295,0.07155574137190818,0.03970132831424354,0.42984968695583825,-0.6696861811208864,0.026727298890036735,0.1841089797363754,-0.08165788009431754,0.03416734935112094,-0.21008997155177375,-0.10740016232628082,0.23551622246725304,0.15246613070172838,0.20445546748574325,-0.18391200789821394,-0.07836480214463315,0.09399009327471797,-0.15851646698681107,-0.280750643219
-0.364151621257768,0.12804164306174778,-0.04178171667603482,1.0,-0.15919606291935193,0.12794460738437463,0.049755689935620837,-0.027004561893541033,-0.060340677677305415,-0.033478865696039466,-0.36247855046996347,0.5647250273033317,-0.02253827990023245,-0.15525323881462194,0.0688594895128521,-0.028812237491445618,0.17716218172839243,0.09056713623771617,-0.19860332930953603,-0.12856983203573757,-0.1724107839062005,0.15508713873697433,0.0660825417610934,-0.07925885211184681,0.13367188792416704,0.2367480756313502
1.0,-0.5785375925418712,0.18878462662621961,-0.15919606291935193,1.0,-0.5780991509080735,-0.22481386822513774,0.12201619607460795,0.27264060005023794,0.15126939874927064,1.0,-1.0,0.10183594869387283,0.7014892410809206,-0.3111316157292358,0.13018391607179722,-0.800481621882825,-0.40921446889830904,0.8973603373250171,0.5809241378103651,0.779013119983533,-0.7007387419718383,-0.29858438009166843,0.35811962727084784,-0.603977037321211,-1.0
-1.0,0.4649660536666013,-0.15172470029069585,0.12794460738437463,-0.5780991509080735,1.0,0.18068111470319068,-0.0980634446293387,-0.21911907801475933,-0.12157401054604319,-1.0,1.0,-0.08184474059420364,-0.5637813139884571,0.25005400064139505,-0.10462777611532079,0.6433407017238214,0.3288824082648531,-0.7212013534500712,-0.46688410108425116,-0.6260866377962031,0.5631781438340386,0.23996988732873697,-0.28781789114357165,0.48541153274869386,0.8597188836946212
-0.5142484876456227,0.18081814677286664,-0.0590034023126856,0.049755689935620837,-0.22481386822513774,0.18068111470319068,1.0,-0.03813536533304629,-0.08521203923763766,-0.04727826280935981,-0.5118858066300038,0.7974947089987077,-0.0318281607886183,-0.21924588166528977,0.09724215484672495,-0.040688132884006356,0.2501853038774061,0.12789731013629838,-0.2804641137833073,-0.18156404591270067,-0.2434754637953395,0.2190113180694088,0.09332059828003875,-0.1119279510283818,0.1887690791223457,0.33433145080041643
0.2791048648155543,-0.0981378178520144,0.032023694812474295,-0.027004561893541033,0.12201619607460795,-0.0980634446293387,-0.03813536533304629,1.0,0.04624825403175108,0.025659955191183612,0.27782253578336663,-0.432834822646267,0.017274517529270273,0.11899420928531065,-0.05277751735766215,0.022083207050700538,-0.1357863700041864,-0.06941539414008703,0.15221998789240493,0.09854264953084449,0.13214464999133196,-0.1188669014909431,-0.050649119235535334,0.06074813323007037,-0.10245313224159841,-0.181456118240531
0.6236493208960888,-0.21928526218301164,0.07155574137190818,-0.060340677677305415,0.27264060005023794,-0.21911907801475933,-0.08521203923763766,0.04624825403175108,1.0,0.05733620458310946,0.6207840049130884,-0.9671531285630248,0.038599259575989316,0.26588808425246535,-0.11792937711938166,0.04934409541545762,-0.303409535681216,-0.15510608689607855,0.34012983664274243,0.22018984334015648,0.2952722493089012,-0.26560361977509206,-0.11317355158284688,0.13573941844286758,-0.2289276698504512,-0.4054568700833371
0.34601984365116195,-0.12166621463893525,0.03970132831424354,-0.033478865696039466,0.15126939874927064,-0.12157401054604319,-0.04727826280935981,0.025659955191183612,0.05733620458310946,1.0,0.34443007812872956,-0.5366063316661085,0.021416057575984766,0.1475228950935943,-0.06543084914146223,0.027377623303159987,-0.1683409515267932,-0.08605763229247064,0.1887145050155944,0.12216810411444257,0.1638261345231486,-0.14736506544368208,-0.06279217071522827,0.07531240838908326,-0.1270161192755894,-0.224959954405052
