R2_M0,R2_M1_KDE,R2_M2_PCA,R2_M3_both,Unique_KDE,Unique_PCA,Shared
3.9968028886505635e-15,0.0031811359040954112,0.007281100181624756,0.01302643801636394,0.005745337834739184,0.009845302112268528,0.0
