term,estimate,se,t,p
Intercept,0.0008220602158684929,0.062003497603040456,0.013258287800657582,0.9894217267740975
PCA2,-0.018044961685761918,0.06205722923594212,-0.29077936459513554,0.7712200684099517
KDE_z,-0.05221961822460798,0.062107028177587606,-0.8408004658553656,0.40045972612672054
PCA2:KDE_z,-0.07727586218700097,0.06888498046983402,-1.1218100326070568,0.2619432195997996
Group Var,9.144281066786587e-09,,,
