term,estimate,se,t,p
Intercept,-0.0024852986468971174,0.06302674362800739,-0.03943244571805416,0.9685456120758458
PCA1,-0.08817446022193076,0.06344837254953756,-1.3897040488010661,0.16461876485621219
KDE_z,-0.0786269467643053,0.06590076216601036,-1.1931113416600017,0.23282577025549778
PCA1:KDE_z,-0.01208995665040485,0.057317541842821805,-0.21092943384694268,0.832942335908889
Group Var,7.032862957590703e-07,,,
