term,estimate,se,t,p
Intercept,-0.008783385155937731,0.06225361681882767,-0.14109035915936258,0.8877985597412898
PCA5,0.012531023615329808,0.06244030513311293,0.2006880585963767,0.8409424976141197
KDE_z,-0.05627663347519168,0.062219279737522934,-0.9044886683452333,0.36573634033457325
PCA5:KDE_z,0.09265853395133067,0.06771281025954154,1.3684047907061128,0.17118540552044803
Group Var,1.1173489812187238e-08,,,
