term,estimate,se,t,p
Intercept,0.10087786716979222,0.11890180818399869,0.8484132302991162,0.3962078770643943
Phase[T.LatePre],-0.042894844782180155,0.1677967452242827,-0.2556357378973322,0.7982321202141615
Phase[T.Mid],-0.20070380823232792,0.15033968745815396,-1.3350021649352735,0.18187563788646643
PCA5,-0.019570614092517882,0.12543429045138968,-0.1560228389070547,0.8760150188336219
PCA5:Phase[T.LatePre],0.010486552504505042,0.1641047778278131,0.06390156729932661,0.9490486043071945
PCA5:Phase[T.Mid],0.08429544754270656,0.15837302297113606,0.5322588781933502,0.5945467089421326
Group Var,2.090162551661554e-08,,,
