term,estimate,se,t,p
Intercept,0.10684555734199605,0.11915202724885171,0.8967162356276716,0.3698703549224531
Phase[T.LatePre],-0.04795174049547951,0.16800603173760198,-0.2854167793830897,0.7753248538497824
Phase[T.Mid],-0.20301462316885893,0.15060461622840507,-1.34799734731218,0.17765923579970777
PCA2,-0.08726081516822506,0.12579016837467025,-0.6937013941210078,0.4878694915425469
PCA2:Phase[T.LatePre],0.08318721102931387,0.17565184172103157,0.47359145349259096,0.6357912711840924
PCA2:Phase[T.Mid],0.08758976051712433,0.1534520643892784,0.5707955827490593,0.5681382175744643
Group Var,1.7145427635188038e-08,,,
