term,estimate,se,t,p
Intercept,0.10356553134965665,0.1177806705690915,0.8793083860810923,0.37923409014756393
Phase[T.LatePre],-0.04274785910017962,0.16615354528956214,-0.25727924749171793,0.7969632114740852
Phase[T.Mid],-0.2053542634803659,0.14885181832223618,-1.3795885451383103,0.16771336634184908
PCA3,0.17246441995325748,0.11045484444718436,1.5614020445769035,0.11842891977816196
PCA3:Phase[T.LatePre],-0.2055851374344151,0.1572023022016806,-1.3077743427107216,0.1909498590966172
PCA3:Phase[T.Mid],-0.34410764864529675,0.1478261639139185,-2.3277858231217854,0.01992347923844547
Group Var,2.8708991004735437e-08,,,
