term,estimate,se,t,p
Intercept,0.1072419183264878,0.11905786432205459,0.9007545947271123,0.36771881400888273
Phase[T.LatePre],-0.045932388205196184,0.16779164897661322,-0.2737465689463379,0.7842793873318488
Phase[T.Mid],-0.2032720790292939,0.15036584156056507,-1.3518501071762299,0.17642327102334754
PCA4,0.0929282033770932,0.124581162880924,0.7459249956264654,0.455712724915016
PCA4:Phase[T.LatePre],-0.1408791830554969,0.17469705725658802,-0.8064198977809868,0.4200007777042354
PCA4:Phase[T.Mid],-0.13447539640753112,0.15247636533067427,-0.8819425628089665,0.37780786861085336
Group Var,1.559230155668037e-08,,,
