,boundary_freq
Mean_gradient_1,0.10602981029810297
Mean_gradient_2,0.10602981029810297
Mean_gradient_3,0.10602981029810297
Mean_gradient_4,0.10602981029810297
Mean_gradient_5,0.10602981029810297
