Run_time,Mean_gradient_1,Mean_gradient_2,Mean_gradient_3,Mean_gradient_4,Mean_gradient_5
75,0.37079688,-0.169648248,-0.355098344,-0.056981981,0.150970319
90,-0.203530272,0.430745317,0.050293627,-0.181941387,-0.206408228
105,-0.265143157,0.229814749,0.104946843,0.081679823,-0.15318152
120,0.100896631,0.133394334,-0.239750436,0.284219714,0.048211051
135,0.051935575,-0.266047288,-0.157887612,-0.098687867,0.024504716
150,0.10908986900000002,0.28313127,-0.049179307,0.011767011000000003,0.026296477000000002
165,0.156561979,-0.557723923,-0.164990156,-0.109190557,0.109169557
180,-0.324217839,0.353595335,-0.034218401,-0.004464778,-0.077869049
195,0.13041944,-0.290589504,-0.474599779,0.304856468,0.165654098
210,0.149483434,0.39732923300000006,0.392289389,-0.117499859,0.111412446
225,-0.128314177,0.275238408,0.424747905,-0.487775674,-0.043436334
240,-0.217216358,-0.296032288,-0.357268483,0.194302214,0.047595297
255,-0.178078675,-0.322124388,-0.456074288,0.218843118,0.043758273
270,-0.085217783,-0.24555266,0.11712992,0.036404665,0.055414471
285,0.35789511200000007,0.21618528899999997,0.195112969,-0.120565316,0.203503272
300,0.268991619,0.23909661899999998,-0.022863705,0.188045675,-0.174369527
315,-0.068946056,-0.109453997,-0.198973056,-0.285981287,-0.019028930999999995
330,0.112535203,0.08127332,0.015891474,0.176131288,-0.147861549
345,-0.16096844400000002,-0.29310370699999994,0.19469577900000004,-0.239484934,0.075112219
360,0.23481278,-0.092377702,-0.181862262,-0.122613204,0.14875368
375,0.08060544100000001,0.26959256000000004,0.119553747,0.212110513,-0.069454747
390,0.28795005,0.122893706,0.282223576,-0.13073388,-0.052788705
405,0.411115819,-0.313339583,-0.092670017,0.07394540000000001,0.258157613
420,-0.375770536,0.173441022,-0.191767199,-0.211069694,-0.350590816
435,-0.494665217,-0.088189114,-0.093658148,0.110690567,-0.11805392500000002
450,0.449492622,0.208394615,0.214258152,-0.152651079,0.176451353
465,-0.14638704,0.140483191,0.062529203,0.060791067,-0.155291096
480,0.166762605,-0.294967281,-0.32047044,0.294085463,0.132932706
495,-0.061612698,0.209265745,0.186763167,-0.025706973,-0.270825943
510,-0.084352277,0.3759781,-0.07909605699999998,0.186701104,0.011927137
525,-0.014330715000000003,0.057651173,0.503002269,-0.069945437,0.092600641
540,-0.066213601,-0.187571485,-0.030394315,0.154907843,-0.07313952
555,0.069768811,0.553338458,-0.062980706,0.09563609800000002,-0.108880243
570,0.097831549,0.110792942,-0.268585679,0.158652804,0.148829805
585,0.484318339,0.007208483,0.332650329,-0.128674367,0.075217033
600,-0.14286764300000002,-0.050454503,-0.437902799,0.131095569,-0.094670279
615,-0.501501322,-0.352934018,-0.335487784,0.10093056800000001,-0.286713667
630,0.274747905,0.135551722,0.403330021,0.093048207,0.055117094
645,0.085096094,0.544862093,0.084805843,0.019388558999999996,0.062707142
660,0.133494834,-0.191899574,-0.37741604599999995,-0.028231676,0.039108807
675,-0.018105301,-0.34498340599999994,-0.156390602,0.042486265999999995,0.253323833
