video,event_index,start_idx,end_idx,within_mean,across_mean,z,p,n_pairs
global_Mean_PCA_3,1,0,2,0.7062732991629296,0.035407017158843174,1.971092305733379,0.02399999999999991,3
global_Mean_PCA_3,2,2,4,0.4669493927380411,0.02417223313493522,1.3168477923170925,0.09099999999999997,3
global_Mean_PCA_3,3,4,11,0.6752158542726674,-0.07489861169016292,6.921578576766267,0.0,28
global_Mean_PCA_3,4,11,12,1.0,0.0012336492918221657,1.6791880170780296,0.0,1
global_Mean_PCA_3,5,12,13,1.0000000000000002,-0.011323283604931277,1.7063734040000578,0.0,1
global_Mean_PCA_3,6,13,14,1.0000000000000002,0.012870998069699002,1.8818059425280707,0.0,1
global_Mean_PCA_3,7,14,15,1.0,-0.02201496240491056,1.898772054801362,0.0,1
global_Mean_PCA_3,8,15,17,0.5242867356486851,-0.028765786933237707,1.6933645266065753,0.040000000000000036,3
global_Mean_PCA_3,9,17,19,0.4158803470397852,-0.02118392630447201,1.344408878635105,0.08299999999999996,3
global_Mean_PCA_3,10,19,20,1.0,-0.0032567450404422217,1.7321222192032888,0.0,1
global_Mean_PCA_3,11,20,21,1.0,0.014684659297905462,1.6531649377935538,0.0,1
global_Mean_PCA_3,12,21,23,0.4928870361884716,0.015748757032477006,1.4623828619832138,0.07399999999999995,3
global_Mean_PCA_3,13,23,24,1.0000000000000002,-0.0026059376122382137,1.8717206833360722,0.0,1
global_Mean_PCA_3,14,24,26,0.4129133991966986,-0.021053019605088284,1.2991442208986528,0.10799999999999998,3
global_Mean_PCA_3,15,26,28,0.36057952070619786,0.0028409825083270234,1.0681784463159245,0.15300000000000002,3
global_Mean_PCA_3,16,28,32,0.4132078419530827,-0.02877469123896616,2.485811539579594,0.008000000000000007,10
global_Mean_PCA_3,17,32,33,0.9999999999999999,0.01576737805693623,1.7406818647568973,0.0,1
global_Mean_PCA_3,18,33,37,0.5231351364145845,0.01592012531951133,2.748713952844309,0.0009999999999998899,10
global_Mean_PCA_3,19,37,38,1.0000000000000002,0.037635186424293206,1.6333872428214478,0.0,1
global_Mean_PCA_3,20,38,40,0.3944282103264329,0.004482879296761657,1.1288958798979984,0.1339999999999999,3
global_Mean_PCA_3,21,40,42,0.5626269525168922,-0.03366293395924707,1.8233715436689835,0.030000000000000027,3
global_Mean_PCA_3,22,42,43,0.9999999999999999,-0.0407098679465054,1.75799198327906,0.0,1
global_Mean_PCA_3,23,43,45,0.7747015675122494,-0.026396149630394532,2.29206875129228,0.0050000000000000044,3
global_Mean_PCA_3,24,45,49,0.3620215253171178,0.000682771553498533,1.952501688779111,0.02399999999999991,10
global_Mean_PCA_3,25,49,51,0.4157996333893222,-0.007531658989828186,1.3434721869006927,0.09499999999999997,3
global_Mean_PCA_3,26,51,52,1.0,0.0295214106191926,1.6414191412631527,0.0,1
global_Mean_PCA_3,27,52,55,0.35628652619539986,-0.012935991477461488,1.604903217423647,0.05599999999999994,6
global_Mean_PCA_3,28,55,56,1.0,-0.021178390088642664,1.7931780692557715,0.0,1
global_Mean_PCA_3,29,56,58,0.9337311457901426,0.027328458921378095,2.655566520296014,0.0,3
global_Mean_PCA_3,30,58,61,0.5579623477041972,0.016525375787274952,2.282870420612102,0.0119999999999999,6
global_Mean_PCA_3,31,61,64,0.6865996031283683,0.028444948952674444,2.789348744008463,0.0,6
global_Mean_PCA_3,32,64,67,0.32015757882385254,-0.012511247512528943,1.4265738475696348,0.07299999999999995,6
global_Mean_PCA_3,33,67,68,1.0,0.02208528112944198,1.6706752223617336,0.0,1
global_Mean_PCA_3,34,68,69,1.0000000000000002,0.015194841814998033,1.715419478598262,0.0,1
global_Mean_PCA_3,35,69,70,1.0000000000000002,-0.003720841591432146,1.7392694723708018,0.0,1
global_Mean_PCA_3,36,70,71,1.0,0.007177671549092269,1.817126144925998,0.0,1
global_Mean_PCA_3,37,71,72,1.0000000000000002,0.008910695972723799,1.6614476463468968,0.0,1
global_Mean_PCA_3,38,72,73,1.0,-0.034179367474885265,1.7651398677718222,0.0,1
global_Mean_PCA_3,39,73,79,0.2549858470877055,0.0034620119612664276,2.043316944053174,0.020000000000000018,21
global_Mean_PCA_3,40,79,84,0.39826926159760223,-0.026236778295994013,2.732780923054226,0.0019999999999998908,15
global_Mean_PCA_3,41,84,85,1.0,-0.016368559409514143,1.7632055841732703,0.0,1
global_Mean_PCA_3,42,85,86,1.0,-0.027075399975917486,1.7051348418130687,0.0,1
global_Mean_PCA_3,43,86,90,0.24501103995992474,0.011445394225155555,1.2699611033226859,0.10599999999999998,10
global_Mean_PCA_3,44,90,91,1.0000000000000002,-0.023794148553098478,1.8085436325173212,0.0,1
global_Mean_PCA_3,45,91,92,1.0,-0.02840669151546426,1.6957594552626247,0.0,1
global_Mean_PCA_3,46,92,96,0.466831291663265,-0.005035117207081133,2.601704210345375,0.0039999999999998925,10
global_Mean_PCA_3,47,96,98,0.8241852221534632,0.01998966735103752,2.3663064946465253,0.0039999999999998925,3
global_Mean_PCA_3,48,98,99,1.0,-0.021699860055493188,1.8130911751484053,0.0,1
global_Mean_PCA_3,49,99,103,0.291282048867863,-0.020359371664746797,1.6448717524287546,0.04799999999999993,10
global_Mean_PCA_3,50,103,108,0.22382665573176866,0.008913843383613755,1.464350515027484,0.06499999999999995,15
global_Mean_PCA_3,51,108,109,0.9999999999999999,0.011399455520843626,1.7617070824403709,0.0,1
global_Mean_PCA_3,52,109,117,0.11540328362943897,0.0016630910107305536,1.192744211508441,0.12199999999999989,36
global_Mean_PCA_3,53,117,124,0.20351375814278397,0.0066475054863398345,1.880202248177656,0.028999999999999915,28
global_Mean_PCA_3,54,124,125,1.0000000000000002,-0.012925001171536365,1.8996305008473562,0.0,1
global_Mean_PCA_3,55,125,128,0.3728071286341515,-0.021091980020915068,1.7320688005929343,0.030999999999999917,6
