0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1.0,0.9513495916553703,-0.5508797296111225,-0.7142304605449772,-0.661732952294803,0.13878538051699385,0.5699179610723675,-0.6456268945414074,0.15456174079069596,-0.8647168097658375,0.10231193944569658,-0.8063662994209724,0.9236149708458853,0.6636733883787425,0.008828324233014155,-0.1767202501419319,-0.7810338105572654,-0.38292266277358783,1.0,-1.0,0.8440411949353558,1.0,0.11367107050344905,0.45447999952663565,0.1761601183861586,-0.7548539923224904
0.9513495916553703,1.0,-1.0,-1.0,-1.0,0.27776909915304365,1.0,-1.0,0.3093443656891578,-1.0,0.20477009283374817,-1.0,1.0,1.0,0.017669265019848817,-0.3536930511064482,-1.0,-0.766392560136262,1.0,-1.0,1.0,1.0,0.22750458827786244,0.9096094961971268,0.35257198711088483,-1.0
-0.5508797296111225,-1.0,1.0,0.8277424611761284,0.7669015714562243,-0.16084241542533279,-0.6604945067822618,0.7482357925219737,-0.17912609835785753,1.0,-0.11857228337736353,0.9345213655308255,-1.0,-0.7691503992906594,-0.010231401812686778,0.20480623954420682,0.9051628071409161,0.44378021497777637,-1.0,1.0,-0.978183898089062,-1.0,-0.131736710852764,-0.5267100944931109,-0.20415708655547413,0.8748222540899282
-0.7142304605449772,-1.0,0.8277424611761284,1.0,0.9943086178910776,-0.20853653941033035,-0.8563489821989588,0.970107930938861,-0.23224182856768225,1.0,-0.15373217058516,1.0,-1.0,-0.9972242839676073,-0.013265289020263216,0.26553682578846216,1.0,0.5753730447625579,-1.0,1.0,-1.0,-1.0,-0.17080020666120801,-0.6828938752730385,-0.2646951813909927,1.0
-0.661732952294803,-1.0,0.7669015714562243,0.9943086178910776,1.0,-0.1932086455400476,-0.7934054503259058,0.8988028663674584,-0.21517154385598777,1.0,-0.1424325182468187,1.0,-1.0,-0.923926107865012,-0.012290261129054481,0.24601928562093942,1.0,0.5330818616879766,-1.0,1.0,-1.0,-1.0,-0.1582460161671671,-0.6326996748971752,-0.24523950393605454,1.0
0.13878538051699385,0.27776909915304365,-0.16084241542533279,-0.20853653941033035,-0.1932086455400476,1.0,0.166401079084667,-0.18850609960708187,0.04512796965440891,-0.2524746017425745,0.02987239969586996,-0.2354377849553709,0.26967131816362094,0.19377520192239917,0.0025776388519475582,-0.05159767252184522,-0.2280413634162261,-0.11180336231482293,0.30000789016221724,-0.40091432191350984,0.24643786513568205,0.3234934996741375,0.03318896768386175,0.13269622561347602,0.05143412875773066,-0.2203975439508595
0.5699179610723675,1.0,-0.6604945067822618,-0.8563489821989588,-0.7934054503259058,0.166401079084667,1.0,-0.7740945878994645,0.1853166403908599,-1.0,0.12267010447058135,-0.966818132149946,1.0,0.7957319969481764,0.01058499586491382,-0.2118842792388282,-0.9364449511483276,-0.4591171206516013,1.0,-1.0,1.0,1.0,0.13628949044937122,0.5449130309108527,0.2112126917254816,-0.9050558380567395
-0.6456268945414074,-1.0,0.7482357925219737,0.970107930938861,0.8988028663674584,-0.18850609960708187,-0.7740945878994645,1.0,-0.20993443831331576,1.0,-0.13896582317460046,1.0,-1.0,-0.901438475653953,-0.011991125873869732,0.24003137039181432,1.0,0.5201070699357152,-1.0,1.0,-1.0,-1.0,-0.1543944330371529,-0.6173002641996878,-0.23927056797765828,1.0
0.15456174079069596,0.3093443656891578,-0.17912609835785753,-0.23224182856768225,-0.21517154385598777,0.04512796965440891,0.1853166403908599,-0.20993443831331576,1.0,-0.2811745286528343,0.03326813012573586,-0.2622010600471845,0.30032607340502404,0.2158025032580958,0.002870650688153442,-0.05746301271803004,-0.25396385390592213,-0.12451255486175636,0.33411114039305007,-0.4464880614373212,0.27445156896370504,0.36026646508337967,0.03696170735818751,0.1477804041807014,0.05728087819649149,-0.24545112700013536
-0.8647168097658375,-1.0,1.0,1.0,1.0,-0.2524746017425745,-1.0,1.0,-0.2811745286528343,1.0,-0.18612310654651196,1.0,-1.0,-1.0,-0.01606024810741246,0.32148468814385783,1.0,0.6966025270228646,-1.0,1.0,-1.0,-1.0,-0.20678732981890913,-0.8267776941131251,-0.3204657116390169,1.0
