0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,0.9110487357920565,0.631084573722141,0.193323806432727,0.22205912670608577,1.0,0.03933497750692211,-0.3650019282069488,0.5897015616845781,0.05346083520351976,0.5140200557325965,0.7940336031504232,0.3738843048456834,-0.528790879809852,0.07935414728605016,-0.9733123058020412,-0.11922195716361966,-0.35361154490157737,0.0685571500232524,-0.23560339473638184,-0.34803653521805766,0.27033152442608543,0.15486472175693236,-0.04127475979965269,-0.24571369414124752,0.13775170016629804,-0.24242130653828528,-0.2334634664059667,-0.11860937054985451,-0.0844196966940943,-0.628264784230195,-0.7807036975407334,-0.5341828402015323,0.24041824694874853,-0.26860402378644915,-0.32011235761994167,0.5469841742334898,-0.19635653859277605,-0.5026145603354192,-0.0017162223126467014
0.9110487357920565,1.0,1.0,0.8735690356242182,1.0,1.0,0.17774230189792747,-1.0,1.0,0.24157257770866064,1.0,1.0,1.0,-1.0,0.358576251919494,-1.0,-0.5387262544972536,-1.0,0.30978804181469405,-1.0,-1.0,1.0,0.6997846159443011,-0.18650756354909023,-1.0,0.6224562928401884,-1.0,-1.0,-0.5359581696591903,-0.38146586491101037,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.8872729914755245,-1.0,-0.007755064925732522
0.631084573722141,1.0,1.0,0.605122339568893,0.6950666902049185,1.0,0.12312230994769542,-1.0,1.0,0.1673376200820783,1.0,1.0,1.0,-1.0,0.24838620833248948,-1.0,-0.37317633548632084,-1.0,0.21459055551279058,-0.7374615680498927,-1.0,0.8461639957252868,0.48474165947508685,-0.12919401741554887,-0.769107789705182,0.43117623546911416,-0.7588022959026616,-0.7307633839943188,-0.37125887973293875,-0.2642418712513972,-1.0,-1.0,-1.0,0.7525325243340049,-0.840756750503125,-1.0,1.0,-0.6146150865504362,-1.0,-0.005371942960426319
0.193323806432727,0.8735690356242182,0.605122339568893,1.0,0.21292382015056935,1.0,0.037716773007920854,-0.3499860873496692,0.5654417862717634,0.05126150601789925,0.4928737472945915,0.7613677970304102,0.3585030512501839,-0.5070369133664099,0.07608959125242598,-0.9332711401014895,-0.11431727640136544,-0.3390642938510888,0.06573677244487937,-0.22591088955380514,-0.33371863489619885,0.2592103361917417,0.14849373071112473,-0.039576754455903855,-0.23560526061651468,0.13208472295968982,-0.23244831878648142,-0.22385899589053093,-0.11372989103283421,-0.08094674865514692,-0.6024185536018327,-0.748586271376577,-0.5122070535075837,0.23052766321100532,-0.25755390332649514,-0.3069432320701602,0.524481752528244,-0.1882786126780294,-0.4819374634016487,-0.0016456185181708436
0.22205912670608577,1.0,0.6950666902049185,0.21292382015056935,1.0,1.0,0.043322929704599195,-0.4020074213839341,0.6494880872642552,0.058880928686527625,0.5661336589639233,0.8745362055011158,0.41179033224645983,-0.5824020138413434,0.08739941808882372,-1.0,-0.13130920104213342,-0.3894622311607998,0.0755077739826431,-0.25948989818369644,-0.38332200259249616,0.2977389176741606,0.17056558512629685,-0.04545937561702929,-0.2706252239972772,0.15171757049926748,-0.2669990397276071,-0.2571330145521972,-0.13063450771603566,-0.0929785350689021,-0.6919610181114275,-0.8598548557127269,-0.5883406347793531,0.2647929011890417,-0.29583627545801994,-0.35256674963909024,0.6024398240897827,-0.21626402397195355,-0.553571824518967,-0.0018902204429930944
1.0,1.0,1.0,1.0,1.0,1.0,0.2146458907693429,-1.0,1.0,0.29172887137187675,1.0,1.0,1.0,-1.0,0.43302533038078955,-1.0,-0.650578818562848,-1.0,0.3741075111269322,-1.0,-1.0,1.0,0.8450767804408551,-0.22523103215015297,-1.0,0.7516932323650924,-1.0,-1.0,-0.6472360125484845,-0.46066737910789024,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.009365203450070513
0.03933497750692211,0.17774230189792747,0.12312230994769542,0.037716773007920854,0.043322929704599195,0.2146458907693429,1.0,-0.0712105514973163,0.11504863448989319,0.010430014923623375,0.10028344734838197,0.15491307420075803,0.0729434709428611,-0.10316518151833089,0.01548170613672752,-0.18988969843466272,-0.023259771152214826,-0.0689883290533805,0.013375251156131049,-0.045965367241307224,-0.06790066489742232,0.05274069930550381,0.03021354516663521,-0.00805255583906412,-0.04793784996204308,0.02687485676232735,-0.04729551708971661,-0.04554787499045207,-0.023140257727120382,-0.016469976441916716,-0.1225721792516352,-0.15231245799432808,-0.10421713342178916,0.04690472743347122,-0.05240367020030215,-0.06245275919281627,0.10671462723174023,-0.03830844804569845,-0.09805827659018096,-0.0003348287445382447
-0.3650019282069488,-1.0,-1.0,-0.3499860873496692,-0.4020074213839341,-1.0,-0.0712105514973163,1.0,-1.0,-0.0967834685472958,-0.9305624146590142,-1.0,-0.6768659659095141,0.9573029543841508,-0.14365973873620416,1.0,0.21583490974964312,0.640164930152256,-0.12411326436835839,0.4265274505588617,0.630072144053765,-0.48939793948284604,-0.28036121901554156,0.07472225979372411,0.4448307531677619,-0.24938045374015536,0.43887033951534243,0.4226534054663795,0.2147259061764642,0.15283021727328347,1.0,1.0,0.9670643549868503,-0.4352440764005917,0.4862705378404066,0.5795192719561284,-0.9902394046269991,0.3554764306356857,0.9099143383460137,0.003106983786988675
0.5897015616845781,1.0,1.0,0.5654417862717634,0.6494880872642552,1.0,0.11504863448989319,-1.0,1.0,0.1563645508065128,1.0,1.0,1.0,-1.0,0.23209842397299768,-1.0,-0.34870550950418633,-1.0,0.20051890186808738,-0.6891029451036034,-1.0,0.7906772729009235,0.4529550008171968,-0.120722193193392,-0.7186739837703748,0.40290209902890756,-0.7090442668634412,-0.68284399065836,-0.3469137898214163,-0.2469143608127736,-1.0,-1.0,-1.0,0.7031856319999146,-0.7856246047092206,-0.9362783955077546,1.0,-0.5743120517683136,-1.0,-0.005019680855705149
0.05346083520351976,0.24157257770866064,0.1673376200820783,0.05126150601789925,0.058880928686527625,0.29172887137187675,0.010430014923623375,-0.0967834685472958,0.1563645508065128,1.0,0.13629693448761315,0.21054498707314476,0.09913870876277432,-0.14021354828338511,0.0210414494402408,-0.258082310408722,-0.031612749548955835,-0.09376320832622645,0.018178530742461348,-0.06247231036866238,-0.09228494552085882,0.07168077911303614,0.0410637417749467,-0.010944365243467844,-0.06515314509537584,0.03652607372754042,-0.06428013959213878,-0.06190488956823644,-0.0314503168254985,-0.022384624376922898,-0.1665899281207114,-0.20701044547044295,-0.14164327396056176,0.0637490107410266,-0.07122271713883506,-0.08488060446010684,0.14503766016485303,-0.05206566159884747,-0.1332726671626111,-0.000455071426696773
0.5140200557325965,1.0,1.0,0.4928737472945915,0.5661336589639233,1.0,0.10028344734838197,-0.9305624146590142,1.0,0.13629693448761315,1.0,1.0,0.9532077905162215,-1.0,0.20231122414741282,-1.0,-0.30395311302478584,-0.9015229445263292,0.17478457547108242,-0.6006643991848766,-0.8873096100973065,0.6892028142540679,0.39482336471910123,-0.10522886915232577,-0.6264403304884042,0.35119418508237477,-0.6180464785083433,-0.5952087105419955,-0.3023913402382874,-0.2152257035636735,-1.0,-1.0,-1.0,0.6129397329700337,-0.6847985987080243,-0.8161176844526373,1.0,-0.5006056148376834,-1.0,-0.004375461760417593
0.7940336031504232,1.0,1.0,0.7613677970304102,0.8745362055011158,1.0,0.15491307420075803,-1.0,1.0,0.21054498707314476,1.0,1.0,1.0,-1.0,0.31252070512811325,-1.0,-0.46953223484613044,-1.0,0.26999885449726363,-0.9278776418347954,-1.0,1.0,0.6099042545121474,-0.16255252532779144,-0.9676950679823564,0.5425079840299134,-0.9547286468131668,-0.9194499548944491,-0.4671196829249836,-0.33247037539747726,-1.0,-1.0,-1.0,0.9468399904953173,-1.0,-1.0,1.0,-0.773311616295542,-1.0,-0.006759004105627071
0.3738843048456834,1.0,1.0,0.3585030512501839,0.41179033224645983,1.0,0.0729434709428611,-0.6768659659095141,1.0,0.09913870876277432,0.9532077905162215,1.0,1.0,-0.9805990652841248,0.1471557200137433,-1.0,-0.22108728463325375,-0.6557434396917935,0.1271335792620308,-0.43690706000704804,-0.645405044130631,0.5013075117036334,0.2871838513079904,-0.0765406371870866,-0.4556557762287026,0.25544916446543864,-0.4495503150165524,-0.4329387394464993,-0.2199512932918757,-0.15654936352072815,-1.0,-1.0,-0.9905980110337792,0.4458358062453072,-0.49810400427341023,-0.5936219603123419,1.0,-0.36412700286309857,-0.9320572401708825,-0.0031825927031991896
-0.528790879809852,-1.0,-1.0,-0.5070369133664099,-0.5824020138413434,-1.0,-0.10316518151833089,0.9573029543841508,-1.0,-0.14021354828338511,-1.0,-1.0,-0.9805990652841248,1.0,-0.20812481734753926,1.0,0.31268747642199707,0.9274290092152431,-0.17980716590682255,0.6179250256349188,0.9128072419632967,-0.7090076709116302,-0.40616896572594174,0.10825271442210281,0.644441651279972,-0.36128606275709624,0.6358065944878706,0.6123125629201595,0.3110808247035956,0.2214104058311982,1.0,1.0,1.0,-0.6305531020685543,0.7044768963095664,0.8395695529331508,-1.0,0.5149909630091961,1.0,0.004501194550800209
