Time(s),VisualChange
0.0,0.0013093352317810059
1.0,0.0046536922454833984
2.0,0.25326037406921387
3.0,0.01663672924041748
4.0,0.12786650657653809
5.0,0.024013638496398926
6.0,0.03863447904586792
7.0,0.12792271375656128
8.0,0.010023832321166992
9.0,0.061228156089782715
10.0,0.1779942512512207
11.0,0.004415154457092285
12.0,0.005058407783508301
13.0,0.003924965858459473
14.0,0.009890913963317871
15.0,0.01523888111114502
16.0,0.05468153953552246
17.0,0.07219827175140381
18.0,0.12280917167663574
19.0,0.028257668018341064
20.0,0.14339417219161987
21.0,0.09585356712341309
22.0,0.022701263427734375
23.0,0.06301498413085938
24.0,0.08780419826507568
25.0,0.03849446773529053
26.0,0.09825444221496582
27.0,0.009424090385437012
28.0,0.012060105800628662
29.0,0.07548552751541138
30.0,0.12060719728469849
31.0,0.14155560731887817
32.0,0.0008748173713684082
33.0,0.06619715690612793
34.0,0.002658247947692871
35.0,0.00758814811706543
36.0,0.00637131929397583
37.0,0.0047563910484313965
38.0,0.06934738159179688
39.0,0.0025234222412109375
40.0,0.0006129741668701172
41.0,0.06427901983261108
42.0,0.004644036293029785
43.0,0.00726395845413208
44.0,0.005717754364013672
45.0,0.0068558454513549805
46.0,0.008288443088531494
47.0,0.22282445430755615
48.0,0.020252466201782227
49.0,0.038709402084350586
50.0,0.03402554988861084
51.0,0.03382676839828491
52.0,0.032793521881103516
53.0,0.029034137725830078
54.0,0.03526866436004639
55.0,0.2969261407852173
56.0,0.38533055782318115
57.0,0.03021097183227539
58.0,0.05427050590515137
59.0,0.028498470783233643
60.0,0.032530009746551514
61.0,0.006456732749938965
62.0,0.03413033485412598
63.0,0.24780678749084473
64.0,0.20653116703033447
65.0,0.19270074367523193
66.0,0.008144795894622803
67.0,0.014890551567077637
68.0,0.011958301067352295
69.0,0.016508817672729492
70.0,0.014302194118499756
71.0,0.01245182752609253
72.0,0.004596412181854248
73.0,0.009056389331817627
74.0,0.2864342927932739
75.0,0.09454905986785889
76.0,0.037047743797302246
77.0,0.12238729000091553
78.0,0.14619743824005127
79.0,0.028732240200042725
80.0,0.021503686904907227
81.0,0.016158461570739746
82.0,0.3003622889518738
83.0,0.02001357078552246
84.0,0.13790053129196167
85.0,0.042508065700531006
86.0,0.046929121017456055
87.0,0.07288289070129395
88.0,0.03551340103149414
89.0,0.12356483936309814
90.0,0.018141329288482666
91.0,0.024749755859375
92.0,0.15955042839050293
93.0,0.08003342151641846
94.0,0.15682518482208252
95.0,0.01541292667388916
96.0,0.20814871788024902
97.0,0.07923805713653564
98.0,0.03315192461013794
99.0,0.19998979568481445
100.0,0.1480569839477539
101.0,0.041905999183654785
102.0,0.16677892208099365
103.0,0.07761543989181519
104.0,0.0011270642280578613
105.0,0.06976485252380371
106.0,0.010362625122070312
107.0,0.07752931118011475
108.0,0.003812432289123535
109.0,0.08276903629302979
110.0,0.09824031591415405
111.0,0.0845632553100586
112.0,0.012205362319946289
113.0,0.013296127319335938
114.0,0.08006095886230469
115.0,0.007236599922180176
116.0,0.006602764129638672
117.0,0.008865416049957275
118.0,0.11662471294403076
119.0,0.10742461681365967
120.0,0.21788299083709717
121.0,0.06507635116577148
122.0,0.052078962326049805
123.0,0.05923604965209961
124.0,0.05341380834579468
125.0,0.2582550644874573
126.0,0.0713202953338623
127.0,0.017717480659484863
128.0,0.016127407550811768
129.0,0.25260162353515625
130.0,0.1013069748878479
131.0,0.06851744651794434
132.0,0.06914806365966797
133.0,0.09541583061218262
134.0,0.2853572368621826
135.0,0.006447136402130127
136.0,0.017883121967315674
137.0,0.2600981593132019
138.0,0.24891459941864014
139.0,0.014990568161010742
140.0,0.02899754047393799
141.0,0.019901394844055176
142.0,0.010361969470977783
143.0,0.007329821586608887
144.0,0.010159015655517578
145.0,0.008093655109405518
146.0,0.08285605907440186
147.0,0.03894948959350586
148.0,0.016991257667541504
149.0,0.002142190933227539
150.0,0.0024439096450805664
151.0,0.0018020272254943848
152.0,0.1278756856918335
153.0,0.00912463665008545
154.0,0.13803505897521973
155.0,0.007115304470062256
156.0,0.005803525447845459
157.0,0.12665832042694092
158.0,0.030882537364959717
159.0,0.019931018352508545
160.0,0.012154877185821533
161.0,0.10789680480957031
162.0,0.011577188968658447
163.0,0.01309502124786377
164.0,0.014731109142303467
165.0,0.013334333896636963
166.0,0.01891624927520752
167.0,0.058051347732543945
168.0,0.06073558330535889
169.0,0.013374149799346924
170.0,0.026991069316864014
171.0,0.017155468463897705
172.0,0.011522054672241211
173.0,0.009422481060028076
174.0,0.00808095932006836
175.0,0.011289000511169434
176.0,0.06268596649169922
177.0,0.06671857833862305
178.0,0.0061533451080322266
179.0,0.05108159780502319
180.0,
