video,event_index,start_idx,end_idx,within_mean,across_mean,z,p,n_pairs
global_Mean_PCA_5,1,0,2,0.7471517186300977,0.007085171015052817,2.2164065829970365,0.010000000000000009,3
global_Mean_PCA_5,2,2,4,0.3385016938568513,0.004567774112669463,1.0145061029515918,0.16699999999999993,3
global_Mean_PCA_5,3,4,11,0.1281703344447753,-0.009973305771272985,1.2496443829185597,0.09999999999999998,28
global_Mean_PCA_5,4,11,12,1.0,-0.024740753348410686,1.8640357564260106,0.0,1
global_Mean_PCA_5,5,12,13,1.0000000000000002,-0.017735610509571963,1.8391110750177928,0.0,1
global_Mean_PCA_5,6,13,14,1.0,0.04908919584457738,1.6022200301340144,0.0,1
global_Mean_PCA_5,7,14,15,0.9999999999999999,-0.03104190585159122,1.7120815816415549,0.0,1
global_Mean_PCA_5,8,15,17,0.5354721837864059,-0.023072821197737733,1.6622228134506247,0.04699999999999993,3
global_Mean_PCA_5,9,17,19,0.6076085969954489,-0.02521243665074542,1.9757551611287951,0.030000000000000027,3
global_Mean_PCA_5,10,19,20,1.0,0.03639176247061082,1.7420801305447329,0.0,1
global_Mean_PCA_5,11,20,21,1.0,0.00027210200810634966,1.7669996100438172,0.0,1
global_Mean_PCA_5,12,21,23,0.48668842392110934,0.006866793700604784,1.5261026067442363,0.06999999999999995,3
global_Mean_PCA_5,13,23,24,0.9999999999999999,0.009444870323885498,1.6620054230966397,0.0,1
global_Mean_PCA_5,14,24,26,0.403792503747606,0.007845646799778422,1.2404069777753073,0.10399999999999987,3
global_Mean_PCA_5,15,26,28,0.4894679298387992,0.014236510589346243,1.4589853847931729,0.08499999999999996,3
global_Mean_PCA_5,16,28,32,0.2549113311659168,0.011843936576469321,1.3240161781693611,0.09799999999999998,10
global_Mean_PCA_5,17,32,33,1.0,0.022738212558526368,1.7164441562283854,0.0,1
global_Mean_PCA_5,18,33,37,0.29572859613644475,-0.021579458424113428,1.7876207498770162,0.03399999999999992,10
global_Mean_PCA_5,19,37,38,1.0000000000000002,0.011601539104350586,1.7565366651368937,0.0,1
global_Mean_PCA_5,20,38,40,0.7958300857992809,-0.04948576371294296,2.5646981244653957,0.0039999999999998925,3
global_Mean_PCA_5,21,40,42,0.38729208177638963,0.017380848875531582,1.10886185328479,0.14500000000000002,3
global_Mean_PCA_5,22,42,43,1.0,0.03263179249300576,1.66105648670739,0.0,1
global_Mean_PCA_5,23,43,45,0.8286911203032346,0.026923743581794127,2.5971584472880145,0.0030000000000000027,3
global_Mean_PCA_5,24,45,49,0.22747492696876087,0.004983222221851957,1.2187520718895979,0.10999999999999999,10
global_Mean_PCA_5,25,49,51,0.3751958309883179,-0.01751154719505426,1.2136173025629142,0.11399999999999988,3
global_Mean_PCA_5,26,51,52,1.0000000000000002,0.003280323940352009,1.8054256374945938,0.0,1
global_Mean_PCA_5,27,52,55,0.5097641920189563,-0.00851656208344015,2.1925622468476424,0.013000000000000012,6
global_Mean_PCA_5,28,55,56,1.0,-0.001567010486810153,1.681939050958726,0.0,1
global_Mean_PCA_5,29,56,58,0.9431835597074301,-0.04592508535186758,3.004439955714299,0.0009999999999998899,3
global_Mean_PCA_5,30,58,61,0.27005971903684195,-0.010156664234932406,1.2056945048229484,0.121,6
global_Mean_PCA_5,31,61,64,0.5264272068021228,-0.039228111819309124,2.4175214802192837,0.010000000000000009,6
global_Mean_PCA_5,32,64,67,0.616011275797982,-0.04104200905386476,2.7088285420205516,0.0009999999999998899,6
global_Mean_PCA_5,33,67,68,1.0,-0.058839504831315274,1.8909394034269917,0.0,1
global_Mean_PCA_5,34,68,69,1.0,-0.028880521931263618,1.7879465195997617,0.0,1
global_Mean_PCA_5,35,69,70,1.0,-0.03664249593279308,1.8495113356727526,0.0,1
global_Mean_PCA_5,36,70,71,1.0000000000000002,-0.048784089206109243,1.8208027953693158,0.0,1
global_Mean_PCA_5,37,71,72,1.0,-0.0014372342730862631,1.7091051622637796,0.0,1
global_Mean_PCA_5,38,72,73,1.0,0.0033111977309252046,1.718572072491345,0.0,1
global_Mean_PCA_5,39,73,79,0.4312279480546925,0.006831315407171147,3.6105815819659415,0.0,21
global_Mean_PCA_5,40,79,84,0.17157405736095221,-0.010119439050621992,1.2277724916625294,0.11299999999999999,15
global_Mean_PCA_5,41,84,85,1.0000000000000002,-0.03331747872056941,1.8591907180871856,0.0,1
global_Mean_PCA_5,42,85,86,1.0000000000000002,-0.02287947815416121,1.7410266454657113,0.0,1
global_Mean_PCA_5,43,86,90,0.2731446466698676,0.015348935991778162,1.4467184590165683,0.06899999999999995,10
global_Mean_PCA_5,44,90,91,1.0000000000000002,-0.04166667051420863,1.843495247097104,0.0,1
global_Mean_PCA_5,45,91,92,1.0000000000000002,0.005151025590136462,1.7035527247082887,0.0,1
global_Mean_PCA_5,46,92,96,0.3743666530770026,0.025100857103431223,1.9701898817833314,0.025000000000000022,10
global_Mean_PCA_5,47,96,98,0.9333368150204908,0.022939539445062638,2.85295637073886,0.0,3
global_Mean_PCA_5,48,98,99,1.0000000000000002,-0.020821560555899135,1.8061144894455998,0.0,1
global_Mean_PCA_5,49,99,103,0.3367643290369269,-0.026661142114206456,1.9609247756500323,0.030000000000000027,10
global_Mean_PCA_5,50,103,108,0.24105180405483834,0.014031298104192999,1.548681521192755,0.06299999999999994,15
global_Mean_PCA_5,51,108,109,1.0000000000000002,-0.000987014120298034,1.7073877983719192,0.0,1
global_Mean_PCA_5,52,109,117,0.19582245768434048,0.008853872569314815,1.9015031294935119,0.02199999999999991,36
global_Mean_PCA_5,53,117,124,0.16628591044154817,-0.008851511796728526,1.5993272407119428,0.06000000000000005,28
global_Mean_PCA_5,54,124,125,1.0000000000000002,-0.017882503595579535,1.7618641024180182,0.0,1
global_Mean_PCA_5,55,125,128,0.46283787444436,-0.02034183217044438,2.0842782561170887,0.016999999999999904,6
