Time(s),BoundaryDensity
0.234,0.0012018046586114422
1.234,0.0014764565901585454
2.234,0.001669968433727509
3.234,0.0017442750854372874
4.234,0.0016906240103507907
5.234,0.0015367634966692715
6.234,0.0013347065777148358
7.234,0.0011421940148085002
8.234,0.0010134507437343089
9.234,0.0009912115967301955
10.234,0.0010849883502487125
11.234,0.0012497469736797342
12.234,0.0014001385686542832
13.234,0.0014653355324759233
14.234,0.001438510948965951
15.234,0.0013718523404561752
16.234,0.0013237904221613812
17.234,0.0013128647372910647
18.234,0.0013170384067639847
19.234,0.0013053029807292272
20.234,0.001263359462244838
21.234,0.00119479991132104
22.234,0.0011098702024923972
23.234,0.0010208284656405
24.234,0.0009448043442529354
25.234,0.0009001639623440394
26.234,0.000893060718826641
27.234,0.000910347193589633
28.234,0.0009300026671045458
29.234,0.0009363717444493084
30.234,0.0009245262066079664
31.234,0.0009031363874054609
32.234,0.0009165555613075795
33.234,0.0010784005348294695
34.234,0.001570960213676138
35.234,0.002564496397943205
36.234,0.004065762424329907
37.234,0.00579167896228975
38.234,0.007206394353408964
39.234,0.007769590898374083
40.234,0.007251477828681683
41.234,0.005870098977146199
42.234,0.004143603124627603
43.234,0.002595672658976114
44.234,0.0015436635438002332
45.234,0.0010689364681919623
46.234,0.0010962642722898938
47.234,0.001467348065332281
48.234,0.001974258786141009
49.234,0.0023983995095559125
50.234,0.0025908156514814038
51.234,0.002553886616116385
52.234,0.002441850339987515
53.234,0.002451077029759492
54.234,0.002671957010447276
55.234,0.0030171890999298704
56.234,0.003281270327073598
57.234,0.003279592069802391
58.234,0.002958060221182833
59.234,0.0024018533435466523
60.234,0.0017618601546350134
61.234,0.0011714795454874833
62.234,0.0007058997916062139
63.234,0.00038438749858075126
64.234,0.00019114197768198426
65.234,9.734015026464403e-05
66.234,7.835902024018975e-05
67.234,0.0001225770415029001
68.234,0.00022856439275200215
69.234,0.00039297965583611004
70.234,0.0005996844452625308
71.234,0.0008216353000153659
72.234,0.0010343755811674103
73.234,0.0012248913191783767
74.234,0.0013846721311524422
75.234,0.0014994714668935788
76.234,0.0015562707655939559
77.234,0.0015629429671038695
78.234,0.0015531668094149356
79.234,0.0015677886816924018
80.234,0.0016423313702626544
81.234,0.0018291841210390277
82.234,0.0022304771533160762
83.234,0.0029769568419851797
84.234,0.004125656419813402
85.234,0.005545303440985674
86.234,0.006907545708394357
87.234,0.007826637977351305
88.234,0.008054131979063768
89.234,0.007587642682983363
90.234,0.00664030879975138
91.234,0.0055269428071337764
92.234,0.004545109676039011
93.234,0.0038895479787657934
94.234,0.003613998933012219
95.234,0.0036522946665796903
96.234,0.0038893441164678647
97.234,0.004234230195509089
98.234,0.004641046569067737
99.234,0.0050716387659448985
100.234,0.005453985823443832
101.234,0.005692850287298046
102.234,0.005727008230645194
103.234,0.005569765229297201
104.234,0.005283917280090194
105.234,0.004913546166435561
106.234,0.004445280044846583
107.234,0.0038450699883391805
108.234,0.0031377850049286657
109.234,0.002449860825604444
110.234,0.0019703247988561963
111.234,0.0018610633174442769
112.234,0.0021873557352894723
113.234,0.0029182139419262035
114.234,0.003985357085097583
115.234,0.005331134821186615
116.234,0.0068784635964978585
117.234,0.008447330840387637
118.234,0.009735132074481942
119.234,0.01043551974404768
120.234,0.01041157046596833
121.234,0.009760752861882742
122.234,0.008722123965795922
123.234,0.007536826979068876
124.234,0.006384405989114622
125.234,0.0053957438543107555
126.234,0.004663392284389292
127.234,0.004214139323906663
128.234,0.003987994111328425
129.234,0.003872103384056557
130.234,0.0037718031052410735
131.234,0.00365286641003018
132.234,0.0035171869584759946
133.234,0.0033468914642011496
134.234,0.0030872494001459253
135.234,0.0026940477550411158
136.234,0.0021948045873834243
137.234,0.0016936594432392892
138.234,0.0013088286653631476
139.234,0.0010990760780882416
140.234,0.0010394871292330346
141.234,0.0010539430242131058
142.234,0.0010657769334908285
143.234,0.0010302992883738443
144.234,0.0009433659740648975
145.234,0.0008355441148062161
146.234,0.0007542025937278142
147.234,0.0007347467651081172
148.234,0.0007774630593963715
149.234,0.0008506804716728939
150.234,0.0009172649996849149
151.234,0.000957558520690817
152.234,0.0009711847055979817
153.234,0.0009687752223178609
154.234,0.0009705881607041522
155.234,0.0010074208301355282
156.234,0.001108450464017014
157.234,0.0012781342505338831
158.234,0.0014819988006009536
159.234,0.0016558804315533883
160.234,0.0017363171936949525
161.234,0.0016959786365018626
162.234,0.0015600848629260733
163.234,0.0013882964134807338
164.234,0.001235647929732788
165.234,0.0011254332803643336
166.234,0.0010493859432838685
167.234,0.0009817104262211027
168.234,0.0008925084853344237
169.234,0.0007617342709186134
