video,event_index,start_idx,end_idx,within_mean,across_mean,z,p,n_pairs
global_Mean_PCA_2,1,0,2,0.9505157834125368,-0.04949200203188104,3.0882709477298986,0.0,3
global_Mean_PCA_2,2,2,4,0.45247409177840137,-0.017995617242283667,1.3584983467204175,0.08699999999999986,3
global_Mean_PCA_2,3,4,11,0.2005538262953918,0.006215910226484853,1.77250812943597,0.03199999999999992,28
global_Mean_PCA_2,4,11,12,1.0000000000000002,-0.0960070136185538,2.01089449503487,0.0,1
global_Mean_PCA_2,5,12,13,1.0000000000000002,-0.051504328727912906,1.8643643781182317,0.0,1
global_Mean_PCA_2,6,13,14,1.0,-0.07467687830619713,1.9503883245172864,0.0,1
global_Mean_PCA_2,7,14,15,1.0,-0.05694627261689906,1.8023225384548234,0.0,1
global_Mean_PCA_2,8,15,17,0.46260468236397667,0.008860780866299284,1.4121279546095897,0.07699999999999985,3
global_Mean_PCA_2,9,17,19,0.5645815136039243,0.018770922203864424,1.6479631453561363,0.04299999999999993,3
global_Mean_PCA_2,10,19,20,1.0,-0.03511176823339637,1.8364396677401609,0.0,1
global_Mean_PCA_2,11,20,21,1.0,-0.08442264886089225,1.9723909246425901,0.0,1
global_Mean_PCA_2,12,21,23,0.7502206199425773,-0.00559437240686968,2.3542495040230635,0.005999999999999894,3
global_Mean_PCA_2,13,23,24,0.9999999999999999,0.017104568069798126,1.6570703469170542,0.0,1
global_Mean_PCA_2,14,24,26,0.7413797903802477,0.028623420481510942,2.1500051692220707,0.008000000000000007,3
global_Mean_PCA_2,15,26,28,0.4183712954028769,-0.008048885115512688,1.299607338387309,0.10499999999999998,3
global_Mean_PCA_2,16,28,32,0.2147342100743514,0.0013695819808666157,1.1209823834824613,0.1459999999999999,10
global_Mean_PCA_2,17,32,33,1.0000000000000002,0.07755341670633374,1.6674906987005702,0.0,1
global_Mean_PCA_2,18,33,37,0.22613094730560207,0.0028567334374587448,1.1980441395497778,0.123,10
global_Mean_PCA_2,19,37,38,1.0,0.018186543516825672,1.650099266339667,0.0,1
global_Mean_PCA_2,20,38,40,0.4978761666439942,0.002267379222108475,1.4908095377986108,0.06699999999999984,3
global_Mean_PCA_2,21,40,42,0.8330691387054795,-0.007534265652866996,2.5321660983052556,0.0009999999999998899,3
global_Mean_PCA_2,22,42,43,1.0000000000000002,0.04430810573066122,1.7138571379561192,0.0,1
global_Mean_PCA_2,23,43,45,0.5308456520865429,0.03155536297384394,1.511155537827262,0.06000000000000005,3
global_Mean_PCA_2,24,45,49,0.25550938523169314,-0.00848743748302893,1.445153022160507,0.06799999999999995,10
global_Mean_PCA_2,25,49,51,0.7294167258883754,-0.0017972502429569879,2.173074749669869,0.0119999999999999,3
global_Mean_PCA_2,26,51,52,1.0,0.01900522387950803,1.6713699033969878,0.0,1
global_Mean_PCA_2,27,52,55,0.3310600528035773,-0.0023822216537925513,1.3649527142519768,0.08999999999999997,6
global_Mean_PCA_2,28,55,56,1.0,-0.0011991990453068429,1.68141201707974,0.0,1
global_Mean_PCA_2,29,56,58,0.8237534482023209,0.01611233785184628,2.3827367646707267,0.0050000000000000044,3
global_Mean_PCA_2,30,58,61,0.3059133694517225,-0.016626671932042675,1.3769698938407038,0.09099999999999997,6
global_Mean_PCA_2,31,61,64,0.47979054181987985,-0.0044976376592235036,2.098173638707987,0.018000000000000016,6
global_Mean_PCA_2,32,64,67,0.8139003816256118,0.02816481499912141,3.3692642405920683,0.0,6
global_Mean_PCA_2,33,67,68,1.0000000000000002,-0.016528936510408616,1.7241960065366326,0.0,1
global_Mean_PCA_2,34,68,69,1.0,-0.08782785113938409,1.9171890454366107,0.0,1
global_Mean_PCA_2,35,69,70,1.0,-0.11115533943666776,2.0339996340338278,0.0,1
global_Mean_PCA_2,36,70,71,1.0000000000000002,-0.06410749614798052,1.9021352659304342,0.0,1
global_Mean_PCA_2,37,71,72,1.0000000000000002,0.06803493664299133,1.7066170180209304,0.0,1
global_Mean_PCA_2,38,72,73,1.0,0.061073957919734835,1.6858240758808771,0.0,1
global_Mean_PCA_2,39,73,79,0.14972896106190908,0.004826303930517585,1.2051166231220263,0.11299999999999999,21
global_Mean_PCA_2,40,79,84,0.171102139555339,-0.006160072970300017,1.1329974797786877,0.12399999999999989,15
global_Mean_PCA_2,41,84,85,1.0,-0.06868017559303109,1.9398364354636997,0.0,1
global_Mean_PCA_2,42,85,86,1.0000000000000002,0.001163356792020064,1.6780098878240626,0.0,1
global_Mean_PCA_2,43,86,90,0.22058705160525244,-0.01052776160963063,1.2846291724000563,0.10099999999999998,10
global_Mean_PCA_2,44,90,91,1.0,0.0594484705116738,1.7025207281629966,0.0,1
global_Mean_PCA_2,45,91,92,1.0,0.02450418895381595,1.6755738160233808,0.0,1
global_Mean_PCA_2,46,92,96,0.2819236687186944,0.01244839509701621,1.3959718388729216,0.07899999999999996,10
global_Mean_PCA_2,47,96,98,0.42547862585010127,-0.010011218153958706,1.308728151458498,0.09999999999999998,3
global_Mean_PCA_2,48,98,99,1.0,-0.008844108651481275,1.739728074353254,0.0,1
global_Mean_PCA_2,49,99,103,0.21433014086209648,-0.013054598615831754,1.2364535953450715,0.11099999999999999,10
global_Mean_PCA_2,50,103,108,0.2218526537653738,-0.003677683881310656,1.4838114199797134,0.07799999999999996,15
global_Mean_PCA_2,51,108,109,0.9999999999999999,-0.06616457232747038,1.908493814073232,0.0,1
global_Mean_PCA_2,52,109,117,0.1258685966932856,-0.0026365527143509143,1.3128124106898325,0.09199999999999986,36
global_Mean_PCA_2,53,117,124,0.16994226877044688,-0.012232430203361403,1.66895425105676,0.04899999999999993,28
global_Mean_PCA_2,54,124,125,1.0000000000000002,0.0720454383562577,1.6385698025287108,0.0,1
global_Mean_PCA_2,55,125,128,0.7345018841641316,0.020443539858245333,3.076625295744129,0.0,6
