time,rolling_r_60s
166,0.2418127808207414
167,0.2273117523700674
168,0.2095649057900592
169,0.19310173806193906
170,0.18110786261255402
171,0.1728225591633234
172,0.16524587996853432
173,0.15849297191416267
174,0.16055296253667242
175,0.1848610268702528
176,0.23814299749129478
177,0.3131169339703992
178,0.3973318097434069
179,0.48172430282117207
180,0.5596013309916793
181,0.6241634344792026
182,0.6702087733333429
183,0.6972205945094821
184,0.7088797889529868
185,0.7098938030873041
186,0.7037481356237418
187,0.6923744390512555
188,0.6767993908288884
189,0.657555228495291
190,0.6342724588024509
191,0.6047908275396873
192,0.5660789502610425
193,0.5187118318560997
194,0.4702045571993164
195,0.43051786987756274
196,0.40409104646718896
197,0.38714982256971625
198,0.37071498726307744
199,0.345064559793338
200,0.30316590818600586
201,0.24287948314998106
202,0.16814382071635295
203,0.08820286625032352
204,0.014003359021165012
205,-0.04684081176790467
206,-0.09353579381635782
207,-0.13083292708985478
208,-0.16307663901281355
209,-0.19017163378653143
210,-0.20999138721244626
211,-0.22091289045550974
212,-0.22118110721383616
213,-0.20939731851787305
214,-0.18669246751787547
215,-0.15703998136555194
216,-0.12506631145814912
217,-0.09408236416172361
218,-0.06541239608059672
219,-0.03797292158866899
220,-0.008707692047554255
221,0.024777091656100494
222,0.06030428740140251
223,0.09012893145838963
224,0.10631584310214513
225,0.10802719423773466
226,0.10122199034704378
227,0.09149752363755498
228,0.07905099054037416
229,0.06020529333092094
230,0.03294025209993345
231,0.000762358599848596
232,-0.028439241416742658
233,-0.04883138126820508
234,-0.06439795233594395
235,-0.08909615698678178
236,-0.13715877861546122
237,-0.21192877940063143
238,-0.299773623234245
239,-0.3752667967829754
240,-0.42072390301536206
241,-0.43990192319099986
242,-0.4489675078739019
243,-0.4607643518540968
244,-0.4782596225630676
245,-0.4966351889550558
246,-0.5106462983487001
247,-0.5202546439926019
248,-0.5279424732129276
249,-0.5347107629828534
250,-0.5395769090779858
251,-0.5401930290625545
252,-0.5342171325754168
253,-0.5212791310896912
254,-0.5036805640460585
255,-0.485012248230328
256,-0.4679594301257747
257,-0.45304435431795065
258,-0.43869376861467557
259,-0.4222762613972788
260,-0.4020666519548398
261,-0.37875230716625863
262,-0.3552444329804409
263,-0.3359351008666456
264,-0.3261183999947473
265,-0.32962822542535364
266,-0.3452617494138519
267,-0.36692488459040545
268,-0.3875043566314757
269,-0.4000272555327452
270,-0.39815864865219197
271,-0.38413489056426925
272,-0.36838603486472454
273,-0.3575225731460257
274,-0.352763946356295
275,-0.3538805284494812
276,-0.35966763424607523
277,-0.3668680910098
278,-0.3710151292191054
279,-0.36919598683246163
280,-0.362280669146275
281,-0.35462052549070233
282,-0.35109709974596953
283,-0.3536563813529871
284,-0.36040739805347316
285,-0.3681769292350844
286,-0.3754146203575373
287,-0.3822091147332907
288,-0.38823027955135975
289,-0.3914981922163643
290,-0.389447630970977
291,-0.38127278991440294
292,-0.369168062859459
293,-0.3572222674447514
294,-0.3491493472751352
295,-0.34679671185182864
296,-0.35002281316991796
297,-0.3571849707187864
298,-0.365766514144143
299,-0.3733616570786785
300,-0.37879285044438427
301,-0.3825156436296553
302,-0.3858458976611754
303,-0.3894309036273643
304,-0.39208298236840283
305,-0.39125851598259465
306,-0.3850325808122533
307,-0.3738629271573419
308,-0.36064248242607433
309,-0.34881241367095206
310,-0.33984506232057976
311,-0.33246980941319754
312,-0.3246596713030876
313,-0.31606390274286883
314,-0.30802488954840396
315,-0.30178625674338816
316,-0.2975790643255755
317,-0.29534012254495534
318,-0.2958349914217215
319,-0.30110483119176834
320,-0.3139138368993872
321,-0.3361834897899607
322,-0.3668299321738083
323,-0.40010130431600943
324,-0.4261514799165081
325,-0.43487093415547107
326,-0.4209168287487542
327,-0.38633546029371546
328,-0.33880603055236874
329,-0.2866793191490481
330,-0.2345638210579425
331,-0.18311744141597724
332,-0.1330591901911933
333,-0.08904016605926905
334,-0.057605561770786996
335,-0.04030201522912295
336,-0.03235058853838117
337,-0.02811654378827635
338,-0.02420262760392412
339,-0.018751709775487544
340,-0.010628759253054084
341,0.0006083558523402412
342,0.014278387270040388
343,0.02797621769160344
344,0.03793154318867132
345,0.041156226468187625
346,0.03786034628716216
347,0.031131943102755792
348,0.023663924759132374
349,0.01477159320681669
350,0.0047370139382596835
351,-0.0071746189321615274
352,-0.0185289223843521
353,-0.02444739886915176
354,-0.019648527126959175
355,-0.00046302364601945957
356,0.033454653967492545
357,0.0776303376317635
358,0.12212972381541413
359,0.15366891484209977
360,0.16304570925111214
361,0.15430117352538072
362,0.14256437279918838
363,0.13979806490452312
364,0.14560597864579577
365,0.14917386678264263
366,0.1354057661843327
367,0.0939412817462119
368,0.029526318511106566
369,-0.03929776573520253
370,-0.09506142045639884
371,-0.1311212354423704
372,-0.1492595090245256
373,-0.15409204991428258
374,-0.1503444094395076
375,-0.14237516385261814
376,-0.13393619083395114
377,-0.1276553426758715
378,-0.12452736470318349
379,-0.1236298761593383
380,-0.12260279781344018
381,-0.11934165254976009
382,-0.11384137306830357
383,-0.10846921326118548
384,-0.10708168907474588
385,-0.11477336055793244
386,-0.13797011367188375
387,-0.18283821575761258
388,-0.2512036201481613
389,-0.3355769199703531
390,-0.4181697252884643
391,-0.47921321827471003
392,-0.5093572825780789
393,-0.5129193349983978
394,-0.5007005061454255
395,-0.4821766771317536
396,-0.46261254060313145
397,-0.44410910620114386
398,-0.427881321182615
399,-0.41570664450574996
400,-0.40940526152854484
401,-0.40861889509052224
402,-0.4074167188522725
403,-0.3905933522018716
404,-0.3367992381437596
405,-0.23809346058000344
406,-0.11677767861222582
407,-0.008065032930245837
408,0.06732157994627692
409,0.10957989331841385
410,0.12594075616872147
411,0.1288495920624452
412,0.12774153686314366
413,0.1284032214414845
414,0.13409145241607479
415,0.14632767004128708
416,0.1652490340699408
417,0.18978979746609012
418,0.21780219205576853
419,0.24622636832146452
420,0.2711491886599187
421,0.28783957251965464
422,0.2919101553897126
423,0.2822111029995398
424,0.26304002034730367
425,0.24253200411369935
426,0.22936075532547248
427,0.23130873077059463
428,0.2536812578118614
429,0.2959227272042066
430,0.34974137707718383
431,0.40275751872739896
432,0.4460156865824474
433,0.47762382997725505
434,0.49980322132736854
435,0.5150545738388765
436,0.525227949887496
437,0.5318728697033147
438,0.5361350303045946
439,0.5387215670484347
440,0.540391324200402
441,0.5420938816085312
442,0.5440780180561057
443,0.5449960415321018
444,0.5430874268127927
445,0.538832390576831
446,0.5350594723463741
447,0.5338183246368496
448,0.5343150110620085
449,0.5341701838753027
450,0.5316814292885816
451,0.5264891769154952
452,0.5188149691898799
453,0.5086180571607345
454,0.49516508893172645
455,0.47693200242108663
456,0.4520837134837544
457,0.41968764375364176
458,0.3810929162527511
459,0.3401623928208257
460,0.30196275634299824
461,0.27059628979793426
462,0.2463865414290818
463,0.2230392796386884
464,0.1875251575870436
465,0.1244400231251633
466,0.023853809539563783
467,-0.10763639060668236
468,-0.24022859656166226
469,-0.33867014923643185
470,-0.3916914224380913
471,-0.41167103286348505
472,-0.41467829171240606
473,-0.4102187302819451
474,-0.4024152841101451
475,-0.3941083067100164
476,-0.38866643746304613
477,-0.3890243656225308
478,-0.39607961385698315
479,-0.4078282671678177
480,-0.4194481715597313
481,-0.42461202326235026
482,-0.4180285038825816
483,-0.3981272119278772
484,-0.36809885028003403
485,-0.33436194866314217
486,-0.3033613934762097
487,-0.27875267716552254
488,-0.26026131857077206
489,-0.2444658802359092
490,-0.22663055806255117
491,-0.20264165962638075
492,-0.17089622960609666
493,-0.13452509552497868
494,-0.10158369447155784
495,-0.07963014241498374
496,-0.06914396168664919
497,-0.06386490804207441
498,-0.056143230016731306
499,-0.0423288625645693
500,-0.025752137769551174
501,-0.014186121991084825
502,-0.01244796683084814
503,-0.018136536327932253
504,-0.02490271599423863
505,-0.027128907366212218
506,-0.02144637296868221
507,-0.007784294266089409
508,0.00928412095524138
509,0.02272733290160689
510,0.027712095679580523
511,0.02417962088170618
512,0.015805383724009133
513,0.007079792806149704
514,0.0009075707707456805
515,-0.001891245488452292
516,-0.0015068417303963444
517,0.002250836806049279
518,0.010217347958198902
519,0.02295781737586405
520,0.03986615350462541
521,0.05906348633976527
522,0.07781533284942313
523,0.09332033032169083
524,0.10387697335816123
525,0.10979964009894808
526,0.11327221550141937
527,0.11691605879751531
528,0.12159791362364795
529,0.12462893243206674
530,0.11969507977952325
531,0.09947783726132542
532,0.06052163773227382
533,0.006815664203620783
534,-0.05325029240543181
535,-0.11387437117640363
536,-0.17369545319245694
537,-0.2319334425678994
538,-0.285150613494769
539,-0.328132674402974
540,-0.35736434938954736
541,-0.37292783169032073
542,-0.3778299445182844
543,-0.3770006305565655
544,-0.3760346199012838
545,-0.37812342830111517
546,-0.38082551637020756
547,-0.37703204360242293
548,-0.3618752212704414
549,-0.33866907621318404
550,-0.3152893553509624
551,-0.29628092574298753
552,-0.28072513485139683
553,-0.26537284093145924
554,-0.2478499286900305
555,-0.22815043908063157
556,-0.20879665658373328
557,-0.1940181933219678
558,-0.18757385112724284
559,-0.1892145580325911
560,-0.19355811026476336
561,-0.1942737380459331
562,-0.188938401262264
563,-0.17973121239919465
564,-0.1709341870776505
565,-0.16663445582346198
566,-0.1703942345261233
567,-0.1853297464855572
568,-0.212319846050092
569,-0.24765332619781116
570,-0.28304074400839274
571,-0.30939516379176674
572,-0.3231300536895729
573,-0.3278710821763554
574,-0.32817440278901233
575,-0.32437654143139305
576,-0.3139151176072595
577,-0.29546687609378497
578,-0.2714315349906452
579,-0.24748674600789491
580,-0.22986949055973604
581,-0.22171318253329284
582,-0.2214168661653078
583,-0.22497794639695673
584,-0.22948916079870627
585,-0.23413508073914505
586,-0.23903036635675362
587,-0.24457389395790144
588,-0.25135994757028457
589,-0.2588400921710657
590,-0.26364396447715177
591,-0.26083827916373953
592,-0.24827867158740569
593,-0.22951221503794317
594,-0.21252145123572713
595,-0.20616729520116384
596,-0.2166247870320776
597,-0.2444233399646835
598,-0.28315756455090835
599,-0.3228178216459415
600,-0.3565746804294289
601,-0.383318205204097
602,-0.4041840800595343
603,-0.41819730691610363
604,-0.4202855172907806
605,-0.4042413738107454
606,-0.3711498321000252
607,-0.33269160816501886
608,-0.30165962536437496
609,-0.2831873449119732
610,-0.27562222309025197
611,-0.27495677864345475
612,-0.27789366941568167
613,-0.28292879826571804
614,-0.2892977226661904
615,-0.29498323070153265
616,-0.2969943583335622
617,-0.29398056790729743
618,-0.2876605204551757
619,-0.2819889338053132
620,-0.2816555737633084
621,-0.2902850972800195
622,-0.3079782670875164
623,-0.3302467845052219
624,-0.3517558332175038
625,-0.37085612323376904
626,-0.38814342545105235
627,-0.402798024316752
628,-0.41188610775090645
629,-0.4126534347701155
630,-0.4056785497535315
631,-0.39592593120487435
632,-0.39042259996609086
633,-0.39424731932870805
634,-0.4074564499125063
635,-0.4248442084725777
636,-0.4396083649855544
637,-0.4483053328656747
638,-0.45198539613738753
639,-0.45340826407735607
640,-0.45453648291328086
641,-0.45615249449266165
642,-0.4586754923468427
643,-0.4626832945715493
644,-0.4683852432821166
645,-0.47494781361613453
646,-0.4806887976264619
647,-0.4836487152644387
648,-0.4820495528671278
649,-0.47488312683632944
650,-0.46271206555056016
651,-0.4482595627342737
652,-0.4359157692272891
653,-0.42950548506686126
654,-0.4291259475886438
655,-0.42939519408304977
656,-0.4215976848823373
657,-0.39925159024381673
658,-0.3623056191178566
659,-0.3160037848892738
660,-0.2663529808200649
661,-0.21722058617062967
662,-0.17221134080606523
663,-0.14004410420286342
664,-0.13398558777699454
665,-0.1601022835973181
666,-0.21222878392763653
667,-0.27913408951764507
668,-0.3496436290330319
669,-0.41331711181002334
670,-0.46174949881507515
671,-0.4916253797788006
672,-0.5056815560455754
673,-0.5094823554651348
674,-0.5079338023431552
675,-0.5049074585162143
676,-0.5038414072494345
677,-0.5068755658563711
678,-0.5137277984007602
679,-0.5217357011348066
680,-0.5268454498868945
681,-0.525358549487902
682,-0.5160879771926244
683,-0.5011892785054458
684,-0.48377054721307416
685,-0.46245872517493974
686,-0.42837789465712345
687,-0.3793865941896456
688,-0.33420342403967995
689,-0.30697289044816045
690,-0.29431898998665657
691,-0.2884673841110774
692,-0.28467165567088626
693,-0.28079230307251574
694,-0.2754841962149672
695,-0.2677871689039961
696,-0.258029379353552
697,-0.2478151672959027
698,-0.2382836981097624
699,-0.22914125754548523
700,-0.2196559993215785
701,-0.2100248037668144
702,-0.2010324422134278
703,-0.19199913162204277
704,-0.18001692555042792
705,-0.16259360722279326
706,-0.14158226722686965
707,-0.1246149086364918
708,-0.1221369793439814
709,-0.1415612559736766
710,-0.18237949143462182
711,-0.23510230031049312
712,-0.2850941807358177
713,-0.3202631367252586
714,-0.3372997407494338
715,-0.3419674268683339
716,-0.34427831562341826
717,-0.35236590793174993
718,-0.368727521823957
719,-0.3898755755667118
720,-0.40847983539885613
721,-0.4174592897573493
722,-0.4148091870181604
723,-0.4051189772624075
724,-0.39526016431493743
725,-0.38820820441861587
726,-0.38048307754621574
727,-0.36441355618089627
728,-0.3333431902791903
729,-0.2880595854506598
730,-0.24076352228404962
731,-0.20765870726257407
732,-0.19405104579426616
733,-0.19180874877989726
734,-0.18933891035072545
735,-0.18023112824768708
736,-0.1655213538092645
737,-0.15017938136507117
738,-0.13677592241919995
739,-0.12258221988604681
740,-0.10334642632666624
741,-0.07901343464312026
742,-0.05438099478385143
743,-0.035362860006671736
744,-0.026680131362869133
745,-0.031117747711379894
746,-0.04719486643536242
747,-0.06780904693495406
748,-0.08516864417824435
749,-0.09857457523999194
750,-0.11498684288865897
751,-0.14004346814173244
752,-0.169873563644623
753,-0.19343791708248811
754,-0.20210199533868028
755,-0.19640669357223492
756,-0.1835067450286917
757,-0.16971600097381945
758,-0.15732627866496188
759,-0.14700248573083335
760,-0.1405341831003605
761,-0.14074645008876402
762,-0.14988740097761924
763,-0.16853182118520255
764,-0.19524800384711744
765,-0.22632077513814158
766,-0.25535017718674874
767,-0.2736468933092044
768,-0.27286296017595524
769,-0.24970947896719853
770,-0.20987763217469338
771,-0.16650150041691147
772,-0.1330654254408106
773,-0.11742712955278829
774,-0.12126435808194518
775,-0.1434798947023607
776,-0.18290589457345235
777,-0.23540450219880632
778,-0.2894583615601023
779,-0.33170511524576995
780,-0.3573766541899007
781,-0.37105672652736943
782,-0.3801586021154594
783,-0.3883161822546233
784,-0.39328486589178885
785,-0.39191588912627107
786,-0.3861497300644557
787,-0.3819097525125115
788,-0.3829364397303466
789,-0.3873266637032223
790,-0.38989586649099245
791,-0.38694139812555495
792,-0.3794134484890055
793,-0.37358871073898914
794,-0.37868329021923985
795,-0.40072272225137784
796,-0.4357717494736172
797,-0.46985210871262784
798,-0.4895097910478744
799,-0.4938116077335062
800,-0.4926650191858252
801,-0.49485563866018434
802,-0.5015075065593558
803,-0.508395580039701
804,-0.510999674415879
805,-0.5080828240874429
806,-0.5028209845135388
807,-0.5010766474231648
808,-0.506449801249437
809,-0.5155163964528165
810,-0.5203789060230015
811,-0.5175618227579843
812,-0.5112114024080364
813,-0.5072787925229159
814,-0.5081777395811484
815,-0.5126349222237117
816,-0.5177685501517104
817,-0.5211161864742732
818,-0.5221851286224162
819,-0.5220825780194194
820,-0.5215083100567244
821,-0.5197254096773088
822,-0.5154005231168617
823,-0.508034077710314
824,-0.4986371531159279
825,-0.48954739772026873
826,-0.48405464191452025
827,-0.48555769892996253
828,-0.49501667757062023
829,-0.5079887768841073
830,-0.515871281167384
831,-0.5114838122185785
832,-0.4937375076787403
833,-0.4683209751106946
834,-0.44261708215017587
835,-0.41723992452230035
836,-0.383389990579377
837,-0.329211312620012
838,-0.24806095942710274
839,-0.142862804455811
840,-0.025538522747883333
841,0.09040103093313548
842,0.1977874919272734
843,0.2836233863353679
844,0.32882364261022656
845,0.34628309133123575
846,0.354190778535288
847,0.35848244819025116
848,0.3604668441306806
849,0.35983620135142647
850,0.3571216212187751
851,0.3569259199900124
852,0.3674720936777295
853,0.39280174513042204
854,0.4299906889210273
855,0.47721468890697594
856,0.5300568902386212
857,0.5794923937770843
858,0.6116839088256455
859,0.6111719542196747
860,0.5745231878516289
861,0.5184114826690384
862,0.46616710664790284
863,0.43102592872163725
864,0.4132544467262888
865,0.40632218757304267
866,0.4036435960967263
867,0.4016806062058742
868,0.39929656303740696
869,0.3966558423371538
870,0.39564365477803415
871,0.3995584637752074
872,0.4098781857918891
873,0.4227815714348719
874,0.4304331453540139
875,0.42691532397961085
876,0.4125637283633992
877,0.3927096746770914
878,0.3738533549252133
879,0.36129950272267514
880,0.35720244307439974
881,0.35722055174767076
882,0.3509953200242856
883,0.33145398349451916
884,0.3019554146267574
885,0.2707094635539211
886,0.24328382311967078
887,0.2221922028769466
888,0.2088492908569724
889,0.20342542159424518
890,0.20389748237294297
891,0.20676897804437905
892,0.20935119309153233
893,0.21117208055085795
894,0.21225067987857166
895,0.20964686432752946
896,0.19733971441319673
897,0.1717939933625089
898,0.1369104427758609
899,0.10110588965412304
900,0.07026141282811185
901,0.04401576344140067
902,0.016894085072756818
903,-0.017558517708239428
904,-0.06164127860363391
905,-0.11064784062788957
906,-0.15546556907957018
907,-0.18847706024199992
908,-0.20702777249176316
909,-0.21306036435809797
910,-0.21119526852646373
911,-0.2067725141658612
912,-0.20550165846212878
913,-0.21516292419765934
914,-0.24575695543903836
915,-0.30451435189040577
916,-0.38732547838238035
917,-0.474129164029898
918,-0.5407205837354647
919,-0.5768401969608946
920,-0.5860674160604
921,-0.5763731738908766
922,-0.5540316498315241
923,-0.5207760313067736
924,-0.4760770318977325
925,-0.42337839107585284
926,-0.37247718254898793
927,-0.3356271577780727
928,-0.32071027560931503
929,-0.3266305215074775
930,-0.34535621951692574
931,-0.3689998411022606
932,-0.39395635719800143
933,-0.41782401208479697
934,-0.43505867986356456
935,-0.4381523901509964
936,-0.4227853192589163
937,-0.3910991991114284
938,-0.35094033851803524
939,-0.3130098590001587
940,-0.2866016831921141
941,-0.27425624319191527
942,-0.27030564082105335
943,-0.2667204026991564
944,-0.25983750573851916
945,-0.2515650683025611
946,-0.24619983730925155
947,-0.24745519793322407
948,-0.2590383157277769
949,-0.2863555393744092
950,-0.33237563165081135
951,-0.389835443397382
952,-0.44382039403559903
953,-0.4833985904931579
954,-0.5067819634735968
955,-0.5180323654236512
956,-0.5219631675914034
957,-0.5220429778836243
958,-0.5217005559688487
959,-0.5244085007514814
960,-0.5312184808313473
961,-0.5401972998629111
962,-0.5480374659810374
963,-0.5505443195767773
964,-0.543007294262266
965,-0.5224746665684461
966,-0.49015701232121967
967,-0.4523931631079415
968,-0.42105270262474226
969,-0.40986463735490125
970,-0.42347155404095455
971,-0.4519292691953227
972,-0.4801204033433839
973,-0.4989500765209738
974,-0.5077903983747956
975,-0.5105215390259312
976,-0.5101269533133386
977,-0.5067618499880165
978,-0.5009058932585505
979,-0.49601217508736667
980,-0.4957376106917623
981,-0.5002389496419515
982,-0.5067485014352593
983,-0.5103242275957012
984,-0.5018252745223631
985,-0.4697012920227986
986,-0.408828147810622
987,-0.3278914763808052
988,-0.24590161977220423
989,-0.1807662251194998
990,-0.14075939008569635
991,-0.1237191848255215
992,-0.12132739062429175
993,-0.1248088720413785
994,-0.12887068350826453
995,-0.1321860092480813
996,-0.13569934434946876
997,-0.14072224465342034
998,-0.14776758630128495
999,-0.15599623959676742
1000,-0.16298979021767263
1001,-0.16505122223037796
1002,-0.15873083378457334
1003,-0.14275238087802125
1004,-0.11859447115424093
1005,-0.0902643341531873
1006,-0.06476083725371236
1007,-0.05199588061839601
1008,-0.061347315408953274
1009,-0.0944297262647622
1010,-0.13602438672853645
1011,-0.1716188606262455
1012,-0.1925661761924461
1013,-0.19858095573753376
1014,-0.19594707318976984
1015,-0.192979750913213
1016,-0.19544022853496
1017,-0.20458885352892764
1018,-0.21816861440997534
1019,-0.2327686334365763
1020,-0.24563711777916947
1021,-0.25490560928169215
1022,-0.259515387104915
1023,-0.26002272808964544
1024,-0.2587251830964232
1025,-0.257736516651348
1026,-0.25681260553201457
1027,-0.2532336950943728
1028,-0.24357305510532049
1029,-0.22578533432490477
1030,-0.2011317035657274
1031,-0.17591752754535417
1032,-0.1605991844433984
1033,-0.1639040706671283
1034,-0.18716916476190137
1035,-0.22536109934705498
1036,-0.2710272970344997
1037,-0.31688175041884653
1038,-0.35763633824334246
1039,-0.39080487413570203
1040,-0.41565660476182026
1041,-0.4313353499998648
1042,-0.4354213638891572
1043,-0.4240787187510162
1044,-0.3948570089551317
1045,-0.350691728458587
1046,-0.30063174322752867
1047,-0.2556433162094382
1048,-0.2232372205403646
1049,-0.204951544243825
1050,-0.19744491351327226
1051,-0.19538905317822772
1052,-0.19425375856508767
1053,-0.19207493560851244
1054,-0.18911750543017597
1055,-0.1854178749956114
1056,-0.17914461842712712
1057,-0.16822547446886474
1058,-0.1532845256970733
1059,-0.13827527175963952
1060,-0.12827916725325159
1061,-0.1267481097804491
1062,-0.13404154150243952
1063,-0.1477231974680123
1064,-0.16435306961410345
1065,-0.18146461360869082
1066,-0.19769452367158538
1067,-0.21081378606309756
1068,-0.21652732234535024
1069,-0.21004955841898662
1070,-0.1906350595878857
1071,-0.16218914337240328
1072,-0.13088228537537297
1073,-0.10210001512239725
1074,-0.07748750889971705
1075,-0.055330529555650605
1076,-0.0332647202981309
1077,-0.00992963168074065
1078,0.014327428697186067
1079,0.03628468221766875
1080,0.05031367899596404
1081,0.05281329831287432
1082,0.0468811307673025
1083,0.040861601408676645
1084,0.04140905883858708
1085,0.04828082837016551
1086,0.05607167055251997
1087,0.060277428881341084
1088,0.060362626902769834
1089,0.05787380470789288
1090,0.05403677323337583
1091,0.04890219805294882
1092,0.041471129164796984
1093,0.03127533448236559
1094,0.0208323050586665
1095,0.016279221918829637
1096,0.024673771703706028
1097,0.04943969127556878
1098,0.08747973009159789
1099,0.13069627308200474
1100,0.17074036023465874
1101,0.20320580640655492
1102,0.22810225795393338
1103,0.246086044990272
1104,0.25438254836846486
1105,0.24730411823093265
1106,0.2217803114537399
1107,0.18321140566528793
1108,0.14381083277323856
1109,0.11313353216195454
1110,0.0921011028134482
1111,0.07529103533085155
1112,0.0567720914484627
1113,0.03499374387892779
1114,0.012971402234661185
1115,-0.006371049728888171
1116,-0.02451392432459436
1117,-0.046492508484751636
1118,-0.07574812651060048
1119,-0.10960079745294976
1120,-0.13954911471873915
1121,-0.1575539559512826
1122,-0.164564675567947
1123,-0.1708347134944547
1124,-0.1855476980827371
1125,-0.20918812073246826
1126,-0.23506682533061726
1127,-0.25551631434876265
1128,-0.2672708848902558
1129,-0.27198154490035076
1130,-0.2721263566013793
1131,-0.26824192540718544
1132,-0.2605838339271613
1133,-0.2510597427417873
1134,-0.24218254382859583
1135,-0.23511508215362925
1136,-0.2301006221546721
1137,-0.22808382638335864
1138,-0.23000981264042294
1139,-0.23466269689210306
1140,-0.23897273549932038
1141,-0.24119588853205637
1142,-0.24382159377494944
1143,-0.2530936195114531
1144,-0.27372580225244897
1145,-0.3034988194593101
1146,-0.33545685861512664
1147,-0.36437141688007874
1148,-0.38896537891598615
1149,-0.40932114340195924
1150,-0.4237626872112505
1151,-0.42802271948044457
1152,-0.41757319744270316
1153,-0.3920583454782056
1154,-0.3577265619005493
1155,-0.32463771023164867
1156,-0.30121452198349297
1157,-0.2905137419412089
1158,-0.28949774108290516
1159,-0.29099774705766634
1160,-0.28766898598427554
1161,-0.2759241908484166
1162,-0.25771786361857457
1163,-0.23974783109860034
1164,-0.23030317583811355
1165,-0.23488174528184783
1166,-0.2531320548481229
1167,-0.2786299038601043
1168,-0.3014510810832734
1169,-0.3132406622502459
1170,-0.31193884408478456
1171,-0.30185208748167663
1172,-0.2893488511795171
1173,-0.2791131014869357
1174,-0.2732702250637392
1175,-0.27186996636466
1176,-0.27343434565669833
1177,-0.2757451170824324
1178,-0.27678725236051893
1179,-0.27545394116848654
1180,-0.272473808672977
1181,-0.2716098485850292
1182,-0.2796355579759709
1183,-0.30362237688590565
1184,-0.34524237258081397
1185,-0.3948431702978323
1186,-0.43581326019038447
1187,-0.459864442487663
1188,-0.46971747471225866
1189,-0.4710354433698942
1190,-0.4689805957037092
1191,-0.466601575652046
1192,-0.46305031317813466
1193,-0.45466576657662466
1194,-0.4386816502916789
1195,-0.4159675765494931
1196,-0.3905678311854084
1197,-0.3673555353495799
1198,-0.35012036065891355
1199,-0.3403097334691252
1200,-0.3365941319078735
1201,-0.3361730979819528
1202,-0.33661010881701836
1203,-0.33572619904280615
1204,-0.3302823212085895
1205,-0.3165299005862542
1206,-0.29262506806199956
1207,-0.2600410075393743
1208,-0.22352314728424502
1209,-0.19121103964813504
1210,-0.17316538665468084
1211,-0.175649901206824
1212,-0.1951751912860301
1213,-0.21943107906169362
1214,-0.23524703235538968
1215,-0.23632309140816635
1216,-0.2245126471295067
1217,-0.20595020286365381
1218,-0.187332720481226
