Task_name,AbsoluteOverlap,RelativeOverlap,StrengthWeightedOverlap,Correlation_r,Correlation_p,SharedBoundaryPct,GradThreshold,EventThreshold
12 years_6m.mp4,0.28,0.43750000000000006,0.2107214992440748,0.1198278922657986,0.551620991478097,33.333333333333336,0.86533645622072,2.1533943133442373
Movie Task-c4,-0.05405405405405406,-0.11428571428571428,-0.05405405405405405,-0.18082444537182724,0.27062714790512604,0.0,0.7195111747220418,1.6542030772797471
Movie Task-lms,0.2105263157894737,0.4444444444444445,0.2406213922625145,0.060393178939324464,0.7112437063405239,25.0,0.6869029664703548,1.8587335834405994
Movie Task-summer,-0.05405405405405406,-0.11428571428571428,-0.05405405405405405,0.07382266350490908,0.6551399875418896,0.0,0.8934135646129445,1.573447557281635
back to the future_6m.mp4,0.28,0.43750000000000006,0.3323357162716932,0.04317620482656947,0.8306768294746226,33.333333333333336,0.6709597524590093,1.655113789631615
pulp_fiction_6m.mp4,-0.08,-0.125,-0.07999999999999999,0.12272848855586237,0.5419594126838315,0.0,0.565512367303018,1.6673673867501897
shawshank clip_6m.mp4,-0.08,-0.125,-0.08,0.19964820018172277,0.31807944961483703,0.0,0.9055976731472892,1.6032335536327527
the_prestige_6m.mp4,-0.08,-0.125,-0.08,0.06743677039814364,0.738219983369343,0.0,0.46676669161655465,2.118732770736245
