time,grad_speed_z,event_density_z,grad_boundary,event_boundary,rolling_corr_60s
68,-0.7228561622785237,1.5432261156686464,0,0,-0.08559615182478054
69,-1.0676477558507118,1.240278294173222,0,0,-0.11843438492033163
70,-1.3835557392426043,1.0500518341331886,0,0,-0.130149637886641
71,-1.6530477838752111,0.9923410581768776,0,0,-0.12752706660278063
72,-1.8467364066885368,1.059175715076243,0,0,-0.11980354346357837
73,-1.9388830155022514,1.2508145515517088,0,0,-0.11524929437554998
74,-1.9253142150102125,1.5779124960437172,0,0,-0.12042095746042325
75,-1.831684986655092,2.018966806797019,0,0,-0.1385479122449721
76,-1.7069429278718877,2.4767200372867966,0,1,-0.16840018906266602
77,-1.6039235358826611,2.7925725602798446,0,1,-0.20552401358051628
78,-1.557679085654945,2.8222873102839126,0,1,-0.24436320872610787
79,-1.5695345476123697,2.512311895845726,0,1,-0.278981627723672
80,-1.6061848604884708,1.9208770969734523,0,0,-0.3031606588276233
81,-1.6151573485968163,1.1837414534107995,0,0,-0.31200491112079504
82,-1.5490258463823088,0.4582759230518896,0,0,-0.30466153370780785
83,-1.3849823496786402,-0.12708586451653425,0,0,-0.28548262095641896
84,-1.1313505864695474,-0.5046382427035191,0,0,-0.26180996930978134
85,-0.8181363219884403,-0.6736754511038245,0,0,-0.2401684392113804
86,-0.4824178507490341,-0.6840305961404546,0,0,-0.22412135402691363
87,-0.15722942018658734,-0.6088211614410155,0,0,-0.21441149333339032
88,0.12743936828787825,-0.5171356569927232,0,0,-0.20977269394792736
89,0.3379171104713312,-0.45192461086975794,0,0,-0.2073807840902041
90,0.4350992807974151,-0.41890191267261745,0,0,-0.20319274954420952
91,0.3860958155185138,-0.3938052433242674,0,0,-0.19289881008108134
92,0.18462131284611663,-0.34666810924994435,0,0,-0.1737707247604924
93,-0.13333173106901303,-0.26638618004171916,0,0,-0.1466416500697718
94,-0.4942673445637701,-0.165244229667976,0,0,-0.11632110619624249
95,-0.8129987446131199,-0.05995623146248599,0,0,-0.08971552439777307
96,-1.0259897644075242,0.054342668852381336,0,0,-0.0731675111092351
97,-1.1082380204253854,0.21935794038877227,0,0,-0.07099495234604006
98,-1.0674613398148727,0.5104122252880098,0,0,-0.08493299827261025
99,-0.9248896684350033,1.0080334994082625,0,0,-0.11250713745512914
100,-0.7032734549707129,1.7392328918746816,0,0,-0.14360609733995156
101,-0.432698247000764,2.612259716814417,0,1,-0.16017756451990786
102,-0.16093015207054756,3.4064417976364205,0,1,-0.14834637926857341
103,0.047864569166603636,3.861793922885517,0,1,-0.11448213144153659
104,0.1348888138997878,3.8254429801956165,0,1,-0.07912833216321156
105,0.07085119465230837,3.339893849181564,0,1,-0.05655655902066821
106,-0.13255555806621755,2.597860876451587,0,1,-0.04609423862506448
107,-0.4326017435992886,1.810426248073716,0,0,-0.038758149301839045
108,-0.7771715008806096,1.1058492769215882,0,0,-0.029446275710354606
109,-1.1174601294613036,0.5242502788862511,0,0,-0.022080942121966766
110,-1.4092293380226382,0.07231234349961314,0,0,-0.022720301434601582
111,-1.6067174696742783,-0.23663224793132331,0,0,-0.030183327068585737
112,-1.662175746903439,-0.38965039781583344,0,0,-0.036230016068963075
113,-1.5343034369190685,-0.4034974048160682,0,0,-0.034349199657074475
114,-1.2046742943694861,-0.33525246070474035,0,0,-0.025527411668557647
115,-0.6932764195978388,-0.25938026092378474,0,0,-0.01698391385425273
116,-0.0663169676116509,-0.23042384957964623,0,0,-0.017819069681564045
117,0.5681238564955077,-0.26189072022115006,0,0,-0.03335608961022566
118,1.0820590523081604,-0.33453471010237357,0,0,-0.06082089205666593
119,1.363492536888837,-0.4213599682354105,0,0,-0.09169804143818022
120,1.3553478301756399,-0.5066327789892152,0,0,-0.11925110623929785
121,1.076719869249944,-0.586789289127612,0,0,-0.14304654367167047
122,0.6137124587783589,-0.6591510021983715,0,0,-0.167133645897427
123,0.08219194283178476,-0.7144561916360206,0,0,-0.19428189414540234
124,-0.41667666683347576,-0.7432771999479412,0,0,-0.2212974337064509
125,-0.8232305010929359,-0.7494491422363935,0,0,-0.24034473571453546
126,-1.1173199798437992,-0.7536425702494733,0,0,-0.2453828218897086
127,-1.2994702957601132,-0.7799932862296866,0,0,-0.2366817421234429
128,-1.372137094077909,-0.8377509630851337,0,0,-0.21951821136778207
129,-1.340123093377462,-0.9155116054877737,0,0,-0.20008476198868527
130,-1.2217304502614652,-0.9918122913787076,0,0,-0.182513875257745
131,-1.0603951314328905,-1.0501706635458838,0,0,-0.16777207184384577
132,-0.9189120167406029,-1.085897191774242,0,0,-0.15381902814784887
133,-0.857027101151223,-1.1028142098398355,0,0,-0.13648717988298698
134,-0.9038524121000532,-1.1061150050554895,0,0,-0.11110915204401856
135,-1.043369827831528,-1.0971327816723424,0,0,-0.07489429417005605
136,-1.2230354103536354,-1.0719463192571523,0,0,-0.028500092518598266
137,-1.3812778653482798,-1.0238763737429037,0,0,0.02482754686065307
138,-1.4791182440274195,-0.9492744764470982,0,0,0.08097598177549234
139,-1.5160834128350114,-0.8537299922244008,0,0,0.1349124526887059
140,-1.52305446743206,-0.7534629322806238,0,0,0.1802898261569427
141,-1.5369571274709195,-0.6692761890987521,0,0,0.21177498066345618
142,-1.5740239131889748,-0.6175301203723206,0,0,0.22862309248242063
143,-1.618593422408018,-0.6050355245326992,0,0,0.23536916273046923
144,-1.63319993739581,-0.6277841234384774,0,0,0.23882939693485855
145,-1.5826061479621687,-0.6672460221678409,0,0,0.24404927705884027
146,-1.4575134970116768,-0.6836884040690522,0,0,0.2523312926186729
147,-1.2825820494827955,-0.6169027123168691,0,0,0.26239925451621027
148,-1.104341754399169,-0.40492102141812175,0,0,0.272965800313598
149,-0.9663900276763987,-0.01714992813267737,0,0,0.28389432823865063
150,-0.8864013984091469,0.5182122386990267,0,0,0.29486772402657935
151,-0.8493055725969767,1.1150683334577838,0,0,0.30378667866940495
152,-0.8184402639133131,1.661608370926791,0,0,0.30808679389348237
153,-0.7593715236506381,2.0603039038172883,0,0,0.3080522175133517
154,-0.6575271698921269,2.24938285506268,0,1,0.30730580228122556
155,-0.5211012431809421,2.2046384129505165,0,1,0.3094628867195431
156,-0.3686756005879235,1.9385335162068773,0,0,0.31534331371820407
157,-0.21368908684087415,1.5020672613991242,0,0,0.3231834350366147
158,-0.057301621226054256,0.9789655905865237,0,0,0.33019208659321986
159,0.10293095619427392,0.46868533949589375,0,0,0.3334940960763295
160,0.25811437754728433,0.06925123393250829,0,0,0.33051303017689276
161,0.3799217432605915,-0.13238454633384777,0,0,0.31972267323469744
162,0.42766120421144227,-0.06951006299074841,0,0,0.30194951177770113
163,0.36945201896790114,0.28385417243129396,0,0,0.28133601623102955
164,0.19960516524640035,0.8806665293927666,0,0,0.2639004681224762
165,-0.058976538430511725,1.5768996657591454,0,0,0.2522430358284397
166,-0.3679605645815075,2.151060708265011,0,1,0.24181278082074148
167,-0.6883153808135094,2.3867061837053742,0,1,0.22731175237006743
168,-0.9845242872136049,2.184454076803116,0,1,0.2095649057900593
169,-1.2187989136547468,1.6262524441917918,0,0,0.1931017380619391
170,-1.3470242440184281,0.9400317922568776,0,0,0.18110786261255402
171,-1.3259955514836044,0.39328614682924273,0,0,0.17282255916332345
172,-1.1316104208722566,0.19305621799906925,0,0,0.16524587996853435
173,-0.7751795145444664,0.4371357092022816,0,0,0.1584929719141627
174,-0.30740090383072316,1.0984347990876493,0,0,0.16055296253667242
175,0.1909373637499168,2.0147252998375,0,0,0.1848610268702528
176,0.629455410074116,2.9059460758687434,0,1,0.23814299749129475
177,0.9305675568335038,3.467722991379525,0,1,0.3131169339703992
178,1.0514904620728516,3.526262392054652,0,1,0.39733180974340687
179,0.9951842661925303,3.144176977562439,0,1,0.48172430282117207
180,0.804853537015563,2.5723172187408125,0,1,0.5596013309916793
181,0.5432402170441378,2.076155308862814,0,1,0.6241634344792025
182,0.26571493349948216,1.7836345126139008,0,0,0.6702087733333427
183,0.0031575293986041224,1.667617703679759,0,0,0.697220594509482
184,-0.23836514886206794,1.6362546913020541,0,0,0.7088797889529866
185,-0.46429115695588524,1.6199901264137408,0,0,0.7098938030873043
186,-0.6795979639635946,1.589202990405398,0,0,0.7037481356237419
187,-0.8849462065217456,1.5321497184883646,0,0,0.6923744390512554
188,-1.0825715688771955,1.4534049353467158,0,0,0.6767993908288883
189,-1.279801343989164,1.399376299522865,0,0,0.6575552284952909
190,-1.4810875112180395,1.460054227144871,0,0,0.6342724588024509
191,-1.6747400996822173,1.7106526563557343,0,0,0.6047908275396872
192,-1.8262095062163743,2.1288437431297376,0,1,0.5660789502610425
193,-1.8897528854318992,2.567675519502461,0,1,0.5187118318560997
194,-1.8311062982565967,2.8235197565706507,0,1,0.4702045571993165
195,-1.6476721246296127,2.7521380564161673,0,1,0.43051786987756274
196,-1.3675908322856571,2.345732067557692,0,1,0.404091046467189
197,-1.0297432845359435,1.7243832213183525,0,0,0.38714982256971636
198,-0.6599768309383846,1.0630708774552033,0,0,0.37071498726307756
199,-0.2650966849352637,0.5077020710817773,0,0,0.3450645597933383
200,0.14987521784845126,0.12466095983264744,0,0,0.303165908186006
201,0.5542631626565115,-0.09593962070073786,0,0,0.24287948314998115
202,0.8801065086312235,-0.19151235916415066,0,0,0.1681438207163531
203,1.041632997499433,-0.1689412071750873,0,0,0.08820286625032381
204,0.980959392542778,0.017283170083773135,0,0,0.014003359021165023
205,0.7087300674056323,0.42890882465939206,0,0,-0.0468408117679047
206,0.3101753080439291,1.0710584068861053,0,0,-0.09353579381635789
207,-0.09438627782779366,1.8361519334494194,0,0,-0.13083292708985486
208,-0.4087657198244983,2.5157751680034175,0,1,-0.16307663901281358
209,-0.6013485161287816,2.8887504705879037,0,1,-0.19017163378653146
210,-0.702403826671163,2.832835923799196,0,1,-0.20999138721244623
211,-0.7659586586609488,2.3813858307588145,0,1,-0.22091289045551005
212,-0.8316591966610036,1.6898197195221787,0,0,-0.22118110721383633
213,-0.9118067371804492,0.9507306752772313,0,0,-0.20939731851787322
214,-1.0027470302232662,0.32351270395837056,0,0,-0.18669246751787544
215,-1.1021061024886478,-0.09262180017160616,0,0,-0.15703998136555203
216,-1.2094008307572355,-0.25761421060262363,0,0,-0.12506631145814945
217,-1.3171846703094046,-0.18418376418954405,0,0,-0.09408236416172353
218,-1.404990616606958,0.06722183531377161,0,0,-0.06541239608059675
219,-1.449120389733245,0.3970359615453141,0,0,-0.03797292158866889
220,-1.4364620151754106,0.6861435353044684,0,0,-0.008707692047554137
221,-1.3708965541853144,0.8300613429142819,0,0,0.024777091656100383
222,-1.2654628026918662,0.7783625701193746,0,0,0.060304287401402534
223,-1.1296380402670383,0.5551311602565265,0,0,0.09012893145839003
224,-0.9629824836962095,0.2407127511641018,0,0,0.10631584310214542
225,-0.7609487367612658,-0.07582438434328433,0,0,0.10802719423773469
226,-0.5277411004011248,-0.3379426643550097,0,0,0.10122199034704382
227,-0.283759567280737,-0.5282994782283179,0,0,0.09149752363755513
228,-0.06311577312928485,-0.646797436762511,0,0,0.07905099054037419
229,0.10009060856819442,-0.6903524633880858,0,0,0.060205293330920964
230,0.19061727795436292,-0.6554298342364395,0,0,0.03294025209993368
231,0.22251015346018618,-0.5554236974923588,0,0,0.0007623585998484838
232,0.23271525297821857,-0.42817989557652714,0,0,-0.028439241416742665
233,0.2545454439941329,-0.32021365609147345,0,0,-0.048831381268204986
234,0.28841377521888784,-0.26004373467340713,0,0,-0.06439795233594373
235,0.2920103935008781,-0.24536542398682237,0,0,-0.0890961569867817
236,0.1997414249245479,-0.2540165132655794,0,0,-0.1371587786154612
237,-0.0353543663048123,-0.2646048036000086,0,0,-0.2119287794006313
238,-0.40481352492046296,-0.26719419185454313,0,0,-0.2997736232342451
239,-0.8330827439770168,-0.2602595994159758,0,0,-0.37526679678297536
240,-1.1957502263366497,-0.24478990246971893,0,0,-0.4207239030153623
241,-1.359713757831825,-0.22474336748991558,0,0,-0.4399019231909999
242,-1.227094673491391,-0.21198181234336538,0,0,-0.4489675078739018
243,-0.7713536221538394,-0.22696791666349422,0,0,-0.4607643518540968
244,-0.05241424969832157,-0.28936009228516957,0,0,-0.47825962256306737
245,0.7951303790096141,-0.4023891933593866,0,0,-0.4966351889550561
246,1.6010533155276432,-0.543579983623787,1,0,-0.5106462983487002
247,2.214346194994176,-0.6726328410130332,1,0,-0.5202546439926018
248,2.5513500692410416,-0.7539397896191903,1,0,-0.5279424732129278
249,2.612633434085397,-0.7777470800419913,1,0,-0.5347107629828537
250,2.463993582024837,-0.7634455761142048,1,0,-0.539576909077986
251,2.1944196488973304,-0.7422385718549642,1,0,-0.5401930290625547
252,1.874664523037874,-0.7336200987213813,1,0,-0.5342171325754168
253,1.5388990279335766,-0.7358583335200644,1,0,-0.5212791310896914
254,1.1907005349282536,-0.7377330216959418,0,0,-0.5036805640460589
255,0.8230345584442202,-0.7376582534575535,0,0,-0.48501224823032835
256,0.4367057866504179,-0.749228547383803,0,0,-0.46795943012577507
257,0.048179684008909304,-0.7879395755797326,0,0,-0.4530443543179509
258,-0.3151527717085397,-0.8543278582238502,0,0,-0.43869376861467585
259,-0.6265640784193138,-0.9304372795845678,0,0,-0.4222762613972792
260,-0.8715522397378181,-0.9898137772218386,0,0,-0.40206665195484015
261,-1.0502337675930662,-1.0079935659746733,0,0,-0.37875230716625896
262,-1.1688608992820628,-0.9643376187528859,0,0,-0.35524443298044117
263,-1.22817919033948,-0.83810208107892,0,0,-0.33593510086664574
264,-1.2200002838033952,-0.6064443859280506,0,0,-0.3261183999947476
265,-1.1392604723585513,-0.24756809933770224,0,0,-0.32962822542535397
266,-1.000039783395084,0.25204648546346353,0,0,-0.3452617494138523
267,-0.8435685772257006,0.8863779499564195,0,0,-0.3669248845904058
268,-0.7247462171417857,1.61496910648876,0,0,-0.38750435663147603
269,-0.6833889608025604,2.352038155466114,0,1,-0.40002725553274554
270,-0.7178102132724726,2.972895947873597,0,1,-0.3981586486521925
271,-0.7801745539112389,3.344217486416136,0,1,-0.3841348905642696
272,-0.8017226290933348,3.3704023360005393,0,1,-0.368386034864725
273,-0.7345213995824734,3.037555406535319,0,1,-0.3575225731460259
274,-0.5828383156027033,2.4311665265253826,0,1,-0.35276394635629527
275,-0.4036208769109473,1.7076092008133716,0,0,-0.3538805284494814
276,-0.27083591462078976,1.025157076269917,0,0,-0.35966763424607545
277,-0.22622389209691632,0.4761579075664586,0,0,-0.3668680910098002
278,-0.24721614383853777,0.06788790854675954,0,0,-0.3710151292191057
279,-0.25477678026704575,-0.24067211935504046,0,0,-0.3691959868324619
280,-0.15391798126995762,-0.48535261969312643,0,0,-0.3622806691462752
281,0.11527945816828862,-0.670567517186887,0,0,-0.3546205254907025
282,0.5437008323203907,-0.7801347620723276,0,0,-0.3510970997459698
283,1.0507866213251025,-0.8035250468567773,0,0,-0.3536563813529874
284,1.5108634137599724,-0.7532299943496911,1,0,-0.3604073980534734
285,1.7972430688139172,-0.6645442314782231,1,0,-0.36817692923508466
286,1.8271885874518714,-0.582298295013402,1,0,-0.37541462035753764
287,1.5866963447543236,-0.5432292325565766,1,0,-0.38220911473329106
288,1.1301626496731856,-0.5615138651034977,0,0,-0.3882302795513599
289,0.5548934021412842,-0.6223862687761005,0,0,-0.39149819221636445
290,-0.033022526305086425,-0.6864578538756271,0,0,-0.3894476309709772
291,-0.5499402198825944,-0.7046814427418966,0,0,-0.38127278991440317
292,-0.9471158542012154,-0.6387641226526395,0,0,-0.3691680628594593
293,-1.2095000729122847,-0.4761489477375034,0,0,-0.3572222674447516
294,-1.3444437944133505,-0.2298575135862381,0,0,-0.34914934727513536
295,-1.3682433949215052,0.07455113451467815,0,0,-0.3467967118518288
296,-1.2930386246768988,0.4095806754038268,0,0,-0.35002281316991823
297,-1.1209129680837855,0.7416456807952913,0,0,-0.3571849707187866
298,-0.8476090209803608,1.0198531947197125,0,0,-0.3657665141441432
299,-0.47885256031514734,1.178325426563424,0,0,-0.37336165707867863
300,-0.05001086958986542,1.160098871189139,0,0,-0.3787928504443845
301,0.36547766848925084,0.9476737012701809,0,0,-0.38251564362965546
302,0.6727912904429668,0.5782016759627618,0,0,-0.38584589766117555
303,0.7932306004507202,0.13279551883708038,0,0,-0.3894309036273645
304,0.7049535934996141,-0.2944146278211159,0,0,-0.392082982368403
305,0.4591362196804717,-0.6300870765112841,0,0,-0.39125851598259487
306,0.16103379693401412,-0.8392698988383619,0,0,-0.38503258081225344
307,-0.07524109591479068,-0.920488025558765,0,0,-0.37386292715734204
308,-0.1714643344377976,-0.8904236328458319,0,0,-0.36064248242607455
309,-0.10749945121671306,-0.7755953108588312,0,0,-0.3488124136709522
310,0.08286343807027624,-0.614422379011513,0,0,-0.33984506232058
311,0.3301620921634246,-0.45622053266632034,0,0,-0.3324698094131977
312,0.5525187367690011,-0.34558408330587925,0,0,-0.3246596713030876
313,0.6752577926584784,-0.3009675726749843,0,0,-0.3160639027428689
314,0.6495439788080435,-0.3090640302439263,0,0,-0.3080248895484039
315,0.46752023763865747,-0.3421058718226192,0,0,-0.3017862567433882
316,0.16823490195864388,-0.37968387207224663,0,0,-0.2975790643255756
317,-0.17490089674191753,-0.4121553896834502,0,0,-0.29534012254495545
318,-0.48137174945471317,-0.4238930722757058,0,0,-0.2958349914217216
319,-0.6933150727035385,-0.37649047401378316,0,0,-0.30110483119176845
320,-0.7908109486409981,-0.21385478508483477,0,0,-0.3139138368993873
321,-0.787070323760605,0.10647310406959334,0,0,-0.3361834897899608
322,-0.7076243083431936,0.5748971898667679,0,0,-0.36682993217380844
323,-0.5699813209905094,1.1152841227276207,0,0,-0.40010130431600965
324,-0.3750052164662507,1.6124061555060396,0,0,-0.42615147991650837
325,-0.11573586045547712,1.9661591881271034,0,0,-0.4348709341554714
326,0.20493934676837683,2.1324255167430106,0,1,-0.4209168287487543
327,0.5587779303232875,2.121867317500129,0,1,-0.3863354602937156
328,0.8908635345198624,1.9682544844484537,0,0,-0.3388060305523689
329,1.1344330880574474,1.7036685209391822,0,0,-0.28667931914904826
330,1.2363905184174315,1.3599246080571707,0,0,-0.23456382105794268
331,1.1817418357629006,0.9790486724356939,0,0,-0.1831174414159774
332,1.0033871119189273,0.6083121630038019,0,0,-0.13305919019119347
333,0.7693924877261042,0.28205468624189206,0,0,-0.08904016605926915
334,0.5509831174292497,0.011529391023653874,0,0,-0.057605561770787024
335,0.385739398541059,-0.20910802356876995,0,0,-0.04030201522912298
336,0.26077969966921927,-0.3921901881281512,0,0,-0.03235058853838119
337,0.1304962201610544,-0.5506222532576569,0,0,-0.02811654378827636
338,-0.03829123959966477,-0.6938256300843373,0,0,-0.024202627603924137
339,-0.2241705771574324,-0.82322747694905,0,0,-0.018751709775487548
340,-0.3486315714852839,-0.9320651704743171,0,0,-0.010628759253054076
341,-0.31901219944783243,-1.011500622658563,0,0,0.0006083558523402657
342,-0.08915169856535324,-1.056858772925463,0,0,0.014278387270040434
343,0.3052417510089814,-1.0681056330551049,0,0,0.027976217691603498
344,0.7588761643279924,-1.0466995948098117,0,0,0.03793154318867139
345,1.1445050378271322,-0.9953695870304671,0,0,0.04115622646818771
346,1.3629157179119993,-0.9231248224952486,0,0,0.03786034628716222
347,1.3704731409616089,-0.8499008352238382,1,0,0.03113194310275584
348,1.1812318961981354,-0.8025645827395095,0,0,0.02366392475913243
349,0.8553436359878566,-0.8381992969258967,0,0,0.014771593206816723
350,0.47920118655646743,-0.8350197948130703,0,0,0.00473701393825971
351,0.13704960174439407,-0.8696610770084079,0,0,-0.007174618932161515
352,-0.11761788474801149,-0.9238346873973053,0,0,-0.018528922384352088
353,-0.27683165474529836,-0.9704795207569877,0,0,-0.02444739886915176
354,-0.3652994254265274,-0.9863613600926576,0,0,-0.019648527126959168
355,-0.40615272711913547,-0.9606488316655514,0,0,-0.00046302364601943154
356,-0.3915894539836017,-0.8968399165948256,0,0,0.03345465396749263
357,-0.28192796482995874,-0.8081463348006395,0,0,0.07763033763176365
358,-0.037518912944287865,-0.7075741096464933,0,0,0.1221297238154144
359,0.33902933211393427,-0.5984971151961872,0,0,0.15366891484210005
360,0.7800794065350812,-0.47536318356432794,0,0,0.16304570925111242
361,1.1653043359904545,-0.33635964733618046,0,0,0.154301173525381
362,1.3658229369861523,-0.19332535892507302,0,0,0.14256437279918865
363,1.2967506944237737,-0.061266044991468434,0,0,0.13979806490452337
364,0.9502735437962556,0.06647315488201838,0,0,0.14560597864579602
365,0.39583381444815835,0.2251274309320044,0,0,0.14917386678264283
366,-0.25309653659681414,0.44610392773465146,0,0,0.1354057661843329
367,-0.8838572538512437,0.710350926276064,0,0,0.09394128174621207
368,-1.4177313357536232,0.9399093599936282,0,0,0.029526318511106618
369,-1.8190189126990937,1.0458741245592917,0,0,-0.03929776573520257
370,-2.0830828916565216,0.9900823960908022,0,0,-0.095061420456399
371,-2.2178604374761743,0.8041352073605335,0,0,-0.13112123544237053
372,-2.2340694395372958,0.5571685927093113,0,0,-0.14925950902452575
373,-2.144190431940555,0.31098187997339966,0,0,-0.1540920499142827
374,-1.9665749374147898,0.09832828605814936,0,0,-0.15034440943950778
375,-1.7292091261505043,-0.07220691488506266,0,0,-0.14237516385261825
376,-1.469084573219532,-0.20093801799354655,0,0,-0.13393619083395125
377,-1.2284512271652337,-0.2861865275737273,0,0,-0.1276553426758716
378,-1.0454600025174452,-0.32321134017688274,0,0,-0.12452736470318358
379,-0.9412298940211504,-0.3086415266097771,0,0,-0.1236298761593384
380,-0.9083120859778047,-0.24213035093500523,0,0,-0.12260279781344029
381,-0.90947566761715,-0.12489276378479505,0,0,-0.11934165254976019
382,-0.8924057761497599,0.035424832965205856,0,0,-0.11384137306830368
383,-0.8148862528013824,0.21108389085610715,0,0,-0.10846921326118561
384,-0.6671391213297423,0.3480581750865723,0,0,-0.10708168907474598
385,-0.4771972304374425,0.384747534131007,0,0,-0.11477336055793258
386,-0.2967635850576908,0.28723105064678034,0,0,-0.1379701136718839
387,-0.17863806085010406,0.07098903587453922,0,0,-0.18283821575761278
388,-0.1575191550769714,-0.20931714596284398,0,0,-0.25120362014816155
389,-0.2408709078481271,-0.4903436230351027,0,0,-0.33557691997035366
390,-0.4103142636960386,-0.726198235363389,0,0,-0.4181697252884649
391,-0.6263144467872144,-0.8974574364549531,0,0,-0.47921321827471075
392,-0.8377559614958553,-1.0064326002993784,0,0,-0.5093572825780797
393,-0.9952810642372755,-1.0672947155226045,0,0,-0.5129193349983987
394,-1.0684420373156833,-1.096992180925858,0,0,-0.5007005061454262
395,-1.0575461344617436,-1.1094803869115806,0,0,-0.4821766771317543
396,-0.992797287657892,-1.1134880827902238,0,0,-0.4626125406031321
397,-0.915057424740064,-1.1123054564593378,0,0,-0.4441091062011444
398,-0.8498183965293553,-1.1031099468599856,0,0,-0.4278813211826155
399,-0.7876891108214066,-1.0737475301771926,0,0,-0.4157066445057505
400,-0.6845773295916928,-0.9974650254388925,0,0,-0.40940526152854534
401,-0.4830939150378099,-0.8315032572998998,0,0,-0.4086188950905228
402,-0.14532622748390733,-0.5306063870801434,0,0,-0.40741671885227293
403,0.3206320792079341,-0.08167228338228612,0,0,-0.39059335220187213
404,0.8510503527353609,0.4559542963592595,0,0,-0.33679923814376006
405,1.341099797516804,0.943318918216024,0,0,-0.2380934605800038
406,1.6797682839506902,1.2164829871770773,1,0,-0.11677767861222596
407,1.7918441877568645,1.178617470078997,1,0,-0.008065032930245887
408,1.6663856333509754,0.8590947870133966,1,0,0.06732157994627697
409,1.3559444233197373,0.3895525185679109,0,0,0.10957989331841395
410,0.946381701524802,-0.07996011723312364,0,0,0.12594075616872155
411,0.5155338981167275,-0.45473956272302873,0,0,0.12884959206244534
412,0.10375670879775348,-0.7129674225900052,0,0,0.12774153686314374
413,-0.28587636653305487,-0.8773731741094187,0,0,0.12840322144148464
414,-0.6664742557836297,-0.9795170636908007,0,0,0.13409145241607495
415,-1.0398504953494507,-1.0415133579868745,0,0,0.1463276700412872
416,-1.3851119562310903,-1.0741558271143345,0,0,0.165249034069941
