Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5
60,-0.13877859566666667,0.74503451475,-0.24372963374999998,-0.536701298,-0.8827202806666666
70,0.2518825870909091,-0.5189185530909092,-0.10202094854545454,0.18822288490909092,-0.16190050318181817
80,0.02805221633333331,0.04963719841666666,-0.2656768409166667,0.39622029166666667,-0.30656429324999995
90,-0.1896930675,-0.12428573808333333,0.22009861841666667,-0.39159022391666665,0.06162024741666668
100,-0.24238562691666665,0.0032934935000000034,0.10299476675000001,-0.2616906132499999,-0.7868085164166666
110,0.20390461041666663,-0.15212837275,0.2996133970833333,-0.11892551108333332,-0.03641328141666666
120,0.5555339405,0.26475438275,0.24440282791666668,0.22877386224999996,-0.29928289866666663
130,0.3208268845833333,0.23501573950000001,-0.18208816566666672,0.4812633323333333,-0.6365025499166667
140,0.19500923858333333,-0.08102750791666667,-0.5539062666666666,-0.015911739750000004,-0.41343433874999996
150,0.045949939250000016,0.18868223008333332,-0.17223301516666667,0.008712902416666654,-0.7454331201666666
160,-0.8056703798333333,-0.012801875416666672,-0.4704835049166667,-0.21928877299999996,-0.35266809466666665
170,0.056917991090909094,0.03988250181818181,-0.2365054779090909,0.46557302654545457,-0.12470823818181821
180,-0.025156306916666687,0.22185020533333333,0.33303614033333334,-0.17558298683333332,-0.1576824728333333
190,0.5267810061666667,-0.5115694055000001,0.1781841618333333,0.22971641424999997,-0.47199553675
200,0.17422894083333337,0.028085137416666683,-0.45727119750000006,-0.37874436908333325,-0.44090589225
210,0.7384106023333333,-0.09480140016666667,-0.16438657641666668,0.11923515724999999,0.26111447141666666
220,-0.3004100745,0.2564168384166667,0.14406433591666667,-0.5956169760833333,-0.10046927158333335
230,0.14647479016666667,-0.059917564916666693,0.20625158441666666,0.10925701300000001,-0.6338780188333333
240,-0.30785216483333333,-0.26698919658333337,-0.007841383583333339,-0.2995699715833333,0.048991184083333326
250,0.24868996754545455,0.2724337051818182,-0.12452047509090908,-0.04597798081818182,-0.24863198963636365
260,0.006986089416666674,-0.5343324999166666,0.14268714708333333,0.21930326058333335,0.19148039316666665
270,0.6021311013333334,0.3038726095,-0.023733907083333314,-0.3681720499166667,-0.32182074066666666
280,0.9708090508333332,0.04282328074999997,-0.08850300108333332,0.0782535393333333,0.21606237291666666
290,0.11793759441666667,0.1067310680833334,-0.17575478091666674,-0.201846023,0.10247508699999998
300,0.04754643824999998,-0.03483019258333334,-0.32775087616666665,0.42514658391666665,0.1172154895
310,-0.08058525333333333,0.49572610066666667,-0.57329970125,-0.5116567963333333,0.22725246016666667
320,-0.29433544466666667,-0.3284320259166667,0.2067943251666667,-0.046744707083333316,-0.16220335475000003
