Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5
60,-0.32624513299999996,-0.05836248191666671,0.2733468855,0.35789914650000004,-0.1619799958333333
70,-0.3742234526666666,0.07574054483333333,-0.0017667113333333557,0.27569571458333336,-0.3914994129166667
80,-0.12746262881818185,0.1161571361818182,0.3568237096363636,-0.14991289763636362,-0.11865415863636362
90,0.29115753650000004,-0.06977626983333333,-0.41030983566666673,-0.14317669149999998,-0.02523222199999998
100,0.01456522033333335,0.07896861783333335,-0.29417371233333334,0.25247279191666666,0.23890409775000002
110,-0.0020734130833333178,0.07327633383333332,-0.40121988016666665,-0.0033534125833333075,0.606402973
120,-0.2564016165833333,0.08231373925,0.12046850575000001,0.2319849026666667,0.1031317280833333
130,-0.1625399420833333,0.06439238358333334,0.22422555666666666,-0.01841079425000004,-0.2743957299166666
140,0.12650004041666665,-0.6570237820833333,0.10357215141666666,0.07391728325000002,0.004255600000000008
150,-0.14631640336363635,0.00932206836363635,0.5632147415454546,0.001140926818181827,0.05815237409090907
160,0.297991269,0.07500408900000004,0.12111453200000001,0.24411261400000003,0.020272169000000003
170,0.06497524766666668,-0.061303655250000026,-0.1347628135833333,0.11893362866666667,-0.22636086616666665
180,-0.70247349125,0.30209489058333333,-0.06468461691666666,0.3003320588333333,0.6999831811666667
190,-0.37535284733333335,0.36528497758333334,-0.028437367750000008,0.017138096833333314,0.010439528749999982
200,-0.48916838258333334,-0.044200932333333325,0.7362065684166667,0.21310762016666665,0.2516374384166667
210,-0.6682910622499999,0.21170225258333333,-0.02791971725000002,0.23459610658333332,0.10560808558333333
220,-0.4144829845833333,-0.027979558999999998,0.1736372625,0.16644534649999998,0.1397856045833333
230,-0.22706263283333336,0.3403884191666667,0.08193642883333331,0.05284953649999997,0.6045158725
240,-0.03853580375000001,-0.05735686350000004,-0.22988132083333335,0.37522727116666665,0.8294317135
250,-0.0912290164166667,-0.36944469274999997,-0.07292465808333333,-0.21287198816666666,0.07572342825
260,-0.63538197925,0.45412293449999996,0.11336258275,0.06831103399999999,0.515118352
270,0.26446131263636363,0.06663389245454546,0.16838910145454547,0.23284511654545453,0.3496878530909091
280,-0.46150501066666666,0.09624800983333336,-0.5790440005833334,0.08601394424999997,0.111475292
290,-0.42574682133333336,0.2674585291666667,0.32773245175,0.2744624049166667,0.5516378520833333
300,-0.3539445264166667,0.4501661733333333,-0.1949996915,0.1570448325,0.43488936683333335
310,0.013776851416666644,-0.276804202,-0.08281160958333333,0.15733610666666667,0.1428561226666667
320,-0.28114537066666667,0.0499142595,0.06937379241666665,0.2543761601666667,0.8369461666666668
