Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5
75,-0.3486986848666666,-0.15090962666666669,0.26400529106666665,-0.31211633120000004,0.27731895219999997
90,0.10924941007142855,0.6237716242142858,0.09228713942857143,-0.1745173385,0.5254818255
105,-0.24253593773333332,0.4976426098,0.21264447999999997,-0.32370632413333333,0.3292555557333333
120,-0.4324157382857143,-0.10114445749999998,0.3072436766428571,-0.1790028877142857,0.3988242895
135,-0.1420514132,-0.1797876312666667,-0.11904308346666669,-0.22775829753333335,0.42949930166666667
150,0.027964149125000004,0.42288562225,0.2587427525625,-0.10623723175000001,0.440060055125
165,-0.017235353333333328,0.1741736864,0.10053907619999998,-0.10067730093333332,0.8999155432666667
180,-0.3481923882142857,0.36903426521428573,0.35376643642857136,-0.13769923164285713,0.7609061192857143
195,-0.17574146978571428,0.45517297292857145,0.09912319271428573,-0.21116464799999998,1.2028292777142855
210,0.11026593993333332,-0.04231796580000001,0.48367145533333333,-0.28659029239999995,1.3087786259333332
225,-0.4176926034,0.30404938386666663,-0.19339205920000005,0.06196489113333332,0.6487219751333334
240,-0.10200663393333334,0.14117163353333334,0.19781564859999998,-0.09326786446666668,0.8931361859333333
255,0.19423120035714286,-0.13325996457142858,0.26844565014285715,0.5194850460714285,0.8468055824285715
270,-0.1757615806,0.29062162680000003,0.248442184,-0.00714285833333332,0.6240444632000001
285,-0.3525894706666667,0.6614440285333333,0.10380368973333334,-0.11161524513333336,1.302218618
300,0.3511836532666666,0.4780138632,0.29624006813333337,-0.09243414393333334,1.2346110593333333
315,0.18570469757142855,0.5331712539285715,0.1698617002857143,0.4343970765,1.241602766357143
330,0.21011319853333338,0.21352905946666667,0.2388372646666667,0.06420022093333334,0.8458743642000001
345,-0.21089340186666664,0.10652026226666664,0.11837312713333334,0.014185100000000025,0.9943710494
360,-0.07261197213333333,0.15209225406666665,0.4902169708,-0.016870223799999976,0.7596653289333334
375,-0.0057785450714285536,0.019823790714285718,0.46303353364285715,0.30748515392857145,1.1102153369285714
390,-0.166384533375,0.2124040639375,0.02998394193749998,-0.3082182646875,0.8222472184375
405,0.2455987329333333,-0.04176822453333335,0.21034112880000003,-0.12328891793333334,0.8494913042666667
420,-0.274159402,0.17453191992857145,0.4791359984285714,0.2336878725,0.45011764428571427
435,0.0061226475333333065,0.08719510066666666,0.4693404046,-0.17122147380000002,0.6812360896
450,0.21783620114285715,0.1536317632142857,0.13883666278571427,0.3189201421428572,0.6453059055714286
465,-0.3561213702666667,-0.18774956026666667,-0.3882804142,-0.2629076374666667,0.6872695070666667
480,-0.09124095840000002,0.029189524133333332,0.10140352766666666,-0.26128972366666664,0.0924114034
495,-0.3165176538,0.2744951865333333,-0.037996152533333334,0.0020620124666666404,0.4632276229333333
510,-0.197012789,-0.15978434964285718,0.8590704927857143,-0.19389086249999998,0.09447043692857145
525,0.03147287400000002,0.06732200099999999,0.14937809233333335,-0.02459908106666666,0.024962126000000005
540,0.07225991986666666,-0.2743016802666667,0.35867112953333335,0.48052549019999996,-0.22922868133333332
555,-0.17918021013333338,0.16184250053333335,-0.2977748022,0.04915957780000002,-0.31400497679999995
570,-0.4172374259333333,0.08555384826666666,-0.10802239573333333,-0.13397997553333338,-0.5971411841333333
585,-0.2575512147333333,0.2237291342,-0.17796311886666666,-0.016451051799999998,-0.13967769793333332
600,0.2456594417142857,0.5969688946428572,0.22695434871428571,0.12790298014285714,-0.18234443028571426
615,-0.039688573785714276,-0.04906200792857144,0.43406601185714283,0.09193324535714287,-0.860941611
630,-0.06389833373333334,0.26023751066666667,0.03996779666666668,0.22835281506666671,-0.4616151808
645,0.040214072266666664,-0.021525286466666668,0.33826628006666665,0.13417759746666666,-0.5974124844666666
660,0.03461805000000004,0.5484656504666667,0.16366356186666664,-0.3559036808,-0.2110103548
675,-0.22036025112711866,-0.179615662279661,-0.08186802156779661,-0.0746594710677966,-0.30811910844067797
