Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5
60,-0.08482914133333334,0.07163037133333337,0.21453687025000004,-0.015566429250000013,0.3629523554166667
70,-0.3845153428333333,0.03287097874999997,0.28833537366666667,-0.0003060844166666808,0.2912459435833334
80,-0.5727210900833334,-0.12437956874999999,0.4095311155833334,0.11910710775,0.771363714
90,0.021227673583333346,-0.45151763191666666,0.17881429383333333,-0.028148860499999984,0.4185891655
100,0.08581299574999994,-0.45676144383333334,0.0256493015,0.17152768975,0.58356621325
110,0.06505662408333332,-0.05632322083333335,0.15769201466666669,0.1313289580833333,0.71385105
120,-0.25145089400000004,-0.40326872983333334,0.5470528845833333,0.19486707725,0.45177019999999996
130,-0.42191132875000004,0.034786923750000004,0.25518793,-0.49973461700000005,0.2919064495
140,0.05868863954545451,-0.04277339245454547,0.3388520249090909,0.3641613458181819,0.7406191821818182
150,-0.2576885233333333,-0.05307501733333334,0.001054137166666691,-0.34399587025000006,0.6174085024166667
160,0.1453120215,-0.23717445399999995,0.07026957158333333,-0.34659174791666664,0.33702161550000004
170,-0.23703008958333335,0.1587425655,0.5140440768333333,-0.08666901216666663,-0.029968564749999992
180,0.12224150025000002,0.21029994675,-0.23056951525000002,0.24390786433333334,0.09162427541666664
190,-0.5617554249166666,0.2743483049166667,-0.054011062333333325,-0.5346932325833333,0.19052792766666668
200,-0.45898018325,-0.1311596845,-0.08978575091666667,0.4035458735,0.21882452058333335
210,-0.20006870366666665,-0.2924828271666667,0.5386913204166667,0.4277777895833334,0.10534446008333333
220,-0.12670683754545456,-0.40256285954545457,0.1403871409090909,-0.14825442845454548,0.41078662218181816
230,0.11222558574999997,-0.6377724805833332,0.09710592025000002,0.18323620399999999,0.88378237825
240,-0.04517889349999999,-0.03304516525000003,0.155451919,-0.3208292775833333,0.32298435724999996
250,-0.6028359000833333,-0.10163842241666667,0.32508058516666666,0.60819958025,0.6368058195
260,0.34632267750000006,-0.25047459333333333,-0.08026656225,0.32600487833333336,0.08713375483333334
270,-0.5302936865833333,-0.04192067583333331,0.61382529625,-0.06903593591666667,0.7014378405
280,-0.6346390978333334,-0.2873036815,-0.0874187615,0.35098364700000007,0.3517889875833333
290,-0.24152124266666666,-0.5263738453333334,0.016493838750000007,0.3386139485,0.27528231166666667
300,-0.37626967233333336,0.6031365539166667,-0.06948449908333335,-0.11874909183333332,0.021341338833333338
310,-0.26622805154545454,-0.06527342481818182,0.22108358818181817,-0.12709666427272726,0.46725740763636364
320,0.10187465566666666,0.062433906583333344,0.26933995966666663,-0.13080234541666666,0.5911410036666667
