METADATA:
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Probe 4 Version,Subject
297063,1,1,1,1,001
Time after setup,6.52670789998956
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,10.616823299787939
Movie Task Start,10.616936499951407,,,,Movie Task,1,1,,,
Movie Init,11.77446400001645,,,,Movie Task,1,1,,,
Movie Start,11.785145099973306,,,,Movie Task,1,1,,test1.mp4,
