Time_from_Boundary,Mean_Value
-30.0,0.04371278596775325
-20.0,-0.0648979863213384
-15.0,0.09470421756100579
-10.0,-0.02719545304955807
0.0,-0.09338241073011463
10.0,-0.22775757274526512
15.0,0.043777082585376985
20.0,-0.15933863555713385
30.0,0.052269924273685105
