video,event_index,within_value,across_value,difference,type
global_Mean_PCA_2,23,-0.40746304374037146,0.897715574554925,-1.3051786182952965,segment_middle
global_Mean_PCA_2,24,-0.20121833494903354,0.40779668955645315,-0.6090150245054867,segment_middle
global_Mean_PCA_2,24,0.0059318756040249235,0.02066590526146485,-0.014734029657439928,fake_boundary
global_Mean_PCA_2,25,0.18825017766512553,-0.03846185853580853,0.22671203620093405,segment_middle
global_Mean_PCA_2,27,-0.9833186688696312,0.9863187774698265,-1.9696374463394577,segment_middle
global_Mean_PCA_2,29,0.4712603446069623,-0.9443627490346054,1.4156230936415677,segment_middle
global_Mean_PCA_2,30,0.024187954177367552,0.17074545282027004,-0.1465574986429025,segment_middle
global_Mean_PCA_2,31,-0.030961748966263393,-0.583842655345399,0.5528809063791357,segment_middle
global_Mean_PCA_2,32,0.704137159064433,-0.1256860012352123,0.8298231602996453,segment_middle
global_Mean_PCA_2,39,-0.3070043489682509,-0.5421124041729483,0.23510805520469735,segment_middle
global_Mean_PCA_2,39,-0.18105342975450622,0.08122705281036208,-0.2622804825648683,fake_boundary
global_Mean_PCA_2,40,-0.6401686486785791,-0.4182301882486564,-0.22193846042992277,segment_middle
global_Mean_PCA_2,40,0.011620814380143264,-2.8036694409814268e-05,0.011648851074553079,fake_boundary
global_Mean_PCA_2,43,0.06589780693940964,-0.22136538015840387,0.2872631870978135,segment_middle
global_Mean_PCA_2,43,-0.0038173966928562965,0.03142621941334625,-0.035243616106202545,fake_boundary
global_Mean_PCA_2,46,-0.2731120342118608,-0.016614649087704107,-0.2564973851241567,segment_middle
global_Mean_PCA_2,46,0.12683313471098243,0.06425637470424599,0.06257676000673644,fake_boundary
global_Mean_PCA_2,47,-0.7235641224496961,-0.5918272441247491,-0.13173687832494707,segment_middle
global_Mean_PCA_2,49,-0.9450744604337296,-0.5257223612083414,-0.4193520992253882,segment_middle
global_Mean_PCA_2,49,-0.0006299343235605637,0.09383296949028291,-0.09446290381384348,fake_boundary
global_Mean_PCA_2,50,-0.5757446443527281,-0.42052779415142183,-0.15521685020130627,segment_middle
global_Mean_PCA_2,50,-0.016522745912940805,0.014781599922295338,-0.03130434583523614,fake_boundary
global_Mean_PCA_2,52,0.1740049993710235,-0.2855097805439807,0.4595147799150042,segment_middle
global_Mean_PCA_2,52,-0.03202552343300071,0.040239716749518706,-0.07226524018251942,fake_boundary
global_Mean_PCA_2,53,-0.390193954416144,0.37913414648258753,-0.7693281008987316,segment_middle
global_Mean_PCA_2,53,0.00032937067002153153,-0.07392282543121674,0.07425219610123827,fake_boundary
global_Mean_PCA_2,55,0.4858093536103589,,,segment_middle
global_Mean_PCA_3,1,0.11881989748878853,0.9408330892020981,-0.8220131917133096,segment_middle
global_Mean_PCA_3,2,-0.599151821785877,-0.72510515676422,0.12595333497834305,segment_middle
global_Mean_PCA_3,3,0.6392340192066271,-0.8448726927600505,1.4841067119666778,segment_middle
global_Mean_PCA_3,3,0.2303038019685344,-0.09072128899924943,0.3210250909677838,fake_boundary
global_Mean_PCA_3,8,-0.4271397930539447,0.312772555793094,-0.7399123488470387,segment_middle
global_Mean_PCA_3,9,-0.7523589588806446,0.20578967108401403,-0.9581486299646587,segment_middle
global_Mean_PCA_3,12,-0.5213388914345854,0.7579185373045373,-1.2792574287391227,segment_middle
global_Mean_PCA_3,14,-0.7612598024099044,0.8876413621374829,-1.6489011645473872,segment_middle
global_Mean_PCA_3,15,-0.9182614378814068,0.5652283543487919,-1.4834897922301988,segment_middle
global_Mean_PCA_3,16,0.29241406341945697,0.8636234281778126,-0.5712093647583556,segment_middle
global_Mean_PCA_3,16,0.04855026032291334,-0.0389030873737633,0.08745334769667665,fake_boundary
global_Mean_PCA_3,18,0.0416007048675769,0.4030158234128227,-0.36141511854524583,segment_middle
global_Mean_PCA_3,18,0.16929546760158917,0.08054210421728661,0.08875336338430256,fake_boundary
global_Mean_PCA_3,20,-0.8167153690207017,0.7391854499744704,-1.5559008189951722,segment_middle
global_Mean_PCA_3,21,-0.31211914244932354,0.4304187884472053,-0.7425379308965289,segment_middle
global_Mean_PCA_3,23,0.3241047025367481,0.2773386937127678,0.0467660088239803,segment_middle
global_Mean_PCA_3,24,-0.12498824786154075,-0.43545880198169057,0.3104705541201498,segment_middle
global_Mean_PCA_3,24,0.01071138766401965,0.011774775896098117,-0.0010633882320784677,fake_boundary
global_Mean_PCA_3,25,-0.7526010998320338,-0.07025769803926446,-0.6823434017927694,segment_middle
global_Mean_PCA_3,27,-0.39601182753628467,0.21984982483324186,-0.6158616523695265,segment_middle
global_Mean_PCA_3,29,0.8011934373704278,0.5854313196440956,0.21576211772633225,segment_middle
global_Mean_PCA_3,30,0.21757290160830225,0.7417019356817574,-0.5241290340734551,segment_middle
global_Mean_PCA_3,31,0.6870656040301288,-0.5324449397008465,1.2195105437309754,segment_middle
global_Mean_PCA_3,32,-0.9079269030849288,-0.38781270546194707,-0.5201141976229817,segment_middle
global_Mean_PCA_3,39,0.0839205391742816,-0.30435325708952626,0.38827379626380787,segment_middle
global_Mean_PCA_3,39,-0.00329772837519174,-0.07199132277315916,0.06869359439796742,fake_boundary
global_Mean_PCA_3,40,-0.19935128203876895,0.3139118127097784,-0.5132630947485474,segment_middle
global_Mean_PCA_3,40,0.14661767976619255,0.2934854740910332,-0.14686779432484065,fake_boundary
global_Mean_PCA_3,43,-0.0140041017179325,-0.45121004018226063,0.43720593846432815,segment_middle
global_Mean_PCA_3,43,0.014153948174743471,0.03641653789029666,-0.022262589715553192,fake_boundary
global_Mean_PCA_3,46,-0.38966379428929443,0.666043141579786,-1.0557069358690803,segment_middle
global_Mean_PCA_3,46,0.11367647135343542,0.11689724702592036,-0.003220775672484938,fake_boundary
global_Mean_PCA_3,47,0.47255566646038927,-0.7258020957155018,1.198357762175891,segment_middle
global_Mean_PCA_3,49,-0.34863009657272465,-0.3998135239262513,0.051183427353526656,segment_middle
global_Mean_PCA_3,49,-0.05690620003202636,0.013523513264184923,-0.07042971329621128,fake_boundary
global_Mean_PCA_3,50,0.5196526056784375,0.46697025218966864,0.052682353488768874,segment_middle
global_Mean_PCA_3,50,0.0028588705285670594,0.01652732029783323,-0.013668449769266169,fake_boundary
global_Mean_PCA_3,52,-0.04688529365919711,-0.255836284985333,0.2089509913261359,segment_middle
global_Mean_PCA_3,52,-0.14902704484339835,0.12629856756786956,-0.2753256124112679,fake_boundary
global_Mean_PCA_3,53,-0.1171687274943089,-0.06531877364615177,-0.05184995384815713,segment_middle
global_Mean_PCA_3,53,0.05338221288019276,-0.025401629514067155,0.07878384239425991,fake_boundary
global_Mean_PCA_3,55,0.1931428709043045,,,segment_middle
global_Mean_PCA_4,1,0.6212538613139386,0.40556826145511976,0.2156855998588188,segment_middle
global_Mean_PCA_4,2,-0.48393975922098864,-0.8350852520659096,0.3511454928449209,segment_middle
global_Mean_PCA_4,3,-0.43145658191027936,0.14646795742781166,-0.577924539338091,segment_middle
global_Mean_PCA_4,3,0.1271847836285749,0.0029862942202910723,0.12419848940828383,fake_boundary
global_Mean_PCA_4,8,-0.11756988126638138,-0.3893610056105995,0.27179112434421815,segment_middle
global_Mean_PCA_4,9,-0.08899094179438574,0.3411177194376428,-0.4301086612320285,segment_middle
global_Mean_PCA_4,12,-0.13958103070230257,-0.6238137235581648,0.48423269285586223,segment_middle
global_Mean_PCA_4,14,0.26929847463104456,0.8873087026546873,-0.6180102280236428,segment_middle
global_Mean_PCA_4,15,-0.1892271865096405,0.3069312333163483,-0.4961584198259888,segment_middle
global_Mean_PCA_4,16,0.10073798416083153,-0.5532572195668946,0.6539952037277261,segment_middle
global_Mean_PCA_4,16,0.1591641985287871,0.08346326850513971,0.07570093002364739,fake_boundary
global_Mean_PCA_4,18,-0.5382097217253548,0.5115053421481459,-1.0497150638735007,segment_middle
global_Mean_PCA_4,18,0.061255872399548224,0.03632683129620152,0.024929041103346705,fake_boundary
global_Mean_PCA_4,20,0.19249477780920754,-0.706396525363857,0.8988913031730645,segment_middle
global_Mean_PCA_4,21,-0.40173230393057247,0.07235784496368163,-0.4740901488942541,segment_middle
global_Mean_PCA_4,23,0.043703986649910605,-0.8958760046101818,0.9395799912600924,segment_middle
global_Mean_PCA_4,24,-0.1747967372980382,-0.13370736062333488,-0.04108937667470333,segment_middle
global_Mean_PCA_4,24,0.32293502715361283,0.1351696770481011,0.18776535010551174,fake_boundary
global_Mean_PCA_4,25,0.1794858678967625,-0.005820091918574071,0.18530595981533657,segment_middle
global_Mean_PCA_4,27,-0.28002883961243413,-0.16180717372850068,-0.11822166588393346,segment_middle
global_Mean_PCA_4,29,-0.7980188116815484,0.3267713413793481,-1.1247901530608966,segment_middle
global_Mean_PCA_4,30,0.739467617857157,0.9542563215880849,-0.21478870373092795,segment_middle
global_Mean_PCA_4,31,-0.4032064632237852,-0.2587297805160303,-0.14447668270775493,segment_middle
global_Mean_PCA_4,32,-0.539931619479979,-0.061222855955182905,-0.47870876352479613,segment_middle
global_Mean_PCA_4,39,0.12699203695997496,-0.054398848181843124,0.1813908851418181,segment_middle
global_Mean_PCA_4,39,0.17373489150447433,0.23543309969300835,-0.061698208188534026,fake_boundary
global_Mean_PCA_4,40,-0.15366772134705284,0.6549013980970004,-0.8085691194440533,segment_middle
global_Mean_PCA_4,40,-0.0732510586712705,0.0173487599478282,-0.0905998186190987,fake_boundary
global_Mean_PCA_4,43,0.8915556983931001,0.7978587030152999,0.09369699537780019,segment_middle
global_Mean_PCA_4,43,0.23367537931248575,0.3481299696959291,-0.11445459038344333,fake_boundary
global_Mean_PCA_4,46,-0.16663341986893243,-0.24968315522678997,0.08304973535785753,segment_middle
global_Mean_PCA_4,46,-0.0046350937868488455,0.01858373406692964,-0.023218827853778486,fake_boundary
global_Mean_PCA_4,47,-0.7243614113728583,0.0008872946037672958,-0.7252487059766255,segment_middle
global_Mean_PCA_4,49,-0.19083972940285057,0.5123461523009517,-0.7031858817038023,segment_middle
global_Mean_PCA_4,49,-0.008503141521603735,0.1632966184834449,-0.17179976000504862,fake_boundary
global_Mean_PCA_4,50,0.847785049206111,0.6043713907619774,0.24341365844413354,segment_middle
global_Mean_PCA_4,50,0.4518170187659626,0.4928692191376557,-0.041052200371693104,fake_boundary
global_Mean_PCA_4,52,-0.3485661485147831,-0.014277339034716667,-0.33428880948006645,segment_middle
global_Mean_PCA_4,52,0.020708341621102057,-0.02859303714888078,0.049301378769982834,fake_boundary
global_Mean_PCA_4,53,0.42678275605318894,-0.3069647806560845,0.7337475367092734,segment_middle
global_Mean_PCA_4,53,0.11409317557474745,-0.1765277408620434,0.29062091643679083,fake_boundary
global_Mean_PCA_4,55,0.5348924876698852,,,segment_middle
global_Mean_PCA_5,1,0.24145515589029318,-0.7392283930017475,0.9806835488920407,segment_middle
global_Mean_PCA_5,2,-0.9844949184294463,0.751800615910976,-1.7362955343404223,segment_middle
global_Mean_PCA_5,3,0.19364280645903298,0.31188297530823783,-0.11824016884920485,segment_middle
global_Mean_PCA_5,3,0.04659112335684132,0.12426168025901287,-0.07767055690217155,fake_boundary
global_Mean_PCA_5,8,-0.39358344864078254,0.09129287776264541,-0.4848763264034279,segment_middle
global_Mean_PCA_5,9,-0.17717420901365363,-0.9828900218314146,0.805715812817761,segment_middle
global_Mean_PCA_5,12,-0.5399347282366724,0.3768053699481124,-0.9167400981847849,segment_middle
global_Mean_PCA_5,14,-0.7886224887571822,-0.3496700051063185,-0.4389524836508637,segment_middle
global_Mean_PCA_5,15,-0.5315962104836025,0.6909275456450497,-1.2225237561286522,segment_middle
global_Mean_PCA_5,16,-0.5614349493315187,0.5573385341275324,-1.118773483459051,segment_middle
global_Mean_PCA_5,16,0.018224578912906266,-0.006142525548663223,0.024367104461569488,fake_boundary
global_Mean_PCA_5,18,0.9298007789910125,-0.8717129699236142,1.8015137489146267,segment_middle
global_Mean_PCA_5,18,0.02968423534365727,-0.0498741703577285,0.07955840570138577,fake_boundary
global_Mean_PCA_5,20,0.3874902573978425,-0.6828842088322848,1.0703744662301273,segment_middle
global_Mean_PCA_5,21,-0.8381237546708314,0.8040493568653043,-1.6421731115361358,segment_middle
global_Mean_PCA_5,23,0.4860733609097034,0.9804928443136763,-0.49441948340397296,segment_middle
global_Mean_PCA_5,24,-0.8514410364871168,0.26468340108931,-1.1161244375764268,segment_middle
global_Mean_PCA_5,24,-0.0072428249065503705,0.03571991213091032,-0.04296273703746069,fake_boundary
global_Mean_PCA_5,25,-0.8744125070350466,0.2407918776257181,-1.1152043846607647,segment_middle
global_Mean_PCA_5,27,-0.3099470295529556,0.43021387857669047,-0.7401609081296461,segment_middle
global_Mean_PCA_5,29,0.8295506791222901,-0.626459405439514,1.456010084561804,segment_middle
global_Mean_PCA_5,30,-0.48262368414719664,0.47240860212259916,-0.9550322862697957,segment_middle
global_Mean_PCA_5,31,-0.4566697286549,0.6199358736784759,-1.0766056023333759,segment_middle
global_Mean_PCA_5,32,0.4097343682156785,0.40491601896384405,0.004818349251834442,segment_middle
global_Mean_PCA_5,39,-0.2506825359864937,-0.29580504745781444,0.045122511471320736,segment_middle
global_Mean_PCA_5,39,0.1771427026108667,0.08291145528285333,0.09423124732801337,fake_boundary
global_Mean_PCA_5,40,-0.82293153446545,-0.19618790990238574,-0.6267436245630642,segment_middle
global_Mean_PCA_5,40,-0.048602773563628784,0.15855262871201237,-0.20715540227564117,fake_boundary
global_Mean_PCA_5,43,0.004343424498299711,-0.7342128668645659,0.7385562913628656,segment_middle
global_Mean_PCA_5,43,0.062131006413306114,0.08786803925900641,-0.025737032845700294,fake_boundary
global_Mean_PCA_5,46,0.1007896933243538,0.3579172116860222,-0.2571275183616684,segment_middle
global_Mean_PCA_5,46,0.27169062262247684,0.1477064228976274,0.12398419972484945,fake_boundary
global_Mean_PCA_5,47,0.8000104450614725,-0.43212067512845587,1.2321311201899283,segment_middle
global_Mean_PCA_5,49,-0.010588451778849565,0.3853285673513954,-0.39591701913024496,segment_middle
global_Mean_PCA_5,49,0.110107355420052,-0.04076177690046995,0.15086913232052196,fake_boundary
global_Mean_PCA_5,50,-0.7501519468058266,-0.028152086210370065,-0.7219998605954566,segment_middle
global_Mean_PCA_5,50,0.06051087522516187,0.17773219087704356,-0.1172213156518817,fake_boundary
global_Mean_PCA_5,52,-0.445545799592464,0.49782631816082634,-0.9433721177532903,segment_middle
global_Mean_PCA_5,52,-0.004105114578176488,-0.07641816567491931,0.07231305109674283,fake_boundary
global_Mean_PCA_5,53,0.052597083635685285,0.3286075866735182,-0.2760105030378329,segment_middle
global_Mean_PCA_5,53,-0.01802662169466448,0.10376502499956092,-0.1217916466942254,fake_boundary
global_Mean_PCA_5,55,0.5813642668315943,,,segment_middle
