ProbeVersion,ProbeNumber,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4
0,1,-0.1808509064770544,-0.5993456507099791,0.5349592740338558,-0.13502081314851364,0.05049683527487812
0,2,-0.6378157897260189,-0.8458547546916725,0.19948665679792943,-0.16193027024471582,-0.36750536711947196
0,3,-0.028212188337946396,-0.08604792226796625,0.3234773575741521,-0.3055649361647766,0.2934399297073605
1,1,0.18121612379597776,0.30027432403090626,0.024615849787380715,0.12461397757110802,0.6260970829791629
1,2,0.03226989994813726,0.52488017681824,-0.10381305419127712,0.48876140223846337,0.33508115542430156
1,3,-0.5126528029558121,0.1427955568452772,-0.45481425196236686,-0.272408754407242,0.2119730631488862
2,1,0.6180858091247395,0.4572433710368484,0.5917847670325688,0.14901209084176442,0.32155601526353855
2,2,0.3963051816928989,0.6344168717066445,0.2015606153709699,0.37922027494210536,0.5757572826263306
2,3,0.10728337404437586,0.31106321770672,0.7245268838163722,0.09187463266288065,0.31895900596097787
3,1,0.06742646426870814,0.34522337697658095,0.29980827509004265,-0.07259904551622114,-0.1847200159161274
3,2,0.20860979138269406,0.41145677299187944,-0.003693453595459306,-0.22249522555080514,-0.1223731946379314
3,3,-0.11199406322160992,-0.15220503251627662,-0.2599364249948938,-0.22832862310617852,-0.04918481073463169
4,1,-0.2416338268206201,-0.6136262053120846,0.1532106476818412,0.24671814299412773,-0.15321034317977558
4,2,0.11685617201285615,-0.707902244252517,0.22294322945063774,0.06916374061532224,0.5474541889033944
4,3,-0.009060555007167929,-0.07327705530673119,0.28773598366972697,-0.20423971825986606,-0.17030849853684696
5,1,-0.3161319423398378,0.43157553074550337,-0.3625137723485187,-0.387980461609337,-0.25399431655116644
5,2,0.19951544185435674,0.20103770916762442,0.05934462217030303,-0.7644397576615446,-0.0695677883584462
5,3,-0.16120565125433187,0.7544362796059528,0.2784735643834778,-0.05611871336403571,0.010315689305182249
6,1,0.20417692637435084,-0.143338544178189,0.0006511198520775344,-0.08318199291111728,-0.49094931489330823
6,2,0.4252725105189117,0.25232644003337684,-0.09171567803868574,-0.04759002493317178,-0.12384252339860018
6,3,-0.41714724780587303,-0.30544693429282327,-0.6392618697002171,0.18093116078356922,-0.5212233833462542
7,1,0.7881980130259703,-0.5677498080083477,-0.36050867445493817,-0.513077993027321,0.29661532196193646
7,2,-0.050732775863731434,-0.35852246347004857,0.31391621223443494,-0.09166997432446698,0.37382066461955377
7,3,-0.29533054521930024,-0.43532128143444654,0.22498583224212731,-0.21506479060470848,-0.32712396833868485
8,1,-0.5017050148101553,0.14259567350274518,-0.5841161966431221,-0.27901320533253215,-0.19250955027619657
8,2,0.06324056079139982,-0.12848181966900948,-0.05353803408566443,0.01718391602783136,-0.2973524357539558
8,3,-0.10609990834455896,-0.33081802607395633,-0.13598477550399454,-0.11610171200444568,-0.4586270496903147
