ProbeVersion,ProbeNumber,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4
0,0,0.33226577624111076,0.5086872667398779,-0.2277914126753574,0.09606863879982239,-0.2616038384189814
0,1,1.2752149984673666,0.12060267663024976,-0.11876390137014853,-0.21099743517129943,0.3264844290124928
0,2,0.8677144572357873,0.09931494275301991,0.42976236739855395,0.5558812160740499,0.8163800857497255
0,3,0.49030591759022657,0.4570280212933225,-0.36200256059679825,0.6088065161494008,0.37494654495458246
0,4,0.2646989896313752,0.5321729576012562,0.061872627462746785,0.44534426877230904,0.7079619500479205
0,5,0.7328673922620477,0.8838606153769376,-0.2382742090258749,-0.036819971515551435,0.5823698871678331
1,0,0.17073707626097875,0.05239843307867468,-0.011948120084739746,-0.1503082090071011,-0.4046544611990847
1,1,0.4122190179671115,-0.3478023912690974,-0.4972878259327675,0.10722406122484833,-0.31150722375068157
1,2,0.12865168517638234,-0.06966392085189353,-0.644774095955757,0.22318211646704597,-0.10493991396702296
1,3,0.45751132086532165,0.8800423422274818,-0.05894201102401132,0.3846142852985085,0.8129115863909943
1,4,-0.22838363065006353,0.4442438614434234,-0.6192416203333713,-0.2793107032204773,-0.2930869938050857
1,5,-0.21250203714309407,0.8943175435210851,0.013485564276081339,-0.10427454204914259,0.252215282519058
2,0,0.51278103317646,0.1276685195564861,0.7499538324029257,-0.43834802726114463,0.1753821150658143
2,1,0.4472861196091166,1.1760542964451173,0.19434232157792056,0.19736518745341622,0.3242620431328861
2,2,0.7068035030422191,0.2552994135270573,0.14591811636322907,0.6109181099831347,0.3963110705877664
2,3,-0.47450905819264294,-0.04547349286556436,0.3338214789251247,0.21950078592536548,-0.39847977519875866
2,4,-0.08428943205650474,-0.2815348369522785,-0.41885505697876313,-0.3777760326780394,-0.24320148064269756
2,5,0.009843546476210007,0.14565649929494734,-0.16332320807931827,-0.632941067001904,-0.8676178904011305
3,0,1.1690892502430763,0.5607342053220812,0.9872218717146245,-0.934307721959046,-0.20387795115343724
3,1,-0.44242536107004615,-1.32402522801503,-1.1027087225954784,-0.12324996979155013,-0.9253716622519107
3,2,-0.6901654783586779,-0.8921579694847104,-0.5167900588981954,-0.10095703877860929,-0.7127392768327416
3,3,0.42681543357267376,0.6050645495724192,0.204263433612157,-0.0950673563199698,0.4424078614454661
3,4,0.2834579982857325,0.8052556788324394,0.17446031520092972,-0.547013188808922,0.57741803064665
3,5,0.6803703938396158,1.0165533301882916,0.5717247136686077,-0.027884192790829654,0.35388506452569995
4,0,0.5087872614637156,-0.22181449226922398,-0.2431216299473471,0.09272805946339048,0.147702459238323
4,1,-0.11768381970000356,-0.2944528723640786,-0.2896480782989562,0.05644636611997326,0.30215882762916385
4,2,0.016460382449475897,-0.6251250932712468,0.15767658036679738,-0.6425135216407798,-0.12335713344696705
4,3,-0.44418783873029727,-0.9725279780878818,-0.42784583149914374,-0.18280088672030562,-0.21021047197130166
4,4,0.11408089683123983,-1.0351630660882962,-0.36258114485366316,-0.2754362615347762,-0.07811133444456622
4,5,-0.29948553990328897,-1.1410634870529386,-0.8977417696281522,-0.06172588573641485,-0.639401492748682
5,0,0.5120878394221207,1.012231735055862,1.0704528734934875,0.5015256589357441,0.6159989926883453
5,1,0.9130195866926698,1.201854197597304,1.1307042002713161,0.12915323442784285,0.5580185949537038
