ProbeVersion,ProbeNumber,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4
0,1,-0.31089061383104144,0.5700206486664653,-0.04344190720045373,-0.4351962097080167,-0.3694585105048724
0,2,0.2322343523845145,0.28752970049953724,0.4235846598290767,-0.127159250497201,0.38331988615958473
0,3,0.6248086992863254,0.35075068196540043,-0.14019127594269928,-0.2694785363848827,0.20598873840053342
1,1,0.48736886256732986,-0.3561926963168401,-0.6876199778329521,0.0561201004963374,-0.3385180262177687
1,2,0.5243451946725515,-0.28504957926239055,0.06813438430598899,0.39087175387856193,-0.41843986859830684
1,3,0.19891226621657063,-0.5513892600894664,-0.6024286424947846,-0.21532870673677695,-0.23414626292197285
2,1,-0.38829048490982815,-0.3162897729533894,-0.7707283554541546,0.29967106308802866,-0.5003948929571064
2,2,-0.41001020348833156,-0.19365525463704758,-0.02077377705788523,0.204117038137801,0.16339047512537547
2,3,-0.8658658704730064,-0.6144645227547078,-0.37623703149721005,0.2786946427306095,-0.3935217534977848
3,1,-0.32041319518667105,-0.14863307306744677,-0.4833068723037628,0.36146087073826955,-0.34354013429020425
3,2,-0.04682636801649268,-0.049743287784368075,-0.1618554811829089,-0.4499933080919882,-0.4976775291736548
3,3,-0.22539301275693555,-0.1928677854113865,-0.07625641305683144,-0.03638194792893463,-0.5833005875692426
4,1,-0.6661116559945507,-0.10581093135714449,-0.5627886623034307,0.209174558690041,-0.5122998628002194
4,2,-0.09821441265980269,0.3731870255561159,-0.16949938543342105,-0.6076295124377934,-0.34632517194949014
4,3,-0.774540516468154,-0.6099094010696894,-0.8780619220401595,-0.17670052936575234,-0.44381344271246165
5,1,-0.3600006721222777,0.4584634643576502,0.04909680370026972,-0.04544230986252925,-0.01290837775406554
5,2,-0.06687678756626382,0.550235012095561,0.15418602020265793,-0.6805337752628269,-0.26495298296634634
5,3,-0.8195482009228027,0.4955578127017266,-0.49915001051783525,0.326327780907168,-0.7103458268790539
6,1,0.3395983772033428,0.06952686694134642,0.29482714115250597,0.24725944714477135,0.3748153097344245
6,2,0.42930596490952105,-0.2367409513306845,-0.18547989237687382,-0.10646014310910439,0.49333838915679157
6,3,-0.031817392565404654,-0.6036015219087273,-0.3781819324675115,0.0005335556042808387,-0.07154389901672399
7,1,-0.06476482924117771,-0.7106216363225273,0.2668527336603546,0.11883820975329229,-0.15121787584644486
7,2,0.04685751134436852,0.07416718218122194,0.5536858803486281,-0.23263072935781695,0.27870906583818494
7,3,-0.5362771467404596,-0.44339017726525204,0.013576461382670194,-0.04037171268021791,-0.3749659920608177
8,1,-0.5524571953831904,0.3643435911507715,-0.2536490810097389,0.12837572952555074,-0.4760716830366721
8,2,0.22137951740050768,-0.042539543365906894,0.12482707125497161,-0.3240631723661585,0.21245386325529356
8,3,0.36566786800343903,-0.39798518668023314,-0.005618695251763173,-0.4518063031437623,-0.21665572446851109
